Cumulative period fertility rates (Lexis squares)
Last modified: 21/01/2015
Code Year    Age     CPFR
AUT  1975    22     0.493
AUT  1975    23     0.628
AUT  1975    24     0.761
AUT  1975    25     0.889
AUT  1975    26     1.008
AUT  1975    27     1.118
AUT  1975    28     1.216
AUT  1975    29     1.305
AUT  1975    30     1.382
AUT  1975    31     1.450
AUT  1975    32     1.510
AUT  1975    33     1.562
AUT  1975    34     1.605
AUT  1975    35     1.644
AUT  1975    36     1.679
AUT  1975    37     1.710
AUT  1975    38     1.737
AUT  1975    39     1.761
AUT  1975    40     1.781
AUT  1975    41     1.796
AUT  1975    42     1.808
AUT  1975    43     1.816
AUT  1975    44     1.821
AUT  1975    45     1.824
AUT  1975    46     1.825
AUT  1975    47     1.826
AUT  1975    48     1.826
AUT  1975    49     1.827
AUT  1975    50     1.827
AUT  1975    51     1.827
AUT  1975    52     1.827
AUT  1975    53     1.827
AUT  1975    54     1.827
AUT  1975    55     1.827
AUT  1976    12     0.000
AUT  1976    13     0.000
AUT  1976    14     0.000
AUT  1976    15     0.001
AUT  1976    16     0.003
AUT  1976    17     0.016
AUT  1976    18     0.054
AUT  1976    19     0.118
AUT  1976    20     0.210
AUT  1976    21     0.318
AUT  1976    22     0.439
AUT  1976    23     0.565
AUT  1976    24     0.690
AUT  1976    25     0.812
AUT  1976    26     0.927
AUT  1976    27     1.036
AUT  1976    28     1.131
AUT  1976    29     1.217
AUT  1976    30     1.291
AUT  1976    31     1.354
AUT  1976    32     1.408
AUT  1976    33     1.456
AUT  1976    34     1.499
AUT  1976    35     1.534
AUT  1976    36     1.565
AUT  1976    37     1.591
AUT  1976    38     1.614
AUT  1976    39     1.634
AUT  1976    40     1.650
AUT  1976    41     1.663
AUT  1976    42     1.672
AUT  1976    43     1.679
AUT  1976    44     1.684
AUT  1976    45     1.686
AUT  1976    46     1.687
AUT  1976    47     1.688
AUT  1976    48     1.688
AUT  1976    49     1.688
AUT  1976    50     1.688
AUT  1976    51     1.688
AUT  1976    52     1.688
AUT  1976    53     1.688
AUT  1976    54     1.688
AUT  1976    55     1.688
AUT  1977    12     0.000
AUT  1977    13     0.000
AUT  1977    14     0.000
AUT  1977    15     0.001
AUT  1977    16     0.003
AUT  1977    17     0.014
AUT  1977    18     0.047
AUT  1977    19     0.104
AUT  1977    20     0.189
AUT  1977    21     0.292
AUT  1977    22     0.408
AUT  1977    23     0.531
AUT  1977    24     0.655
AUT  1977    25     0.778
AUT  1977    26     0.892
AUT  1977    27     0.996
AUT  1977    28     1.093
AUT  1977    29     1.178
AUT  1977    30     1.251
AUT  1977    31     1.314
AUT  1977    32     1.369
AUT  1977    33     1.413
AUT  1977    34     1.453
AUT  1977    35     1.487
AUT  1977    36     1.517
AUT  1977    37     1.541
AUT  1977    38     1.561
AUT  1977    39     1.579
AUT  1977    40     1.594
AUT  1977    41     1.607
AUT  1977    42     1.616
AUT  1977    43     1.622
AUT  1977    44     1.626
AUT  1977    45     1.628
AUT  1977    46     1.629
AUT  1977    47     1.630
AUT  1977    48     1.630
AUT  1977    49     1.631
AUT  1977    50     1.631
AUT  1977    51     1.631
AUT  1977    52     1.631
AUT  1977    53     1.631
AUT  1977    54     1.631
AUT  1977    55     1.631
AUT  1978    12     0.000
AUT  1978    13     0.000
AUT  1978    14     0.000
AUT  1978    15     0.001
AUT  1978    16     0.003
AUT  1978    17     0.013
AUT  1978    18     0.043
AUT  1978    19     0.097
AUT  1978    20     0.179
AUT  1978    21     0.278
AUT  1978    22     0.390
AUT  1978    23     0.509
AUT  1978    24     0.631
AUT  1978    25     0.753
AUT  1978    26     0.872
AUT  1978    27     0.981
AUT  1978    28     1.078
AUT  1978    29     1.165
AUT  1978    30     1.240
AUT  1978    31     1.303
AUT  1978    32     1.357
AUT  1978    33     1.404
AUT  1978    34     1.441
AUT  1978    35     1.474
AUT  1978    36     1.502
AUT  1978    37     1.525
AUT  1978    38     1.544
AUT  1978    39     1.559
AUT  1978    40     1.572
AUT  1978    41     1.583
AUT  1978    42     1.591
AUT  1978    43     1.597
AUT  1978    44     1.600
AUT  1978    45     1.602
AUT  1978    46     1.603
AUT  1978    47     1.604
AUT  1978    48     1.604
AUT  1978    49     1.604
AUT  1978    50     1.604
AUT  1978    51     1.604
AUT  1978    52     1.604
AUT  1978    53     1.604
AUT  1978    54     1.604
AUT  1978    55     1.604
AUT  1979    12     0.000
AUT  1979    13     0.000
AUT  1979    14     0.000
AUT  1979    15     0.000
AUT  1979    16     0.002
AUT  1979    17     0.012
AUT  1979    18     0.041
AUT  1979    19     0.093
AUT  1979    20     0.173
AUT  1979    21     0.272
AUT  1979    22     0.384
AUT  1979    23     0.500
AUT  1979    24     0.623
AUT  1979    25     0.744
AUT  1979    26     0.862
AUT  1979    27     0.970
AUT  1979    28     1.068
AUT  1979    29     1.156
AUT  1979    30     1.233
AUT  1979    31     1.299
AUT  1979    32     1.355
AUT  1979    33     1.401
AUT  1979    34     1.440
AUT  1979    35     1.473
AUT  1979    36     1.501
AUT  1979    37     1.524
AUT  1979    38     1.543
AUT  1979    39     1.559
AUT  1979    40     1.570
AUT  1979    41     1.579
AUT  1979    42     1.586
AUT  1979    43     1.590
AUT  1979    44     1.594
AUT  1979    45     1.596
AUT  1979    46     1.597
AUT  1979    47     1.598
AUT  1979    48     1.598
AUT  1979    49     1.598
AUT  1979    50     1.598
AUT  1979    51     1.598
AUT  1979    52     1.598
AUT  1979    53     1.598
AUT  1979    54     1.598
AUT  1979    55     1.598
AUT  1980    12     0.000
AUT  1980    13     0.000
AUT  1980    14     0.000
AUT  1980    15     0.001
AUT  1980    16     0.003
AUT  1980    17     0.013
AUT  1980    18     0.040
AUT  1980    19     0.092
AUT  1980    20     0.174
AUT  1980    21     0.275
AUT  1980    22     0.391
AUT  1980    23     0.512
AUT  1980    24     0.637
AUT  1980    25     0.764
AUT  1980    26     0.886
AUT  1980    27     1.000
AUT  1980    28     1.102
AUT  1980    29     1.194
AUT  1980    30     1.273
AUT  1980    31     1.343
AUT  1980    32     1.402
AUT  1980    33     1.452
AUT  1980    34     1.492
AUT  1980    35     1.528
AUT  1980    36     1.556
AUT  1980    37     1.579
AUT  1980    38     1.598
AUT  1980    39     1.614
AUT  1980    40     1.625
AUT  1980    41     1.633
AUT  1980    42     1.640
AUT  1980    43     1.644
AUT  1980    44     1.648
AUT  1980    45     1.650
AUT  1980    46     1.651
AUT  1980    47     1.651
AUT  1980    48     1.652
AUT  1980    49     1.652
AUT  1980    50     1.652
AUT  1980    51     1.652
AUT  1980    52     1.652
AUT  1980    53     1.652
AUT  1980    54     1.652
AUT  1980    55     1.652
AUT  1981    12     0.000
AUT  1981    13     0.000
AUT  1981    14     0.000
AUT  1981    15     0.000
AUT  1981    16     0.002
AUT  1981    17     0.012
AUT  1981    18     0.038
AUT  1981    19     0.090
AUT  1981    20     0.169
AUT  1981    21     0.271
AUT  1981    22     0.389
AUT  1981    23     0.512
AUT  1981    24     0.639
AUT  1981    25     0.766
AUT  1981    26     0.887
AUT  1981    27     0.999
AUT  1981    28     1.104
AUT  1981    29     1.199
AUT  1981    30     1.284
AUT  1981    31     1.356
AUT  1981    32     1.419
AUT  1981    33     1.470
AUT  1981    34     1.512
AUT  1981    35     1.548
AUT  1981    36     1.578
AUT  1981    37     1.602
AUT  1981    38     1.621
AUT  1981    39     1.636
AUT  1981    40     1.648
AUT  1981    41     1.657
AUT  1981    42     1.663
AUT  1981    43     1.667
AUT  1981    44     1.670
AUT  1981    45     1.672
AUT  1981    46     1.673
AUT  1981    47     1.673
AUT  1981    48     1.673
AUT  1981    49     1.673
AUT  1981    50     1.674
AUT  1981    51     1.674
AUT  1981    52     1.674
AUT  1981    53     1.674
AUT  1981    54     1.674
AUT  1981    55     1.674
AUT  1982    12     0.000
AUT  1982    13     0.000
AUT  1982    14     0.000
AUT  1982    15     0.000
AUT  1982    16     0.002
AUT  1982    17     0.011
AUT  1982    18     0.037
AUT  1982    19     0.086
AUT  1982    20     0.164
AUT  1982    21     0.263
AUT  1982    22     0.375
AUT  1982    23     0.500
AUT  1982    24     0.628
AUT  1982    25     0.754
AUT  1982    26     0.875
AUT  1982    27     0.992
AUT  1982    28     1.096
AUT  1982    29     1.190
AUT  1982    30     1.273
AUT  1982    31     1.349
AUT  1982    32     1.409
AUT  1982    33     1.462
AUT  1982    34     1.504
AUT  1982    35     1.539
AUT  1982    36     1.569
AUT  1982    37     1.592
AUT  1982    38     1.611
AUT  1982    39     1.625
AUT  1982    40     1.636
AUT  1982    41     1.645
AUT  1982    42     1.651
AUT  1982    43     1.654
AUT  1982    44     1.657
AUT  1982    45     1.659
AUT  1982    46     1.660
AUT  1982    47     1.661
AUT  1982    48     1.661
AUT  1982    49     1.661
AUT  1982    50     1.661
AUT  1982    51     1.661
AUT  1982    52     1.661
AUT  1982    53     1.661
AUT  1982    54     1.661
AUT  1982    55     1.661
AUT  1983    12     0.000
AUT  1983    13     0.000
AUT  1983    14     0.000
AUT  1983    15     0.000
AUT  1983    16     0.002
AUT  1983    17     0.010
AUT  1983    18     0.031
AUT  1983    19     0.074
AUT  1983    20     0.144
AUT  1983    21     0.236
AUT  1983    22     0.340
AUT  1983    23     0.451
AUT  1983    24     0.569
AUT  1983    25     0.688
AUT  1983    26     0.803
AUT  1983    27     0.912
AUT  1983    28     1.014
AUT  1983    29     1.107
AUT  1983    30     1.189
AUT  1983    31     1.258
AUT  1983    32     1.318
AUT  1983    33     1.368
AUT  1983    34     1.410
AUT  1983    35     1.444
AUT  1983    36     1.472
AUT  1983    37     1.494
AUT  1983    38     1.513
AUT  1983    39     1.527
AUT  1983    40     1.537
AUT  1983    41     1.545
AUT  1983    42     1.550
AUT  1983    43     1.554
AUT  1983    44     1.556
AUT  1983    45     1.558
AUT  1983    46     1.559
AUT  1983    47     1.559
AUT  1983    48     1.559
AUT  1983    49     1.559
AUT  1983    50     1.559
AUT  1983    51     1.559
AUT  1983    52     1.559
AUT  1983    53     1.559
AUT  1983    54     1.559
AUT  1983    55     1.559
AUT  1984    12     0.000
AUT  1984    13     0.000
AUT  1984    14     0.000
AUT  1984    15     0.000
AUT  1984    16     0.002
AUT  1984    17     0.008
AUT  1984    18     0.028
AUT  1984    19     0.066
AUT  1984    20     0.130
AUT  1984    21     0.216
AUT  1984    22     0.315
AUT  1984    23     0.427
AUT  1984    24     0.542
AUT  1984    25     0.658
AUT  1984    26     0.775
AUT  1984    27     0.883
AUT  1984    28     0.983
AUT  1984    29     1.073
AUT  1984    30     1.155
AUT  1984    31     1.224
AUT  1984    32     1.284
AUT  1984    33     1.333
AUT  1984    34     1.375
AUT  1984    35     1.410
AUT  1984    36     1.438
AUT  1984    37     1.460
AUT  1984    38     1.479
AUT  1984    39     1.493
AUT  1984    40     1.502
AUT  1984    41     1.509
AUT  1984    42     1.514
AUT  1984    43     1.518
AUT  1984    44     1.520
AUT  1984    45     1.521
AUT  1984    46     1.522
AUT  1984    47     1.522
AUT  1984    48     1.522
AUT  1984    49     1.522
AUT  1984    50     1.522
AUT  1984    51     1.522
AUT  1984    52     1.522
AUT  1984    53     1.522
AUT  1984    54     1.522
AUT  1984    55     1.522
AUT  1985    12     0.000
AUT  1985    13     0.000
AUT  1985    14     0.000
AUT  1985    15     0.000
AUT  1985    16     0.002
AUT  1985    17     0.008
AUT  1985    18     0.026
AUT  1985    19     0.061
AUT  1985    20     0.119
AUT  1985    21     0.199
AUT  1985    22     0.292
AUT  1985    23     0.393
AUT  1985    24     0.502
AUT  1985    25     0.619
AUT  1985    26     0.731
AUT  1985    27     0.837
AUT  1985    28     0.938
AUT  1985    29     1.029
AUT  1985    30     1.107
AUT  1985    31     1.177
AUT  1985    32     1.236
AUT  1985    33     1.288
AUT  1985    34     1.329
AUT  1985    35     1.364
AUT  1985    36     1.392
AUT  1985    37     1.415
AUT  1985    38     1.432
AUT  1985    39     1.445
AUT  1985    40     1.454
AUT  1985    41     1.462
AUT  1985    42     1.467
AUT  1985    43     1.470
AUT  1985    44     1.472
AUT  1985    45     1.473
AUT  1985    46     1.474
AUT  1985    47     1.474
AUT  1985    48     1.474
AUT  1985    49     1.474
AUT  1985    50     1.474
AUT  1985    51     1.474
AUT  1985    52     1.474
AUT  1985    53     1.474
AUT  1985    54     1.474
AUT  1985    55     1.474
AUT  1986    12     0.000
AUT  1986    13     0.000
AUT  1986    14     0.000
AUT  1986    15     0.000
AUT  1986    16     0.002
AUT  1986    17     0.008
AUT  1986    18     0.025
AUT  1986    19     0.058
AUT  1986    20     0.114
AUT  1986    21     0.188
AUT  1986    22     0.274
AUT  1986    23     0.375
AUT  1986    24     0.485
AUT  1986    25     0.597
AUT  1986    26     0.707
AUT  1986    27     0.814
AUT  1986    28     0.913
AUT  1986    29     1.004
AUT  1986    30     1.083
AUT  1986    31     1.154
AUT  1986    32     1.213
AUT  1986    33     1.262
AUT  1986    34     1.304
AUT  1986    35     1.340
AUT  1986    36     1.366
AUT  1986    37     1.390
AUT  1986    38     1.407
AUT  1986    39     1.420
AUT  1986    40     1.430
AUT  1986    41     1.437
AUT  1986    42     1.442
AUT  1986    43     1.445
AUT  1986    44     1.447
AUT  1986    45     1.448
AUT  1986    46     1.449
AUT  1986    47     1.449
AUT  1986    48     1.449
AUT  1986    49     1.449
AUT  1986    50     1.449
AUT  1986    51     1.449
AUT  1986    52     1.449
AUT  1986    53     1.449
AUT  1986    54     1.449
AUT  1986    55     1.449
AUT  1987    12     0.000
AUT  1987    13     0.000
AUT  1987    14     0.000
AUT  1987    15     0.000
AUT  1987    16     0.002
AUT  1987    17     0.008
AUT  1987    18     0.025
AUT  1987    19     0.056
AUT  1987    20     0.106
AUT  1987    21     0.173
AUT  1987    22     0.259
AUT  1987    23     0.353
AUT  1987    24     0.460
AUT  1987    25     0.572
AUT  1987    26     0.682
AUT  1987    27     0.786
AUT  1987    28     0.889
AUT  1987    29     0.980
AUT  1987    30     1.060
AUT  1987    31     1.130
AUT  1987    32     1.188
AUT  1987    33     1.240
AUT  1987    34     1.281
AUT  1987    35     1.317
AUT  1987    36     1.347
AUT  1987    37     1.370
AUT  1987    38     1.388
AUT  1987    39     1.401
AUT  1987    40     1.411
AUT  1987    41     1.419
AUT  1987    42     1.424
AUT  1987    43     1.427
AUT  1987    44     1.429
AUT  1987    45     1.431
AUT  1987    46     1.431
AUT  1987    47     1.431
AUT  1987    48     1.432
AUT  1987    49     1.432
AUT  1987    50     1.432
AUT  1987    51     1.432
AUT  1987    52     1.432
AUT  1987    53     1.432
AUT  1987    54     1.432
AUT  1987    55     1.432
AUT  1988    12     0.000
AUT  1988    13     0.000
AUT  1988    14     0.000
AUT  1988    15     0.000
AUT  1988    16     0.002
AUT  1988    17     0.008
AUT  1988    18     0.024
AUT  1988    19     0.054
AUT  1988    20     0.105
AUT  1988    21     0.172
AUT  1988    22     0.255
AUT  1988    23     0.351
AUT  1988    24     0.456
AUT  1988    25     0.567
AUT  1988    26     0.679
AUT  1988    27     0.787
AUT  1988    28     0.891
AUT  1988    29     0.983
AUT  1988    30     1.067
AUT  1988    31     1.141
AUT  1988    32     1.204
AUT  1988    33     1.255
AUT  1988    34     1.297
AUT  1988    35     1.335
AUT  1988    36     1.365
AUT  1988    37     1.388
AUT  1988    38     1.405
AUT  1988    39     1.419
AUT  1988    40     1.429
AUT  1988    41     1.436
AUT  1988    42     1.440
AUT  1988    43     1.443
AUT  1988    44     1.445
AUT  1988    45     1.446
AUT  1988    46     1.447
AUT  1988    47     1.447
AUT  1988    48     1.447
AUT  1988    49     1.447
AUT  1988    50     1.447
AUT  1988    51     1.447
AUT  1988    52     1.447
AUT  1988    53     1.447
AUT  1988    54     1.447
AUT  1988    55     1.447
AUT  1989    12     0.000
AUT  1989    13     0.000
AUT  1989    14     0.000
AUT  1989    15     0.000
AUT  1989    16     0.002
AUT  1989    17     0.009
AUT  1989    18     0.025
AUT  1989    19     0.054
AUT  1989    20     0.102
AUT  1989    21     0.167
AUT  1989    22     0.245
AUT  1989    23     0.336
AUT  1989    24     0.437
AUT  1989    25     0.549
AUT  1989    26     0.662
AUT  1989    27     0.771
AUT  1989    28     0.875
AUT  1989    29     0.969
AUT  1989    30     1.053
AUT  1989    31     1.129
AUT  1989    32     1.192
AUT  1989    33     1.247
AUT  1989    34     1.292
AUT  1989    35     1.330
AUT  1989    36     1.360
AUT  1989    37     1.384
AUT  1989    38     1.402
AUT  1989    39     1.416
AUT  1989    40     1.427
AUT  1989    41     1.434
AUT  1989    42     1.439
AUT  1989    43     1.442
AUT  1989    44     1.444
AUT  1989    45     1.445
AUT  1989    46     1.445
AUT  1989    47     1.445
AUT  1989    48     1.445
AUT  1989    49     1.446
AUT  1989    50     1.446
AUT  1989    51     1.446
AUT  1989    52     1.446
AUT  1989    53     1.446
AUT  1989    54     1.446
AUT  1989    55     1.446
AUT  1990    12     0.000
AUT  1990    13     0.000
AUT  1990    14     0.000
AUT  1990    15     0.000
AUT  1990    16     0.002
AUT  1990    17     0.009
AUT  1990    18     0.026
AUT  1990    19     0.056
AUT  1990    20     0.101
AUT  1990    21     0.164
AUT  1990    22     0.242
AUT  1990    23     0.328
AUT  1990    24     0.426
AUT  1990    25     0.533
