England and Wales, Total Population, Exposure to risk (cohort 1x10)     Last modified: 03-Nov-2010, MPv5 (May07)

   Year      Age       Female          Male         Total
1920-1929     27      3238301.59   3186083.60   6424385.19 
1920-1929     28      3229842.21   3183958.03   6413800.24 
1920-1929     29      3225162.96   3186492.22   6411655.18 
1920-1929     30      3230093.56   3196022.48   6426116.04 
1920-1929     31      3225836.18   3199085.41   6424921.59 
1920-1929     32      3219726.61   3199502.46   6419229.06 
1920-1929     33      3215151.92   3199497.83   6414649.76 
1920-1929     34      3210764.87   3199161.81   6409926.68 
1920-1929     35      3208397.25   3200774.27   6409171.52 
1920-1929     36      3204659.90   3200148.37   6404808.27 
1920-1929     37      3198449.16   3197252.78   6395701.94 
1920-1929     38      3192541.46   3190687.04   6383228.49 
1920-1929     39      3186280.51   3181990.41   6368270.92 
1920-1929     40      3185588.37   3179898.35   6365486.73 
1920-1929     41      3184449.41   3171046.45   6355495.86 
1920-1929     42      3178663.23   3158560.26   6337223.50 
1920-1929     43      3176723.23   3147014.21   6323737.44 
1920-1929     44      3168438.34   3134812.54   6303250.88 
1920-1929     45      3160940.39   3125060.14   6286000.53 
1920-1929     46      3145247.76   3107224.97   6252472.73 
1920-1929     47      3136008.99   3089923.48   6225932.47 
1920-1929     48      3124567.03   3069585.04   6194152.07 
1920-1929     49      3112198.63   3052852.90   6165051.53 
1920-1929     50      3100799.27   3035033.85   6135833.11 
1920-1929     51      3084453.25   3010767.99   6095221.24 
1920-1929     52      3068014.88   2986678.93   6054693.81 
1920-1929     53      3050551.21   2959654.91   6010206.12 
1920-1929     54      3031979.89   2931838.58   5963818.47 
1920-1929     55      3012886.96   2901878.42   5914765.37 
1920-1929     56      2992776.09   2867966.86   5860742.96 
1920-1929     57      2971519.10   2831725.56   5803244.66 
1920-1929     58      2949682.05   2792290.74   5741972.78 
1920-1929     59      2926394.36   2750441.45   5676835.81 
1920-1929     60      2900140.70   2706670.31   5606811.01 
1920-1929     61      2872800.18   2660293.30   5533093.48 
1920-1929     62      2842580.80   2610594.24   5453175.04 
1920-1929     63      2810585.92   2557856.03   5368441.95 
1920-1929     64      2776074.95   2501172.85   5277247.79 
1920-1929     65      2738335.79   2440167.80   5178503.59 
1920-1929     66      2700370.84   2378752.01   5079122.85 
1920-1929     67      2659266.13   2312850.60   4972116.72 
1920-1929     68      2615434.80   2243366.80   4858801.60 
1920-1929     69      2567874.63   2170775.30   4738649.94 
1920-1929     70      2516976.81   2094469.04   4611445.85 
1920-1929     71      2463179.26   2016587.94   4479767.20 
1920-1929     72      2405841.53   1935630.36   4341471.89 
1920-1929     73      2344236.29   1852570.33   4196806.62 
1920-1929     74      2278945.49   1766868.86   4045814.34 
1920-1929     75      2210002.24   1679431.84   3889434.08 
1920-1929     76      2136876.35   1591295.86   3728172.22 
1920-1929     77      2060252.56   1502099.67   3562352.23 
1920-1929     78      1980147.02   1412141.34   3392288.36 
1920-1929     79      1896164.90   1322209.83   3218374.73 
1920-1929     80               .            .            . 
1920-1929     81               .            .            . 
1920-1929     82               .            .            . 
1920-1929     83               .            .            . 
1920-1929     84               .            .            . 
1920-1929     85               .            .            . 
1920-1929     86               .            .            . 
1920-1929     87               .            .            . 
1920-1929     88               .            .            . 
1920-1929     89               .            .            . 
1920-1929     90               .            .            . 
1920-1929     91               .            .            . 
1920-1929     92               .            .            . 
1920-1929     93               .            .            . 
1920-1929     94               .            .            . 
1920-1929     95               .            .            . 
1920-1929     96               .            .            . 
1920-1929     97               .            .            . 
1920-1929     98               .            .            . 
1920-1929     99               .            .            . 
1920-1929    100               .            .            . 
1920-1929    101               .            .            . 
1920-1929    102               .            .            . 
1920-1929    103               .            .            . 
1920-1929    104               .            .            . 
1920-1929    105               .            .            . 
1920-1929    106               .            .            . 
1920-1929    107               .            .            . 
1920-1929    108               .            .            . 
1920-1929    109               .            .            . 
1920-1929    110+              .            .            . 
1930-1939      0      2889808.96   3011090.09   5900899.05 
1930-1939      1      2818261.37   2919277.36   5737538.73 
1930-1939      2      2801438.08   2900022.79   5701460.87 
1930-1939      3      2789547.47   2885448.57   5674996.05 
1930-1939      4      2783456.10   2876135.53   5659591.63 
1930-1939      5      2781087.48   2870414.04   5651501.52 
1930-1939      6      2779727.02   2865704.75   5645431.77 
1930-1939      7      2779101.17   2863200.67   5642301.83 
1930-1939      8      2778282.74   2866711.20   5644993.94 
1930-1939      9      2778414.16   2880328.98   5658743.14 
1930-1939     10      2777408.36   2893475.80   5670884.16 
1930-1939     11      2775499.44   2890478.93   5665978.37 
1930-1939     12      2772500.99   2864730.98   5637231.97 
1930-1939     13      2771938.75   2820957.08   5592895.83 
1930-1939     14      2777275.02   2764249.00   5541524.02 
1930-1939     15      2789335.55   2703780.13   5493115.68 
1930-1939     16      2796668.39   2661774.21   5458442.60 
1930-1939     17      2797998.80   2702391.35   5500390.14 
1930-1939     18      2805233.68   2737976.34   5543210.03 
1930-1939     19      2819214.79   2753768.31   5572983.10 
1930-1939     20      2837272.13   2780129.94   5617402.07 
1930-1939     21      2847462.94   2798296.42   5645759.37 
1930-1939     22      2855643.92   2816478.25   5672122.17 
1930-1939     23      2863688.25   2840922.19   5704610.44 
1930-1939     24      2869055.70   2871410.29   5740466.00 
1930-1939     25      2871576.74   2899101.42   5770678.16 
1930-1939     26      2873593.32   2917340.50   5790933.82 
1930-1939     27      2874148.73   2932961.59   5807110.32 
1930-1939     28      2873450.66   2944621.93   5818072.59 
1930-1939     29      2870016.53   2952312.08   5822328.61 
1930-1939     30      2858628.90   2962045.79   5820674.69 
1930-1939     31      2854221.51   2960229.01   5814450.53 
1930-1939     32      2848379.15   2954553.37   5802932.52 
1930-1939     33      2843880.86   2948455.42   5792336.28 
1930-1939     34      2838629.41   2941005.61   5779635.02 
1930-1939     35      2827975.70   2926893.11   5754868.81 
1930-1939     36      2823021.59   2915845.86   5738867.45 
1930-1939     37      2816480.93   2899390.77   5715871.70 
1930-1939     38      2810384.34   2885848.93   5696233.28 
1930-1939     39      2803991.70   2875702.93   5679694.63 
1930-1939     40      2796856.64   2866649.60   5663506.24 
1930-1939     41      2792409.87   2859107.11   5651516.98 
1930-1939     42      2787786.55   2849231.05   5637017.61 
1930-1939     43      2781823.86   2839773.15   5621597.01 
1930-1939     44      2776398.69   2828533.56   5604932.24 
1930-1939     45      2770936.18   2816923.73   5587859.91 
1930-1939     46      2765482.87   2803217.29   5568700.16 
1930-1939     47      2759848.65   2789200.33   5549048.98 
1930-1939     48      2753189.03   2774662.47   5527851.50 
1930-1939     49      2745325.40   2760767.03   5506092.43 
1930-1939     50      2735143.44   2747104.80   5482248.25 
1930-1939     51      2725425.39   2732145.09   5457570.48 
1930-1939     52      2715184.39   2716710.34   5431894.73 
1930-1939     53      2704110.36   2698820.17   5402930.54 
1930-1939     54      2692857.37   2680973.49   5373830.86 
1930-1939     55      2680842.43   2660681.52   5341523.95 
1930-1939     56      2667949.95   2638053.72   5306003.67 
1930-1939     57      2652657.05   2613898.47   5266555.51 
1930-1939     58      2636604.29   2588698.40   5225302.69 
1930-1939     59      2620039.65   2562552.48   5182592.13 
1930-1939     60      2603813.14   2532937.44   5136750.58 
1930-1939     61      2587410.37   2502746.35   5090156.72 
1930-1939     62      2566981.02   2467987.53   5034968.54 
1930-1939     63      2546423.60   2431670.59   4978094.19 
1930-1939     64      2524858.18   2392748.75   4917606.93 
1930-1939     65      2499962.12   2349792.50   4849754.62 
1930-1939     66      2472805.88   2303779.70   4776585.58 
1930-1939     67      2442356.39   2255806.90   4698163.30 
1930-1939     68      2411055.50   2205656.65   4616712.15 
1930-1939     69      2377114.24   2153223.80   4530338.04 
1930-1939     70               .            .            . 
1930-1939     71               .            .            . 
1930-1939     72               .            .            . 
1930-1939     73               .            .            . 
1930-1939     74               .            .            . 
1930-1939     75               .            .            . 
1930-1939     76               .            .            . 
1930-1939     77               .            .            . 
1930-1939     78               .            .            . 
1930-1939     79               .            .            . 
1930-1939     80               .            .            . 
1930-1939     81               .            .            . 
1930-1939     82               .            .            . 
1930-1939     83               .            .            . 
1930-1939     84               .            .            . 
1930-1939     85               .            .            . 
1930-1939     86               .            .            . 
1930-1939     87               .            .            . 
1930-1939     88               .            .            . 
1930-1939     89               .            .            . 
1930-1939     90               .            .            . 
1930-1939     91               .            .            . 
1930-1939     92               .            .            . 
1930-1939     93               .            .            . 
1930-1939     94               .            .            . 
1930-1939     95               .            .            . 
1930-1939     96               .            .            . 
1930-1939     97               .            .            . 
1930-1939     98               .            .            . 
1930-1939     99               .            .            . 
1930-1939    100               .            .            . 
1930-1939    101               .            .            . 
1930-1939    102               .            .            . 
1930-1939    103               .            .            . 
1930-1939    104               .            .            . 
1930-1939    105               .            .            . 
1930-1939    106               .            .            . 
1930-1939    107               .            .            . 
1930-1939    108               .            .            . 
1930-1939    109               .            .            . 
1930-1939    110+              .            .            . 
1940-1949      0      3381080.55   3569607.29   6950687.83 
1940-1949      1      3318351.59   3495402.55   6813754.15 
1940-1949      2      3293590.51   3460043.30   6753633.81 
1940-1949      3      3292719.00   3443973.80   6736692.80 
1940-1949      4      3305884.19   3449629.24   6755513.43 
1940-1949      5      3296295.23   3437435.26   6733730.49 
1940-1949      6      3292072.20   3435305.87   6727378.07 
1940-1949      7      3288186.12   3436142.77   6724328.88 
1940-1949      8      3289611.51   3441639.42   6731250.93 
1940-1949      9      3289010.35   3440078.60   6729088.95 
1940-1949     10      3290391.96   3436466.84   6726858.80 
1940-1949     11      3295475.15   3437110.76   6732585.90 
1940-1949     12      3303037.40   3440403.33   6743440.73 
1940-1949     13      3314569.24   3447280.37   6761849.60 
1940-1949     14      3328699.18   3455159.13   6783858.31 
1940-1949     15      3336503.67   3457839.13   6794342.80 
1940-1949     16      3325126.87   3456616.65   6781743.52 
1940-1949     17      3330781.88   3458940.61   6789722.49 
1940-1949     18      3349226.70   3429385.59   6778612.30 
1940-1949     19      3364210.41   3407114.65   6771325.06 
1940-1949     20      3377340.28   3402256.85   6779597.13 
1940-1949     21      3391055.59   3420523.77   6811579.36 
1940-1949     22      3402811.42   3435699.51   6838510.93 
1940-1949     23      3416764.91   3454094.68   6870859.59 
1940-1949     24      3423462.64   3468497.44   6891960.08 
1940-1949     25      3417616.17   3476208.56   6893824.73 
1940-1949     26      3403919.53   3472408.69   6876328.22 
1940-1949     27      3385769.14   3464654.03   6850423.17 
1940-1949     28      3370164.60   3452600.05   6822764.65 
1940-1949     29      3361165.26   3443603.06   6804768.32 
1940-1949     30      3352021.62   3436855.85   6788877.47 
1940-1949     31      3346674.59   3427908.38   6774582.96 
1940-1949     32      3340274.67   3417151.41   6757426.09 
1940-1949     33      3334860.30   3404404.12   6739264.42 
1940-1949     34      3330726.19   3391137.07   6721863.26 
1940-1949     35      3329550.12   3378695.25   6708245.37 
1940-1949     36      3328919.99   3370012.54   6698932.53 
1940-1949     37      3326842.78   3361197.88   6688040.66 
1940-1949     38      3322683.30   3353722.16   6676405.47 
1940-1949     39      3319027.94   3347671.92   6666699.86 
1940-1949     40      3314017.27   3344986.81   6659004.08 
1940-1949     41      3310547.94   3340062.75   6650610.69 
1940-1949     42      3307796.19   3332291.52   6640087.71 
1940-1949     43      3304484.29   3323686.58   6628170.88 
1940-1949     44      3301847.71   3314978.43   6616826.14 
1940-1949     45      3294046.26   3303431.76   6597478.02 
1940-1949     46      3289357.54   3291842.86   6581200.41 
1940-1949     47      3283345.01   3280869.05   6564214.06 
1940-1949     48      3276665.09   3268933.90   6545598.99 
1940-1949     49      3270084.29   3256981.18   6527065.48 
1940-1949     50      3261960.97   3243408.16   6505369.13 
1940-1949     51      3255046.02   3230411.74   6485457.76 
1940-1949     52      3246792.99   3216536.91   6463329.90 
1940-1949     53      3237285.67   3200519.97   6437805.63 
1940-1949     54      3225811.30   3182799.64   6408610.94 
1940-1949     55      3213064.39   3162883.43   6375947.82 
1940-1949     56      3198431.28   3139595.63   6338026.91 
1940-1949     57      3182108.35   3114430.51   6296538.86 
1940-1949     58      3165248.11   3087721.34   6252969.45 
1940-1949     59      3146183.50   3059190.36   6205373.86 
1940-1949     60               .            .            . 
1940-1949     61               .            .            . 
1940-1949     62               .            .            . 
1940-1949     63               .            .            . 
1940-1949     64               .            .            . 
1940-1949     65               .            .            . 
1940-1949     66               .            .            . 
1940-1949     67               .            .            . 
1940-1949     68               .            .            . 
1940-1949     69               .            .            . 
1940-1949     70               .            .            . 
1940-1949     71               .            .            . 
1940-1949     72               .            .            . 
1940-1949     73               .            .            . 
1940-1949     74               .            .            . 
1940-1949     75               .            .            . 
1940-1949     76               .            .            . 
1940-1949     77               .            .            . 
1940-1949     78               .            .            . 
1940-1949     79               .            .            . 
1940-1949     80               .            .            . 
1940-1949     81               .            .            . 
1940-1949     82               .            .            . 
1940-1949     83               .            .            . 
1940-1949     84               .            .            . 
1940-1949     85               .            .            . 
1940-1949     86               .            .            . 
1940-1949     87               .            .            . 
1940-1949     88               .            .            . 
1940-1949     89               .            .            . 
1940-1949     90               .            .            . 
1940-1949     91               .            .            . 
1940-1949     92               .            .            . 
1940-1949     93               .            .            . 
1940-1949     94               .            .            . 
1940-1949     95               .            .            . 
1940-1949     96               .            .            . 
1940-1949     97               .            .            . 
1940-1949     98               .            .            . 
1940-1949     99               .            .            . 
1940-1949    100               .            .            . 
1940-1949    101               .            .            . 
1940-1949    102               .            .            . 
1940-1949    103               .            .            . 
1940-1949    104               .            .            . 
1940-1949    105               .            .            . 
1940-1949    106               .            .            . 
1940-1949    107               .            .            . 
1940-1949    108               .            .            . 
1940-1949    109               .            .            . 
1940-1949    110+              .            .            . 
1950-1959      0      3343410.09   3527926.43   6871336.52 
1950-1959      1      3311906.82   3485367.02   6797273.84 
1950-1959      2      3308853.20   3482422.87   6791276.07 
1950-1959      3      3306198.33   3480560.18   6786758.51 
1950-1959      4      3303858.22   3480131.13   6783989.35 
1950-1959      5      3299668.14   3479501.17   6779169.31 
1950-1959      6      3295877.88   3480483.09   6776360.97 
1950-1959      7      3293267.70   3482003.50   6775271.20 
1950-1959      8      3291713.11   3485173.96   6776887.07 
1950-1959      9      3290294.28   3487946.42   6778240.70 
1950-1959     10      3290458.41   3492836.26   6783294.67 
1950-1959     11      3293186.47   3497468.62   6790655.10 
1950-1959     12      3296156.29   3497458.67   6793614.96 
1950-1959     13      3295656.71   3496160.62   6791817.34 
1950-1959     14      3301201.80   3501066.20   6802268.00 
1950-1959     15      3331853.29   3526460.57   6858313.85 
1950-1959     16      3341101.94   3523822.27   6864924.21 
1950-1959     17      3355053.74   3511650.20   6866703.94 
1950-1959     18      3376400.96   3507438.39   6883839.36 
1950-1959     19      3399309.13   3523295.48   6922604.61 
1950-1959     20      3416819.52   3542614.10   6959433.62 
1950-1959     21      3432018.53   3554469.39   6986487.93 
1950-1959     22      3444734.33   3560597.18   7005331.51 
1950-1959     23      3452139.27   3549073.65   7001212.91 
1950-1959     24      3453964.24   3531679.35   6985643.58 
1950-1959     25      3451158.94   3516028.38   6967187.32 
1950-1959     26      3448601.54   3500855.03   6949456.57 
1950-1959     27      3442744.55   3490933.92   6933678.47 
1950-1959     28      3437844.65   3481963.02   6919807.66 
1950-1959     29      3431490.09   3472539.96   6904030.05 
1950-1959     30      3428634.38   3465150.04   6893784.42 
1950-1959     31      3428995.18   3456311.41   6885306.59 
1950-1959     32      3433905.91   3450266.36   6884172.27 
1950-1959     33      3440514.28   3448034.24   6888548.52 
1950-1959     34      3448004.69   3444677.58   6892682.27 
1950-1959     35      3451786.35   3439210.71   6890997.06 
1950-1959     36      3456358.36   3433842.07   6890200.43 
1950-1959     37      3457402.55   3429133.53   6886536.08 
1950-1959     38      3456605.46   3425515.26   6882120.71 
1950-1959     39      3458165.44   3424873.01   6883038.45 
1950-1959     40      3457200.24   3422919.28   6880119.52 
1950-1959     41      3457533.34   3421451.39   6878984.73 
1950-1959     42      3456809.74   3419928.02   6876737.76 
1950-1959     43      3456009.26   3418918.92   6874928.18 
1950-1959     44      3455697.32   3416046.95   6871744.26 
1950-1959     45      3450592.30   3406918.36   6857510.66 
1950-1959     46      3445747.24   3397654.06   6843401.30 
1950-1959     47      3439470.56   3386764.35   6826234.91 
1950-1959     48      3432756.33   3374211.33   6806967.67 
1950-1959     49      3425606.68   3361074.77   6786681.45 
1950-1959     50               .            .            . 
1950-1959     51               .            .            . 
1950-1959     52               .            .            . 
1950-1959     53               .            .            . 
1950-1959     54               .            .            . 
1950-1959     55               .            .            . 
1950-1959     56               .            .            . 
1950-1959     57               .            .            . 
1950-1959     58               .            .            . 
1950-1959     59               .            .            . 
1950-1959     60               .            .            . 
1950-1959     61               .            .            . 
1950-1959     62               .            .            . 
1950-1959     63               .            .            . 
1950-1959     64               .            .            . 
1950-1959     65               .            .            . 
1950-1959     66               .            .            . 
1950-1959     67               .            .            . 
1950-1959     68               .            .            . 
1950-1959     69               .            .            . 
1950-1959     70               .            .            . 
1950-1959     71               .            .            . 
1950-1959     72               .            .            . 
1950-1959     73               .            .            . 
1950-1959     74               .            .            . 
1950-1959     75               .            .            . 
1950-1959     76               .            .            . 
1950-1959     77               .            .            . 
1950-1959     78               .            .            . 
1950-1959     79               .            .            . 
1950-1959     80               .            .            . 
1950-1959     81               .            .            . 
1950-1959     82               .            .            . 
1950-1959     83               .            .            . 
1950-1959     84               .            .            . 
1950-1959     85               .            .            . 
1950-1959     86               .            .            . 
1950-1959     87               .            .            . 
1950-1959     88               .            .            . 
1950-1959     89               .            .            . 
1950-1959     90               .            .            . 
1950-1959     91               .            .            . 
1950-1959     92               .            .            . 
1950-1959     93               .            .            . 
1950-1959     94               .            .            . 
1950-1959     95               .            .            . 
1950-1959     96               .            .            . 
1950-1959     97               .            .            . 
1950-1959     98               .            .            . 
1950-1959     99               .            .            . 
1950-1959    100               .            .            . 
1950-1959    101               .            .            . 
1950-1959    102               .            .            . 
1950-1959    103               .            .            . 
1950-1959    104               .            .            . 
1950-1959    105               .            .            . 
1950-1959    106               .            .            . 
1950-1959    107               .            .            . 
1950-1959    108               .            .            . 
1950-1959    109               .            .            . 
1950-1959    110+              .            .            . 
1960-1969      0      3995586.79   4181976.45   8177563.24 
1960-1969      1      3973387.85   4145532.85   8118920.70 
1960-1969      2      3962703.73   4136422.69   8099126.42 
1960-1969      3      3953747.76   4135253.05   8089000.80 
1960-1969      4      3944642.23   4129898.59   8074540.81 
1960-1969      5      3919527.41   4108489.88   8028017.29 
1960-1969      6      3905869.38   4095930.34   8001799.72 
1960-1969      7      3893818.70   4089231.13   7983049.84 
1960-1969      8      3880071.00   4083325.95   7963396.96 
1960-1969      9      3870913.35   4078820.68   7949734.03 
1960-1969     10      3871454.15   4082766.13   7954220.28 
1960-1969     11      3876702.33   4087513.18   7964215.50 
1960-1969     12      3880575.94   4091460.26   7972036.21 
1960-1969     13      3883896.52   4094423.51   7978320.03 
1960-1969     14      3888043.59   4098699.39   7986742.98 
1960-1969     15      3896762.66   4104519.09   8001281.76 
1960-1969     16      3908456.08   4112343.26   8020799.33 
1960-1969     17      3929703.70   4117626.38   8047330.08 
1960-1969     18      3946889.50   4106010.73   8052900.22 
1960-1969     19      3974041.46   4108688.04   8082729.50 
1960-1969     20      3998275.96   4101994.84   8100270.80 
1960-1969     21      4014985.73   4100321.33   8115307.06 
1960-1969     22      4027184.75   4088725.30   8115910.05 
1960-1969     23      4037838.20   4078856.88   8116695.08 
1960-1969     24      4046235.26   4069448.78   8115684.04 
1960-1969     25      4055487.80   4065113.14   8120600.94 
1960-1969     26      4061935.34   4058398.93   8120334.27 
1960-1969     27      4067338.75   4052406.93   8119745.69 
1960-1969     28      4069583.04   4047100.55   8116683.58 
1960-1969     29      4072801.74   4045052.10   8117853.83 
1960-1969     30      4078688.64   4045033.92   8123722.56 
1960-1969     31      4084869.90   4047163.21   8132033.12 
1960-1969     32      4091547.41   4048860.03   8140407.44 
1960-1969     33      4097907.97   4052408.40   8150316.37 
1960-1969     34      4102341.65   4053116.79   8155458.45 
1960-1969     35      4103394.94   4053954.47   8157349.41 
1960-1969     36      4107464.69   4056258.92   8163723.61 
1960-1969     37      4108796.69   4060659.52   8169456.21 
1960-1969     38      4111696.26   4065120.00   8176816.26 
1960-1969     39      4114730.67   4068690.80   8183421.47 
1960-1969     40               .            .            . 
1960-1969     41               .            .            . 
1960-1969     42               .            .            . 
1960-1969     43               .            .            . 
1960-1969     44               .            .            . 
1960-1969     45               .            .            . 
1960-1969     46               .            .            . 
1960-1969     47               .            .            . 
1960-1969     48               .            .            . 
1960-1969     49               .            .            . 
1960-1969     50               .            .            . 
1960-1969     51               .            .            . 
1960-1969     52               .            .            . 
1960-1969     53               .            .            . 
1960-1969     54               .            .            . 
1960-1969     55               .            .            . 
1960-1969     56               .            .            . 
1960-1969     57               .            .            . 
1960-1969     58               .            .            . 
1960-1969     59               .            .            . 
1960-1969     60               .            .            . 
1960-1969     61               .            .            . 
1960-1969     62               .            .            . 
1960-1969     63               .            .            . 
1960-1969     64               .            .            . 
1960-1969     65               .            .            . 
1960-1969     66               .            .            . 
1960-1969     67               .            .            . 
1960-1969     68               .            .            . 
1960-1969     69               .            .            . 
1960-1969     70               .            .            . 
1960-1969     71               .            .            . 
1960-1969     72               .            .            . 
1960-1969     73               .            .            . 
1960-1969     74               .            .            . 
1960-1969     75               .            .            . 
1960-1969     76               .            .            . 
1960-1969     77               .            .            . 
1960-1969     78               .            .            . 
1960-1969     79               .            .            . 
1960-1969     80               .            .            . 
1960-1969     81               .            .            . 
1960-1969     82               .            .            . 
1960-1969     83               .            .            . 
1960-1969     84               .            .            . 
1960-1969     85               .            .            . 
1960-1969     86               .            .            . 
1960-1969     87               .            .            . 
1960-1969     88               .            .            . 
1960-1969     89               .            .            . 
1960-1969     90               .            .            . 
1960-1969     91               .            .            . 
1960-1969     92               .            .            . 
1960-1969     93               .            .            . 
1960-1969     94               .            .            . 
1960-1969     95               .            .            . 
1960-1969     96               .            .            . 
1960-1969     97               .            .            . 
1960-1969     98               .            .            . 
1960-1969     99               .            .            . 
1960-1969    100               .            .            . 
1960-1969    101               .            .            . 
1960-1969    102               .            .            . 
1960-1969    103               .            .            . 
1960-1969    104               .            .            . 
1960-1969    105               .            .            . 
1960-1969    106               .            .            . 
1960-1969    107               .            .            . 
1960-1969    108               .            .            . 
1960-1969    109               .            .            . 
1960-1969    110+              .            .            . 
1970-1979      0      3165022.11   3345221.08   6510243.19 
1970-1979      1      3140450.40   3313557.03   6454007.43 
1970-1979      2      3131731.09   3304770.28   6436501.37 
1970-1979      3      3122411.06   3296621.42   6419032.48 
1970-1979      4      3115699.52   3291713.36   6407412.88 
1970-1979      5      3110994.11   3286825.77   6397819.89 
1970-1979      6      3109817.27   3284863.79   6394681.06 
1970-1979      7      3110753.89   3285056.60   6395810.48 
1970-1979      8      3112634.02   3286309.53   6398943.55 
1970-1979      9      3115531.47   3287974.33   6403505.80 
1970-1979     10      3117839.59   3287566.94   6405406.53 
1970-1979     11      3123303.93   3290888.87   6414192.80 
1970-1979     12      3126377.73   3291601.78   6417979.51 
1970-1979     13      3131719.60   3293916.78   6425636.38 
1970-1979     14      3137069.96   3296232.36   6433302.32 
1970-1979     15      3144297.65   3300388.55   6444686.20 
1970-1979     16      3151164.15   3310523.64   6461687.79 
1970-1979     17      3162186.71   3307042.35   6469229.06 
1970-1979     18      3163210.22   3275944.55   6439154.77 
1970-1979     19      3201694.86   3233368.56   6435063.43 
1970-1979     20      3208046.40   3294601.62   6502648.02 
1970-1979     21      3233681.68   3295550.61   6529232.29 
1970-1979     22      3270933.81   3307715.93   6578649.74 
1970-1979     23      3318550.80   3329045.07   6647595.87 
1970-1979     24      3364160.00   3358027.40   6722187.40 
1970-1979     25      3408767.42   3399788.66   6808556.08 
1970-1979     26      3452385.11   3441557.49   6893942.61 
1970-1979     27      3491902.70   3485044.92   6976947.62 
1970-1979     28      3527961.46   3530994.41   7058955.87 
1970-1979     29      3556889.58   3573512.73   7130402.31 
1970-1979     30               .            .            . 
1970-1979     31               .            .            . 
1970-1979     32               .            .            . 
1970-1979     33               .            .            . 
1970-1979     34               .            .            . 
1970-1979     35               .            .            . 
1970-1979     36               .            .            . 
1970-1979     37               .            .            . 
1970-1979     38               .            .            . 
1970-1979     39               .            .            . 
1970-1979     40               .            .            . 
1970-1979     41               .            .            . 
1970-1979     42               .            .            . 
1970-1979     43               .            .            . 
1970-1979     44               .            .            . 
1970-1979     45               .            .            . 
1970-1979     46               .            .            . 
1970-1979     47               .            .            . 
1970-1979     48               .            .            . 
1970-1979     49               .            .            . 
1970-1979     50               .            .            . 
1970-1979     51               .            .            . 
1970-1979     52               .            .            . 
1970-1979     53               .            .            . 
1970-1979     54               .            .            . 
1970-1979     55               .            .            . 
1970-1979     56               .            .            . 
1970-1979     57               .            .            . 
1970-1979     58               .            .            . 
1970-1979     59               .            .            . 
1970-1979     60               .            .            . 
1970-1979     61               .            .            . 
1970-1979     62               .            .            . 
1970-1979     63               .            .            . 
1970-1979     64               .            .            . 
1970-1979     65               .            .            . 
1970-1979     66               .            .            . 
1970-1979     67               .            .            . 
1970-1979     68               .            .            . 
1970-1979     69               .            .            . 
1970-1979     70               .            .            . 
1970-1979     71               .            .            . 
1970-1979     72               .            .            . 
1970-1979     73               .            .            . 
1970-1979     74               .            .            . 
1970-1979     75               .            .            . 
1970-1979     76               .            .            . 
1970-1979     77               .            .            . 
1970-1979     78               .            .            . 
1970-1979     79               .            .            . 
1970-1979     80               .            .            . 
1970-1979     81               .            .            . 
1970-1979     82               .            .            . 
1970-1979     83               .            .            . 
1970-1979     84               .            .            . 
1970-1979     85               .            .            . 
1970-1979     86               .            .            . 
1970-1979     87               .            .            . 
1970-1979     88               .            .            . 
1970-1979     89               .            .            . 
1970-1979     90               .            .            . 
1970-1979     91               .            .            . 
1970-1979     92               .            .            . 
1970-1979     93               .            .            . 
1970-1979     94               .            .            . 
1970-1979     95               .            .            . 
1970-1979     96               .            .            . 
1970-1979     97               .            .            . 
1970-1979     98               .            .            . 
1970-1979     99               .            .            . 
1970-1979    100               .            .            . 
1970-1979    101               .            .            . 
1970-1979    102               .            .            . 
1970-1979    103               .            .            . 
1970-1979    104               .            .            . 
1970-1979    105               .            .            . 
1970-1979    106               .            .            . 
1970-1979    107               .            .            . 
1970-1979    108               .            .            . 
1970-1979    109               .            .            . 
1970-1979    110+              .            .            . 
