Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 25/09/2014
Code Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
PRT  1949    50     2.129     0.945     0.679     0.269     0.117     0.119
PRT  1949    51     2.129     0.945     0.679     0.269     0.117     0.119
PRT  1949    52     2.129     0.945     0.679     0.269     0.117     0.119
PRT  1949    53     2.129     0.945     0.679     0.269     0.117     0.119
PRT  1949    54     2.129     0.945     0.679     0.269     0.117     0.119
PRT  1949    55     2.129     0.945     0.679     0.269     0.117     0.119
PRT  1950    12     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1950    13     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1950    14     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1950    15     0.001     0.001     0.000     0.000     0.000     0.000
PRT  1950    16     0.003     0.003     0.000     0.000     0.000     0.000
PRT  1950    17     0.013     0.012     0.001     0.000     0.000     0.000
PRT  1950    18     0.037     0.034     0.003     0.000     0.000     0.000
PRT  1950    19     0.083     0.074     0.009     0.001     0.000     0.000
PRT  1950    20     0.154     0.130     0.021     0.003     0.000     0.000
PRT  1950    21     0.252     0.203     0.041     0.007     0.001     0.000
PRT  1950    22     0.376     0.288     0.071     0.014     0.003     0.001
PRT  1950    23     0.521     0.380     0.109     0.025     0.006     0.002
PRT  1950    24     0.682     0.475     0.155     0.039     0.010     0.003
PRT  1950    25     0.858     0.568     0.210     0.057     0.016     0.007
PRT  1950    26     1.037     0.658     0.268     0.077     0.024     0.011
PRT  1950    27     1.204     0.732     0.326     0.097     0.032     0.017
PRT  1950    28     1.347     0.785     0.383     0.115     0.041     0.023
PRT  1950    29     1.472     0.822     0.436     0.134     0.049     0.030
PRT  1950    30     1.581     0.851     0.486     0.151     0.056     0.037
PRT  1950    31     1.680     0.874     0.529     0.168     0.064     0.045
PRT  1950    32     1.765     0.891     0.566     0.185     0.071     0.053
PRT  1950    33     1.835     0.903     0.595     0.200     0.077     0.060
PRT  1950    34     1.892     0.912     0.617     0.212     0.082     0.068
PRT  1950    35     1.938     0.919     0.633     0.223     0.088     0.075
PRT  1950    36     1.976     0.925     0.645     0.232     0.092     0.081
PRT  1950    37     2.007     0.930     0.655     0.238     0.097     0.087
PRT  1950    38     2.031     0.934     0.661     0.244     0.100     0.092
PRT  1950    39     2.049     0.937     0.666     0.247     0.102     0.097
PRT  1950    40     2.063     0.939     0.669     0.251     0.104     0.100
PRT  1950    41     2.074     0.941     0.672     0.253     0.105     0.103
PRT  1950    42     2.082     0.942     0.673     0.255     0.107     0.105
PRT  1950    43     2.086     0.943     0.674     0.256     0.107     0.106
PRT  1950    44     2.089     0.943     0.675     0.256     0.108     0.107
PRT  1950    45     2.091     0.944     0.675     0.257     0.108     0.108
PRT  1950    46     2.092     0.944     0.675     0.257     0.108     0.108
PRT  1950    47     2.093     0.944     0.676     0.257     0.108     0.108
PRT  1950    48     2.093     0.944     0.676     0.257     0.108     0.108
PRT  1950    49     2.093     0.944     0.676     0.257     0.108     0.108
PRT  1950    50     2.093     0.944     0.676     0.257     0.108     0.108
PRT  1950    51     2.093     0.944     0.676     0.257     0.108     0.108
PRT  1950    52     2.093     0.944     0.676     0.257     0.108     0.108
PRT  1950    53     2.093     0.944     0.676     0.257     0.108     0.108
PRT  1950    54     2.093     0.944     0.676     0.257     0.108     0.108
PRT  1950    55     2.093     0.944     0.676     0.257     0.108     0.108
PRT  1951    12     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1951    13     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1951    14     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1951    15     0.001     0.001     0.000     0.000     0.000     0.000
PRT  1951    16     0.004     0.003     0.000     0.000     0.000     0.000
PRT  1951    17     0.014     0.013     0.001     0.000     0.000     0.000
PRT  1951    18     0.039     0.035     0.003     0.000     0.000     0.000
PRT  1951    19     0.084     0.074     0.009     0.001     0.000     0.000
PRT  1951    20     0.154     0.131     0.021     0.003     0.000     0.000
PRT  1951    21     0.253     0.204     0.040     0.007     0.001     0.000
PRT  1951    22     0.376     0.290     0.069     0.014     0.003     0.001
PRT  1951    23     0.521     0.383     0.107     0.024     0.005     0.002
PRT  1951    24     0.687     0.481     0.155     0.038     0.010     0.003
PRT  1951    25     0.874     0.584     0.212     0.056     0.016     0.006
PRT  1951    26     1.052     0.676     0.270     0.073     0.023     0.010
PRT  1951    27     1.209     0.744     0.328     0.092     0.030     0.015
PRT  1951    28     1.346     0.791     0.386     0.111     0.038     0.021
PRT  1951    29     1.467     0.826     0.440     0.129     0.045     0.027
PRT  1951    30     1.574     0.853     0.490     0.146     0.052     0.033
PRT  1951    31     1.672     0.873     0.534     0.164     0.060     0.040
PRT  1951    32     1.752     0.887     0.570     0.180     0.067     0.048
PRT  1951    33     1.817     0.898     0.597     0.195     0.073     0.055
PRT  1951    34     1.873     0.906     0.618     0.207     0.079     0.063
PRT  1951    35     1.918     0.914     0.634     0.217     0.084     0.070
PRT  1951    36     1.955     0.919     0.646     0.224     0.088     0.076
PRT  1951    37     1.985     0.924     0.656     0.232     0.092     0.082
PRT  1951    38     2.010     0.928     0.663     0.237     0.096     0.086
PRT  1951    39     2.029     0.931     0.668     0.241     0.098     0.090
PRT  1951    40     2.042     0.933     0.672     0.244     0.100     0.093
PRT  1951    41     2.053     0.935     0.674     0.247     0.101     0.096
PRT  1951    42     2.060     0.936     0.676     0.249     0.102     0.098
PRT  1951    43     2.065     0.937     0.677     0.250     0.103     0.099
PRT  1951    44     2.067     0.937     0.677     0.250     0.104     0.099
PRT  1951    45     2.069     0.937     0.677     0.251     0.104     0.100
PRT  1951    46     2.070     0.937     0.677     0.251     0.104     0.100
PRT  1951    47     2.070     0.938     0.677     0.251     0.104     0.100
PRT  1951    48     2.070     0.938     0.678     0.251     0.104     0.100
