Census-based period fertility tables, birth orders 1 to 5+
Last modified: 25/09/2014
Code Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
SWE  2000    30   0.38989   0.12514   0.11777    5039    593    4742   4961   0.22175   0.21306   0.19255   2349    516    2420   2612   0.29349   0.05796   0.05632   2101    131    2268    511   0.07530   0.05947   0.05775    425     28     472     86   0.01956   0.10291   0.09787     86     10      98     22
SWE  2000    31   0.33019   0.12279   0.11569    4445    514    4188   5555   0.21784   0.20374   0.18490   2427    501    2460   3128   0.33173   0.05218   0.05085   2485    138    2647    642   0.09429   0.05375   0.05234    529     31     578    114   0.02596   0.08497   0.08151    114     11     128     32
SWE  2000    32   0.28088   0.11661   0.11018    3931    433    3714   6069   0.20600   0.19581   0.17835   2440    478    2439   3629   0.36618   0.04969   0.04849   2848    149    2997    780   0.11487   0.04885   0.04768    636     34     689    145   0.03207   0.07750   0.07461    145     12     160     43
SWE  2000    33   0.24309   0.10612   0.10077    3498    352    3322   6502   0.19061   0.19490   0.17759   2396    460    2359   4106   0.39258   0.04961   0.04841   3177    164    3313    929   0.13460   0.04092   0.04010    751     33     813    178   0.03912   0.07040   0.06801    178     14     194     56
SWE  2000    34   0.21529   0.09035   0.08645    3145    272    3009   6855   0.17715   0.16567   0.15299   2288    373    2249   4566   0.40640   0.04410   0.04315   3473    158    3573   1094   0.15309   0.03681   0.03614    882     35     941    212   0.04808   0.05780   0.05618    212     13     228     69
SWE  2000    35   0.19347   0.08284   0.07954    2874    229    2759   7126   0.16649   0.14557   0.13569   2188    313    2154   4939   0.41276   0.03956   0.03879   3688    149    3765   1251   0.17046   0.03019   0.02974   1005     32    1061    246   0.05682   0.05099   0.04973    246     13     261     82
SWE  2000    36   0.17808   0.07024   0.06786    2645    179    2555   7355   0.15617   0.11169   0.10578   2103    232    2081   5252   0.41489   0.03267   0.03214   3852    127    3901   1400   0.18506   0.02734   0.02698   1122     32    1168    278   0.06579   0.04014   0.03935    278     12     294     96
SWE  2000    37   0.16765   0.05329   0.05190    2465    128    2401   7535   0.14746   0.09809   0.09350   2050    198    2018   5485   0.41203   0.02555   0.02522   3957    102    4003   1528   0.19747   0.02190   0.02166   1217     27    1254    310   0.07539   0.04157   0.04073    310     13     324    108
SWE  2000    38   0.16097   0.04162   0.04077    2337     95    2290   7663   0.14249   0.07029   0.06790   1980    138    1960   5683   0.40987   0.02085   0.02064   4053     85    4078   1630   0.20459   0.01891   0.01873   1292     25    1322    338   0.08209   0.03955   0.03878    338     14     350    121
SWE  2000    39   0.15373   0.03072   0.03026    2242     68    2208   7758   0.13879   0.05206   0.05074   1937    100    1922   5820   0.40605   0.01571   0.01559   4106     65    4123   1715   0.21312   0.01331   0.01323   1352     18    1375    363   0.08831   0.02754   0.02717    363     10     372    135
SWE  2000    40   0.14792   0.02135   0.02113    2174     46    2151   7826   0.13773   0.03523   0.03462   1905     67    1895   5921   0.40043   0.01062   0.01056   4141     44    4152   1780   0.22129   0.00877   0.00873   1399     12    1414    381   0.09263   0.02381   0.02353    381      9     387    145
SWE  2000    41   0.14491   0.01355   0.01346    2128     29    2114   7872   0.13921   0.02116   0.02094   1884     40    1879   5987   0.39823   0.00559   0.00558   4164     23    4172   1824   0.22416   0.00516   0.00515   1430      7    1438    393   0.09348   0.01838   0.01822    393      7     397    154
SWE  2000    42   0.14222   0.00902   0.00898    2100     19    2090   7900   0.13969   0.01204   0.01197   1873     23    1871   6027   0.39872   0.00400   0.00399   4180     17    4183   1847   0.22509   0.00300   0.00300   1446      4    1452    401   0.09428   0.01177   0.01170    401      5     403    162
SWE  2000    43   0.14201   0.00484   0.00483    2081     10    2076   7919   0.14256   0.00651   0.00649   1870     12    1868   6050   0.39794   0.00277   0.00276   4186     12    4186   1864   0.22244   0.00309   0.00309   1459      5    1462    405   0.09505   0.00868   0.00864    405      4     408    166
SWE  2000    44   0.14138   0.00220   0.00220    2071      5    2069   7929   0.14628   0.00319   0.00318   1867      6    1867   6062   0.39847   0.00100   0.00100   4186      4    4187   1875   0.22008   0.00102   0.00102   1466      1    1467    410   0.09379   0.00516   0.00514    410      2     411    170
SWE  2000    45   0.14046   0.00125   0.00125    2066      3    2065   7934   0.14819   0.00118   0.00118   1866      2    1866   6068   0.40198   0.00039   0.00039   4188      2    4188   1880   0.21845   0.00080   0.00080   1468      1    1468    411   0.09092   0.00251   0.00250    411      1     412    172
SWE  2000    46   0.13753   0.00088   0.00088    2064      2    2063   7936   0.15133   0.00046   0.00046   1866      1    1867   6070   0.40664   0.00021   0.00021   4189      1    4189   1881   0.21530   0.00040   0.00040   1469      1    1469    412   0.08920   0.00136   0.00136    412      1     413    173
SWE  2000    47   0.13398   0.00038   0.00038    2062      1    2061   7938   0.15621   0.00011   0.00011   1867      0    1868   6071   0.41174   0.00000   0.00000   4189      0    4189   1882   0.21207   0.00008   0.00008   1469      0    1469    413   0.08600   0.00060   0.00060    413      0     413    174
SWE  2000    48   0.13291   0.00013   0.00013    2061      0    2061   7939   0.15951   0.00000   0.00000   1868      0    1868   6071   0.41675   0.00008   0.00008   4189      0    4189   1882   0.21014   0.00017   0.00017   1469      0    1469    413   0.08068   0.00043   0.00043    413      0     413    174
SWE  2000    49   0.12935   0.00013   0.00013    2061      0    2061   7939   0.16071   0.00011   0.00011   1868      0    1868   6071   0.42195   0.00004   0.00004   4189      0    4189   1882   0.20868   0.00000   0.00000   1469      0    1469    413   0.07930   0.00022   0.00022    413      0     413    174
SWE  2000    50   0.12496   0.00000   0.00000    2061      0    2061   7939   0.16174   0.00010   0.00010   1868      0    1868   6071   0.42755   0.00004   0.00004   4189      0    4189   1883   0.20865   0.00000   0.00000   1469      0    1469    413   0.07710   0.00021   0.00021    413      0     413    174
SWE  2000    51   0.12277   0.00000   0.00000    2061      0    2061   7939   0.16253   0.00000   0.00000   1868      0    1868   6071   0.43340   0.00000   0.00000   4189      0    4189   1883   0.20715   0.00000   0.00000   1469      0    1469    413   0.07415   0.00000   0.00000    413      0     413    174
SWE  2000    52   0.12075   0.00000   0.00000    2061      0    2061   7939   0.16453   0.00000   0.00000   1868      0    1868   6071   0.43642   0.00000   0.00000   4189      0    4189   1883   0.20480   0.00000   0.00000   1469      0    1469    413   0.07350   0.00000   0.00000    413      0     413    174
SWE  2000    53   0.11930   0.00000   0.00000    2061      0    2061   7939   0.16485   0.00000   0.00000   1868      0    1868   6071   0.43999   0.00000   0.00000   4189      0    4189   1883   0.20321   0.00000   0.00000   1469      0    1469    413   0.07265   0.00000   0.00000    413      0     413    174
SWE  2000    54   0.12012   0.00000   0.00000    2061      0    2061   7939   0.16522   0.00009   0.00009   1868      0    1868   6071   0.44323   0.00000   0.00000   4189      0    4189   1883   0.19968   0.00000   0.00000   1469      0    1469    413   0.07175   0.00000   0.00000    413      0     413    174
SWE  2000    55+  0.12058   0.00000   0.00000    2061      0    2061   7939   0.16555   0.00000   0.00000   1868      0    1868   6072   0.44351   0.00000   0.00000   4189      0    4189   1883   0.19813   0.00000   0.00000   1469      0    1469    413   0.07222   0.00000   0.00000    413      0     413    174
SWE  2001    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  2001    13   0.99999   0.00000   0.00000   10000      0   10000      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  2001    14   0.99987   0.00015   0.00015   10000      1    9999      0   0.00013   0.00000   0.00000      0      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  2001    15   0.99938   0.00067   0.00067    9999      7    9995      1   0.00060   0.00000   0.00000      1      0       5      0   0.00002         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  2001    16   0.99818   0.00194   0.00194    9992     19    9982      8   0.00177   0.07830   0.07535      8      1      18      0   0.00005         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  2001    17   0.99461   0.00447   0.00446    9972     44    9950     28   0.00521   0.01572   0.01559     26      1      48      1   0.00017   0.00000   0.00000      1      0       2      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  2001    18   0.98741   0.00837   0.00834    9928     83    9887     72   0.01188   0.05884   0.05715     70      6     109      2   0.00067   0.06146   0.05962      2      0       4      0   0.00004         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  2001    19   0.97517   0.01664   0.01650    9845    162    9764    155   0.02278   0.07309   0.07051    146     16     222      9   0.00191   0.06372   0.06175      8      1      13      0   0.00012   0.00000   0.00000      0      0       1      0   0.00002         .         .      0      0       0      0
SWE  2001    20   0.95518   0.02299   0.02273    9683    220    9573    317   0.03989   0.10414   0.09898    292     40     388     25   0.00451   0.06607   0.06395     24      2      37      1   0.00038   0.00000   0.00000      1      0       2      0   0.00004         .         .      0      0       0      0
SWE  2001    21   0.92855   0.03052   0.03006    9463    284    9320    537   0.06071   0.11837   0.11176    472     70     588     65   0.00980   0.06976   0.06741     62      6      86      4   0.00086   0.06795   0.06572      4      0       6      0   0.00007         .         .      0      0       0      0
SWE  2001    22   0.89761   0.03608   0.03544    9178    325    9016    822   0.08185   0.14928   0.13891    687    120     802    135   0.01850   0.05709   0.05550    125     10     169     10   0.00185   0.05380   0.05239      9      1      12      0   0.00019   0.10476   0.09954      0      0       1      0
