Cumulative period fertility rates (vertical parallelograms)
Last modified: 25/09/2014
Code Year  ARDY  Cohort     CPFR
GBR_NP  1991   45    1946     1.815
GBR_NP  1991   46    1945     1.816
GBR_NP  1991   47    1944     1.817
GBR_NP  1991   48    1943     1.817
GBR_NP  1991   49    1942     1.817
GBR_NP  1991   50    1941     1.817
GBR_NP  1991   51    1940     1.817
GBR_NP  1991   52    1939     1.817
GBR_NP  1991   53    1938     1.817
GBR_NP  1991   54    1937     1.817
GBR_NP  1991   55    1936     1.817
GBR_NP  1992   12    1980     0.000
GBR_NP  1992   13    1979     0.000
GBR_NP  1992   14    1978     0.000
GBR_NP  1992   15    1977     0.000
GBR_NP  1992   16    1976     0.002
GBR_NP  1992   17    1975     0.010
GBR_NP  1992   18    1974     0.032
GBR_NP  1992   19    1973     0.070
GBR_NP  1992   20    1972     0.122
GBR_NP  1992   21    1971     0.186
GBR_NP  1992   22    1970     0.258
GBR_NP  1992   23    1969     0.338
GBR_NP  1992   24    1968     0.427
GBR_NP  1992   25    1967     0.526
GBR_NP  1992   26    1966     0.634
GBR_NP  1992   27    1965     0.749
GBR_NP  1992   28    1964     0.869
GBR_NP  1992   29    1963     0.991
GBR_NP  1992   30    1962     1.111
GBR_NP  1992   31    1961     1.224
GBR_NP  1992   32    1960     1.329
GBR_NP  1992   33    1959     1.423
GBR_NP  1992   34    1958     1.503
GBR_NP  1992   35    1957     1.571
GBR_NP  1992   36    1956     1.628
GBR_NP  1992   37    1955     1.674
GBR_NP  1992   38    1954     1.709
GBR_NP  1992   39    1953     1.737
GBR_NP  1992   40    1952     1.757
GBR_NP  1992   41    1951     1.771
GBR_NP  1992   42    1950     1.781
GBR_NP  1992   43    1949     1.787
GBR_NP  1992   44    1948     1.791
GBR_NP  1992   45    1947     1.793
GBR_NP  1992   46    1946     1.793
GBR_NP  1992   47    1945     1.794
GBR_NP  1992   48    1944     1.794
GBR_NP  1992   49    1943     1.794
GBR_NP  1992   50    1942     1.794
GBR_NP  1992   51    1941     1.794
GBR_NP  1992   52    1940     1.794
GBR_NP  1992   53    1939     1.794
GBR_NP  1992   54    1938     1.794
GBR_NP  1992   55    1937     1.794
GBR_NP  1993   12    1981     0.000
GBR_NP  1993   13    1980     0.000
GBR_NP  1993   14    1979     0.000
GBR_NP  1993   15    1978     0.000
GBR_NP  1993   16    1977     0.002
GBR_NP  1993   17    1976     0.011
GBR_NP  1993   18    1975     0.032
GBR_NP  1993   19    1974     0.070
GBR_NP  1993   20    1973     0.121
GBR_NP  1993   21    1972     0.181
GBR_NP  1993   22    1971     0.250
GBR_NP  1993   23    1970     0.326
GBR_NP  1993   24    1969     0.412
GBR_NP  1993   25    1968     0.506
GBR_NP  1993   26    1967     0.609
GBR_NP  1993   27    1966     0.719
GBR_NP  1993   28    1965     0.835
GBR_NP  1993   29    1964     0.953
GBR_NP  1993   30    1963     1.071
GBR_NP  1993   31    1962     1.184
GBR_NP  1993   32    1961     1.288
GBR_NP  1993   33    1960     1.381
GBR_NP  1993   34    1959     1.462
GBR_NP  1993   35    1958     1.530
GBR_NP  1993   36    1957     1.587
GBR_NP  1993   37    1956     1.634
GBR_NP  1993   38    1955     1.671
GBR_NP  1993   39    1954     1.698
GBR_NP  1993   40    1953     1.719
GBR_NP  1993   41    1952     1.734
GBR_NP  1993   42    1951     1.744
GBR_NP  1993   43    1950     1.750
GBR_NP  1993   44    1949     1.754
GBR_NP  1993   45    1948     1.756
GBR_NP  1993   46    1947     1.757
GBR_NP  1993   47    1946     1.757
GBR_NP  1993   48    1945     1.757
GBR_NP  1993   49    1944     1.757
GBR_NP  1993   50    1943     1.758
GBR_NP  1993   51    1942     1.758
GBR_NP  1993   52    1941     1.758
GBR_NP  1993   53    1940     1.758
GBR_NP  1993   54    1939     1.758
GBR_NP  1993   55    1938     1.758
GBR_NP  1994   12    1982     0.000
GBR_NP  1994   13    1981     0.000
GBR_NP  1994   14    1980     0.000
GBR_NP  1994   15    1979     0.000
GBR_NP  1994   16    1978     0.002
GBR_NP  1994   17    1977     0.010
GBR_NP  1994   18    1976     0.030
GBR_NP  1994   19    1975     0.066
GBR_NP  1994   20    1974     0.115
GBR_NP  1994   21    1973     0.174
GBR_NP  1994   22    1972     0.240
GBR_NP  1994   23    1971     0.312
GBR_NP  1994   24    1970     0.393
GBR_NP  1994   25    1969     0.482
GBR_NP  1994   26    1968     0.581
GBR_NP  1994   27    1967     0.688
GBR_NP  1994   28    1966     0.801
GBR_NP  1994   29    1965     0.917
GBR_NP  1994   30    1964     1.034
GBR_NP  1994   31    1963     1.148
GBR_NP  1994   32    1962     1.254
GBR_NP  1994   33    1961     1.349
GBR_NP  1994   34    1960     1.431
GBR_NP  1994   35    1959     1.502
GBR_NP  1994   36    1958     1.562
GBR_NP  1994   37    1957     1.610
GBR_NP  1994   38    1956     1.649
GBR_NP  1994   39    1955     1.678
GBR_NP  1994   40    1954     1.699
GBR_NP  1994   41    1953     1.715
GBR_NP  1994   42    1952     1.725
GBR_NP  1994   43    1951     1.731
GBR_NP  1994   44    1950     1.735
GBR_NP  1994   45    1949     1.738
GBR_NP  1994   46    1948     1.739
GBR_NP  1994   47    1947     1.739
GBR_NP  1994   48    1946     1.739
GBR_NP  1994   49    1945     1.739
GBR_NP  1994   50    1944     1.739
GBR_NP  1994   51    1943     1.739
GBR_NP  1994   52    1942     1.739
GBR_NP  1994   53    1941     1.739
GBR_NP  1994   54    1940     1.740
GBR_NP  1994   55    1939     1.740
GBR_NP  1995   12    1983     0.000
GBR_NP  1995   13    1982     0.000
GBR_NP  1995   14    1981     0.000
GBR_NP  1995   15    1980     0.000
GBR_NP  1995   16    1979     0.002
GBR_NP  1995   17    1978     0.010
GBR_NP  1995   18    1977     0.031
GBR_NP  1995   19    1976     0.067
GBR_NP  1995   20    1975     0.116
GBR_NP  1995   21    1974     0.175
GBR_NP  1995   22    1973     0.240
GBR_NP  1995   23    1972     0.311
GBR_NP  1995   24    1971     0.388
GBR_NP  1995   25    1970     0.473
GBR_NP  1995   26    1969     0.567
GBR_NP  1995   27    1968     0.670
GBR_NP  1995   28    1967     0.779
GBR_NP  1995   29    1966     0.891
GBR_NP  1995   30    1965     1.003
GBR_NP  1995   31    1964     1.115
GBR_NP  1995   32    1963     1.219
GBR_NP  1995   33    1962     1.313
GBR_NP  1995   34    1961     1.396
GBR_NP  1995   35    1960     1.466
GBR_NP  1995   36    1959     1.527
GBR_NP  1995   37    1958     1.576
GBR_NP  1995   38    1957     1.614
GBR_NP  1995   39    1956     1.644
GBR_NP  1995   40    1955     1.667
GBR_NP  1995   41    1954     1.683
GBR_NP  1995   42    1953     1.694
GBR_NP  1995   43    1952     1.700
GBR_NP  1995   44    1951     1.704
GBR_NP  1995   45    1950     1.707
GBR_NP  1995   46    1949     1.708
GBR_NP  1995   47    1948     1.708
GBR_NP  1995   48    1947     1.708
GBR_NP  1995   49    1946     1.708
GBR_NP  1995   50    1945     1.709
GBR_NP  1995   51    1944     1.709
GBR_NP  1995   52    1943     1.709
GBR_NP  1995   53    1942     1.709
GBR_NP  1995   54    1941     1.709
GBR_NP  1995   55    1940     1.709
GBR_NP  1996   12    1984     0.000
GBR_NP  1996   13    1983     0.000
GBR_NP  1996   14    1982     0.000
GBR_NP  1996   15    1981     0.000
GBR_NP  1996   16    1980     0.003
GBR_NP  1996   17    1979     0.011
GBR_NP  1996   18    1978     0.034
GBR_NP  1996   19    1977     0.072
GBR_NP  1996   20    1976     0.123
GBR_NP  1996   21    1975     0.185
GBR_NP  1996   22    1974     0.252
GBR_NP  1996   23    1973     0.324
GBR_NP  1996   24    1972     0.401
GBR_NP  1996   25    1971     0.485
GBR_NP  1996   26    1970     0.577
GBR_NP  1996   27    1969     0.677
GBR_NP  1996   28    1968     0.784
GBR_NP  1996   29    1967     0.895
GBR_NP  1996   30    1966     1.006
GBR_NP  1996   31    1965     1.116
GBR_NP  1996   32    1964     1.221
GBR_NP  1996   33    1963     1.318
GBR_NP  1996   34    1962     1.403
GBR_NP  1996   35    1961     1.476
GBR_NP  1996   36    1960     1.537
GBR_NP  1996   37    1959     1.588
GBR_NP  1996   38    1958     1.629
GBR_NP  1996   39    1957     1.659
GBR_NP  1996   40    1956     1.683
GBR_NP  1996   41    1955     1.699
GBR_NP  1996   42    1954     1.711
GBR_NP  1996   43    1953     1.718
GBR_NP  1996   44    1952     1.722
GBR_NP  1996   45    1951     1.725
GBR_NP  1996   46    1950     1.726
GBR_NP  1996   47    1949     1.726
GBR_NP  1996   48    1948     1.727
GBR_NP  1996   49    1947     1.727
GBR_NP  1996   50    1946     1.727
GBR_NP  1996   51    1945     1.727
GBR_NP  1996   52    1944     1.727
GBR_NP  1996   53    1943     1.727
GBR_NP  1996   54    1942     1.727
GBR_NP  1996   55    1941     1.727
GBR_NP  1997   12    1985     0.000
GBR_NP  1997   13    1984     0.000
GBR_NP  1997   14    1983     0.000
GBR_NP  1997   15    1982     0.000
GBR_NP  1997   16    1981     0.003
GBR_NP  1997   17    1980     0.011
GBR_NP  1997   18    1979     0.034
GBR_NP  1997   19    1978     0.073
GBR_NP  1997   20    1977     0.125
GBR_NP  1997   21    1976     0.186
GBR_NP  1997   22    1975     0.253
GBR_NP  1997   23    1974     0.324
GBR_NP  1997   24    1973     0.400
GBR_NP  1997   25    1972     0.482
GBR_NP  1997   26    1971     0.571
GBR_NP  1997   27    1970     0.668
GBR_NP  1997   28    1969     0.771
GBR_NP  1997   29    1968     0.880
GBR_NP  1997   30    1967     0.991
GBR_NP  1997   31    1966     1.100
GBR_NP  1997   32    1965     1.204
GBR_NP  1997   33    1964     1.300
GBR_NP  1997   34    1963     1.387
GBR_NP  1997   35    1962     1.462
GBR_NP  1997   36    1961     1.526
GBR_NP  1997   37    1960     1.579
GBR_NP  1997   38    1959     1.621
GBR_NP  1997   39    1958     1.654
GBR_NP  1997   40    1957     1.678
GBR_NP  1997   41    1956     1.696
GBR_NP  1997   42    1955     1.707
GBR_NP  1997   43    1954     1.715
GBR_NP  1997   44    1953     1.720
GBR_NP  1997   45    1952     1.722
GBR_NP  1997   46    1951     1.723
GBR_NP  1997   47    1950     1.724
GBR_NP  1997   48    1949     1.724
GBR_NP  1997   49    1948     1.724
GBR_NP  1997   50    1947     1.724
GBR_NP  1997   51    1946     1.724
GBR_NP  1997   52    1945     1.724
GBR_NP  1997   53    1944     1.725
GBR_NP  1997   54    1943     1.725
GBR_NP  1997   55    1942     1.725
GBR_NP  1998   12    1986     0.000
GBR_NP  1998   13    1985     0.000
GBR_NP  1998   14    1984     0.000
GBR_NP  1998   15    1983     0.000
GBR_NP  1998   16    1982     0.002
GBR_NP  1998   17    1981     0.011
GBR_NP  1998   18    1980     0.033
GBR_NP  1998   19    1979     0.073
GBR_NP  1998   20    1978     0.125
GBR_NP  1998   21    1977     0.186
GBR_NP  1998   22    1976     0.252
GBR_NP  1998   23    1975     0.322
GBR_NP  1998   24    1974     0.398
GBR_NP  1998   25    1973     0.478
GBR_NP  1998   26    1972     0.564
GBR_NP  1998   27    1971     0.658
GBR_NP  1998   28    1970     0.758
GBR_NP  1998   29    1969     0.864
GBR_NP  1998   30    1968     0.972
GBR_NP  1998   31    1967     1.081
GBR_NP  1998   32    1966     1.185
GBR_NP  1998   33    1965     1.281
GBR_NP  1998   34    1964     1.368
GBR_NP  1998   35    1963     1.444
GBR_NP  1998   36    1962     1.510
GBR_NP  1998   37    1961     1.564
GBR_NP  1998   38    1960     1.607
GBR_NP  1998   39    1959     1.641
GBR_NP  1998   40    1958     1.666
GBR_NP  1998   41    1957     1.684
GBR_NP  1998   42    1956     1.696
GBR_NP  1998   43    1955     1.704
GBR_NP  1998   44    1954     1.709
GBR_NP  1998   45    1953     1.711
GBR_NP  1998   46    1952     1.712
GBR_NP  1998   47    1951     1.713
GBR_NP  1998   48    1950     1.713
GBR_NP  1998   49    1949     1.713
GBR_NP  1998   50    1948     1.714
GBR_NP  1998   51    1947     1.714
GBR_NP  1998   52    1946     1.714
GBR_NP  1998   53    1945     1.714
GBR_NP  1998   54    1944     1.714
GBR_NP  1998   55    1943     1.714
GBR_NP  1999   12    1987     0.000
GBR_NP  1999   13    1986     0.000
GBR_NP  1999   14    1985     0.000
GBR_NP  1999   15    1984     0.000
GBR_NP  1999   16    1983     0.002
GBR_NP  1999   17    1982     0.010
GBR_NP  1999   18    1981     0.032
GBR_NP  1999   19    1980     0.071
GBR_NP  1999   20    1979     0.124
GBR_NP  1999   21    1978     0.185
GBR_NP  1999   22    1977     0.251
GBR_NP  1999   23    1976     0.320
GBR_NP  1999   24    1975     0.393
GBR_NP  1999   25    1974     0.471
GBR_NP  1999   26    1973     0.555
GBR_NP  1999   27    1972     0.645
GBR_NP  1999   28    1971     0.741
GBR_NP  1999   29    1970     0.842
GBR_NP  1999   30    1969     0.947
GBR_NP  1999   31    1968     1.053
GBR_NP  1999   32    1967     1.156
GBR_NP  1999   33    1966     1.251
GBR_NP  1999   34    1965     1.336
GBR_NP  1999   35    1964     1.413
GBR_NP  1999   36    1963     1.479
GBR_NP  1999   37    1962     1.533
GBR_NP  1999   38    1961     1.576
GBR_NP  1999   39    1960     1.610
GBR_NP  1999   40    1959     1.635
GBR_NP  1999   41    1958     1.654
GBR_NP  1999   42    1957     1.666
GBR_NP  1999   43    1956     1.674
GBR_NP  1999   44    1955     1.679
GBR_NP  1999   45    1954     1.682
GBR_NP  1999   46    1953     1.683
GBR_NP  1999   47    1952     1.684
GBR_NP  1999   48    1951     1.684
GBR_NP  1999   49    1950     1.684
GBR_NP  1999   50    1949     1.684
GBR_NP  1999   51    1948     1.684
GBR_NP  1999   52    1947     1.684
GBR_NP  1999   53    1946     1.684
GBR_NP  1999   54    1945     1.684
GBR_NP  1999   55    1944     1.684
GBR_NP  2000   12    1988     0.000
GBR_NP  2000   13    1987     0.000
GBR_NP  2000   14    1986     0.000
GBR_NP  2000   15    1985     0.000
GBR_NP  2000   16    1984     0.002
GBR_NP  2000   17    1983     0.010
GBR_NP  2000   18    1982     0.030
GBR_NP  2000   19    1981     0.067
GBR_NP  2000   20    1980     0.118
GBR_NP  2000   21    1979     0.177
GBR_NP  2000   22    1978     0.241
GBR_NP  2000   23    1977     0.307
GBR_NP  2000   24    1976     0.377
GBR_NP  2000   25    1975     0.451
GBR_NP  2000   26    1974     0.532
GBR_NP  2000   27    1973     0.618
GBR_NP  2000   28    1972     0.709
GBR_NP  2000   29    1971     0.805
GBR_NP  2000   30    1970     0.907
GBR_NP  2000   31    1969     1.010
GBR_NP  2000   32    1968     1.110
GBR_NP  2000   33    1967     1.204
GBR_NP  2000   34    1966     1.289
GBR_NP  2000   35    1965     1.364
GBR_NP  2000   36    1964     1.430
GBR_NP  2000   37    1963     1.485
GBR_NP  2000   38    1962     1.530
GBR_NP  2000   39    1961     1.565
GBR_NP  2000   40    1960     1.591
GBR_NP  2000   41    1959     1.610
GBR_NP  2000   42    1958     1.623
GBR_NP  2000   43    1957     1.631
GBR_NP  2000   44    1956     1.636
GBR_NP  2000   45    1955     1.639
GBR_NP  2000   46    1954     1.640
GBR_NP  2000   47    1953     1.641
GBR_NP  2000   48    1952     1.641
GBR_NP  2000   49    1951     1.641
GBR_NP  2000   50    1950     1.641
GBR_NP  2000   51    1949     1.641
GBR_NP  2000   52    1948     1.641
GBR_NP  2000   53    1947     1.641
GBR_NP  2000   54    1946     1.641
GBR_NP  2000   55    1945     1.641
GBR_NP  2001   12    1989     0.000
GBR_NP  2001   13    1988     0.000
GBR_NP  2001   14    1987     0.000
GBR_NP  2001   15    1986     0.000
GBR_NP  2001   16    1985     0.002
GBR_NP  2001   17    1984     0.009
GBR_NP  2001   18    1983     0.028
GBR_NP  2001   19    1982     0.063
GBR_NP  2001   20    1981     0.113
GBR_NP  2001   21    1980     0.172
GBR_NP  2001   22    1979     0.236
GBR_NP  2001   23    1978     0.303
GBR_NP  2001   24    1977     0.372
GBR_NP  2001   25    1976     0.444
GBR_NP  2001   26    1975     0.522
GBR_NP  2001   27    1974     0.606
GBR_NP  2001   28    1973     0.696
GBR_NP  2001   29    1972     0.790
GBR_NP  2001   30    1971     0.888
GBR_NP  2001   31    1970     0.989
GBR_NP  2001   32    1969     1.089
GBR_NP  2001   33    1968     1.184
GBR_NP  2001   34    1967     1.269
GBR_NP  2001   35    1966     1.345
GBR_NP  2001   36    1965     1.411
GBR_NP  2001   37    1964     1.467
GBR_NP  2001   38    1963     1.512
GBR_NP  2001   39    1962     1.547
GBR_NP  2001   40    1961     1.574
GBR_NP  2001   41    1960     1.593
GBR_NP  2001   42    1959     1.607
GBR_NP  2001   43    1958     1.615
GBR_NP  2001   44    1957     1.621
GBR_NP  2001   45    1956     1.623
GBR_NP  2001   46    1955     1.625
GBR_NP  2001   47    1954     1.626
GBR_NP  2001   48    1953     1.626
GBR_NP  2001   49    1952     1.626
GBR_NP  2001   50    1951     1.626
GBR_NP  2001   51    1950     1.626
GBR_NP  2001   52    1949     1.626
GBR_NP  2001   53    1948     1.626
GBR_NP  2001   54    1947     1.626
GBR_NP  2001   55    1946     1.626
GBR_NP  2002   12    1990     0.000
GBR_NP  2002   13    1989     0.000
GBR_NP  2002   14    1988     0.000
GBR_NP  2002   15    1987     0.000
GBR_NP  2002   16    1986     0.002
GBR_NP  2002   17    1985     0.009
GBR_NP  2002   18    1984     0.027
GBR_NP  2002   19    1983     0.061
GBR_NP  2002   20    1982     0.109
GBR_NP  2002   21    1981     0.166
GBR_NP  2002   22    1980     0.229
GBR_NP  2002   23    1979     0.296
GBR_NP  2002   24    1978     0.366
GBR_NP  2002   25    1977     0.437
GBR_NP  2002   26    1976     0.514
GBR_NP  2002   27    1975     0.598
GBR_NP  2002   28    1974     0.686
GBR_NP  2002   29    1973     0.780
GBR_NP  2002   30    1972     0.877
GBR_NP  2002   31    1971     0.978
GBR_NP  2002   32    1970     1.078
GBR_NP  2002   33    1969     1.174
GBR_NP  2002   34    1968     1.262
GBR_NP  2002   35    1967     1.341
GBR_NP  2002   36    1966     1.409
GBR_NP  2002   37    1965     1.467
GBR_NP  2002   38    1964     1.514
GBR_NP  2002   39    1963     1.551
GBR_NP  2002   40    1962     1.578
GBR_NP  2002   41    1961     1.599
GBR_NP  2002   42    1960     1.612
GBR_NP  2002   43    1959     1.621
GBR_NP  2002   44    1958     1.627
GBR_NP  2002   45    1957     1.630
GBR_NP  2002   46    1956     1.631
GBR_NP  2002   47    1955     1.632
GBR_NP  2002   48    1954     1.633
GBR_NP  2002   49    1953     1.633
GBR_NP  2002   50    1952     1.633
GBR_NP  2002   51    1951     1.633
GBR_NP  2002   52    1950     1.633
GBR_NP  2002   53    1949     1.633
GBR_NP  2002   54    1948     1.633
GBR_NP  2002   55    1947     1.633
GBR_NP  2003   12    1991     0.000
GBR_NP  2003   13    1990     0.000
GBR_NP  2003   14    1989     0.000
GBR_NP  2003   15    1988     0.000
GBR_NP  2003   16    1987     0.002
GBR_NP  2003   17    1986     0.008
GBR_NP  2003   18    1985     0.026
GBR_NP  2003   19    1984     0.060
GBR_NP  2003   20    1983     0.108
GBR_NP  2003   21    1982     0.165
GBR_NP  2003   22    1981     0.229
GBR_NP  2003   23    1980     0.297
GBR_NP  2003   24    1979     0.368
GBR_NP  2003   25    1978     0.443
GBR_NP  2003   26    1977     0.522
GBR_NP  2003   27    1976     0.608
GBR_NP  2003   28    1975     0.700
GBR_NP  2003   29    1974     0.798
GBR_NP  2003   30    1973     0.901
GBR_NP  2003   31    1972     1.006
GBR_NP  2003   32    1971     1.110
GBR_NP  2003   33    1970     1.212
GBR_NP  2003   34    1969     1.306
GBR_NP  2003   35    1968     1.390
GBR_NP  2003   36    1967     1.463
GBR_NP  2003   37    1966     1.525
GBR_NP  2003   38    1965     1.575
GBR_NP  2003   39    1964     1.615
GBR_NP  2003   40    1963     1.646
GBR_NP  2003   41    1962     1.668
GBR_NP  2003   42    1961     1.683
GBR_NP  2003   43    1960     1.692
GBR_NP  2003   44    1959     1.698
GBR_NP  2003   45    1958     1.701
GBR_NP  2003   46    1957     1.703
GBR_NP  2003   47    1956     1.703
GBR_NP  2003   48    1955     1.704
GBR_NP  2003   49    1954     1.704
GBR_NP  2003   50    1953     1.704
GBR_NP  2003   51    1952     1.704
GBR_NP  2003   52    1951     1.704
GBR_NP  2003   53    1950     1.704
GBR_NP  2003   54    1949     1.704
GBR_NP  2003   55    1948     1.704
GBR_NP  2004   12    1992     0.000
GBR_NP  2004   13    1991     0.000
GBR_NP  2004   14    1990     0.000
GBR_NP  2004   15    1989     0.000
GBR_NP  2004   16    1988     0.002
GBR_NP  2004   17    1987     0.008
GBR_NP  2004   18    1986     0.026
GBR_NP  2004   19    1985     0.060
GBR_NP  2004   20    1984     0.107
GBR_NP  2004   21    1983     0.164
GBR_NP  2004   22    1982     0.229
GBR_NP  2004   23    1981     0.297
GBR_NP  2004   24    1980     0.370
GBR_NP  2004   25    1979     0.447
GBR_NP  2004   26    1978     0.528
GBR_NP  2004   27    1977     0.615
GBR_NP  2004   28    1976     0.708
GBR_NP  2004   29    1975     0.807
GBR_NP  2004   30    1974     0.912
GBR_NP  2004   31    1973     1.020
GBR_NP  2004   32    1972     1.129
GBR_NP  2004   33    1971     1.234
GBR_NP  2004   34    1970     1.332
GBR_NP  2004   35    1969     1.421
GBR_NP  2004   36    1968     1.499
GBR_NP  2004   37    1967     1.564
GBR_NP  2004   38    1966     1.617
GBR_NP  2004   39    1965     1.659
GBR_NP  2004   40    1964     1.692
GBR_NP  2004   41    1963     1.715
GBR_NP  2004   42    1962     1.731
GBR_NP  2004   43    1961     1.742
GBR_NP  2004   44    1960     1.748
GBR_NP  2004   45    1959     1.751
GBR_NP  2004   46    1958     1.753
GBR_NP  2004   47    1957     1.754
GBR_NP  2004   48    1956     1.754
GBR_NP  2004   49    1955     1.754
GBR_NP  2004   50    1954     1.754
GBR_NP  2004   51    1953     1.754
GBR_NP  2004   52    1952     1.755
GBR_NP  2004   53    1951     1.755
GBR_NP  2004   54    1950     1.755
GBR_NP  2004   55    1949     1.755
GBR_NP  2005   12    1993     0.000
GBR_NP  2005   13    1992     0.000
GBR_NP  2005   14    1991     0.000
GBR_NP  2005   15    1990     0.000
GBR_NP  2005   16    1989     0.002
GBR_NP  2005   17    1988     0.008
GBR_NP  2005   18    1987     0.025
GBR_NP  2005   19    1986     0.058
GBR_NP  2005   20    1985     0.104
GBR_NP  2005   21    1984     0.161
GBR_NP  2005   22    1983     0.224
GBR_NP  2005   23    1982     0.291
GBR_NP  2005   24    1981     0.363
GBR_NP  2005   25    1980     0.439
GBR_NP  2005   26    1979     0.521
GBR_NP  2005   27    1978     0.608
GBR_NP  2005   28    1977     0.701
GBR_NP  2005   29    1976     0.800
GBR_NP  2005   30    1975     0.905
GBR_NP  2005   31    1974     1.014
GBR_NP  2005   32    1973     1.124
GBR_NP  2005   33    1972     1.230
GBR_NP  2005   34    1971     1.329
GBR_NP  2005   35    1970     1.419
GBR_NP  2005   36    1969     1.499
GBR_NP  2005   37    1968     1.567
GBR_NP  2005   38    1967     1.622
GBR_NP  2005   39    1966     1.665
GBR_NP  2005   40    1965     1.698
GBR_NP  2005   41    1964     1.723
GBR_NP  2005   42    1963     1.740
GBR_NP  2005   43    1962     1.750
GBR_NP  2005   44    1961     1.757
GBR_NP  2005   45    1960     1.760
GBR_NP  2005   46    1959     1.762
GBR_NP  2005   47    1958     1.763
GBR_NP  2005   48    1957     1.764
GBR_NP  2005   49    1956     1.764
GBR_NP  2005   50    1955     1.764
GBR_NP  2005   51    1954     1.764
GBR_NP  2005   52    1953     1.764
GBR_NP  2005   53    1952     1.764
GBR_NP  2005   54    1951     1.764
GBR_NP  2005   55    1950     1.764
GBR_NP  2006   12    1994     0.000
GBR_NP  2006   13    1993     0.000
GBR_NP  2006   14    1992     0.000
GBR_NP  2006   15    1991     0.000
GBR_NP  2006   16    1990     0.002
GBR_NP  2006   17    1989     0.008
GBR_NP  2006   18    1988     0.025
GBR_NP  2006   19    1987     0.057
GBR_NP  2006   20    1986     0.104
GBR_NP  2006   21    1985     0.162
GBR_NP  2006   22    1984     0.226
GBR_NP  2006   23    1983     0.295
GBR_NP  2006   24    1982     0.368
GBR_NP  2006   25    1981     0.446
GBR_NP  2006   26    1980     0.530
GBR_NP  2006   27    1979     0.619
GBR_NP  2006   28    1978     0.715
GBR_NP  2006   29    1977     0.816
GBR_NP  2006   30    1976     0.922
GBR_NP  2006   31    1975     1.033
GBR_NP  2006   32    1974     1.146
GBR_NP  2006   33    1973     1.256
GBR_NP  2006   34    1972     1.359
GBR_NP  2006   35    1971     1.453
GBR_NP  2006   36    1970     1.538
GBR_NP  2006   37    1969     1.610
GBR_NP  2006   38    1968     1.669
GBR_NP  2006   39    1967     1.715
GBR_NP  2006   40    1966     1.750
GBR_NP  2006   41    1965     1.776
GBR_NP  2006   42    1964     1.793
GBR_NP  2006   43    1963     1.805
GBR_NP  2006   44    1962     1.811
GBR_NP  2006   45    1961     1.815
GBR_NP  2006   46    1960     1.817
GBR_NP  2006   47    1959     1.818
GBR_NP  2006   48    1958     1.819
GBR_NP  2006   49    1957     1.819
GBR_NP  2006   50    1956     1.819
GBR_NP  2006   51    1955     1.819
GBR_NP  2006   52    1954     1.819
GBR_NP  2006   53    1953     1.819
GBR_NP  2006   54    1952     1.819
GBR_NP  2006   55    1951     1.819
GBR_NP  2007   12    1995     0.000
GBR_NP  2007   13    1994     0.000
GBR_NP  2007   14    1993     0.000
GBR_NP  2007   15    1992     0.000
GBR_NP  2007   16    1991     0.002
GBR_NP  2007   17    1990     0.007
GBR_NP  2007   18    1989     0.024
GBR_NP  2007   19    1988     0.055
GBR_NP  2007   20    1987     0.101
GBR_NP  2007   21    1986     0.159
GBR_NP  2007   22    1985     0.224
GBR_NP  2007   23    1984     0.293
GBR_NP  2007   24    1983     0.367
GBR_NP  2007   25    1982     0.445
GBR_NP  2007   26    1981     0.530
GBR_NP  2007   27    1980     0.621
GBR_NP  2007   28    1979     0.719
GBR_NP  2007   29    1978     0.823
GBR_NP  2007   30    1977     0.932
GBR_NP  2007   31    1976     1.046
GBR_NP  2007   32    1975     1.161
GBR_NP  2007   33    1974     1.276
GBR_NP  2007   34    1973     1.383
GBR_NP  2007   35    1972     1.481
GBR_NP  2007   36    1971     1.569
GBR_NP  2007   37    1970     1.645
GBR_NP  2007   38    1969     1.708
GBR_NP  2007   39    1968     1.757
GBR_NP  2007   40    1967     1.795
GBR_NP  2007   41    1966     1.822
GBR_NP  2007   42    1965     1.841
GBR_NP  2007   43    1964     1.853
GBR_NP  2007   44    1963     1.860
GBR_NP  2007   45    1962     1.864
GBR_NP  2007   46    1961     1.866
GBR_NP  2007   47    1960     1.868
GBR_NP  2007   48    1959     1.868
GBR_NP  2007   49    1958     1.868
GBR_NP  2007   50    1957     1.869
GBR_NP  2007   51    1956     1.869
GBR_NP  2007   52    1955     1.869
GBR_NP  2007   53    1954     1.869
GBR_NP  2007   54    1953     1.869
GBR_NP  2007   55    1952     1.869
GBR_NP  2008   12    1996     0.000
GBR_NP  2008   13    1995     0.000
GBR_NP  2008   14    1994     0.000
GBR_NP  2008   15    1993     0.000
GBR_NP  2008   16    1992     0.002
GBR_NP  2008   17    1991     0.008
GBR_NP  2008   18    1990     0.024
GBR_NP  2008   19    1989     0.054
GBR_NP  2008   20    1988     0.100
GBR_NP  2008   21    1987     0.159
GBR_NP  2008   22    1986     0.225
GBR_NP  2008   23    1985     0.296
GBR_NP  2008   24    1984     0.372
GBR_NP  2008   25    1983     0.452
GBR_NP  2008   26    1982     0.539
GBR_NP  2008   27    1981     0.633
GBR_NP  2008   28    1980     0.734
GBR_NP  2008   29    1979     0.841
