Cumulative period fertility rates (vertical parallelograms)
Last modified: 25/09/2014
Code Year  ARDY  Cohort     CPFR
GBR_NP  2008   30    1978     0.954
GBR_NP  2008   31    1977     1.070
GBR_NP  2008   32    1976     1.187
GBR_NP  2008   33    1975     1.304
GBR_NP  2008   34    1974     1.414
GBR_NP  2008   35    1973     1.515
GBR_NP  2008   36    1972     1.605
GBR_NP  2008   37    1971     1.683
GBR_NP  2008   38    1970     1.747
GBR_NP  2008   39    1969     1.798
GBR_NP  2008   40    1968     1.837
GBR_NP  2008   41    1967     1.866
GBR_NP  2008   42    1966     1.886
GBR_NP  2008   43    1965     1.898
GBR_NP  2008   44    1964     1.906
GBR_NP  2008   45    1963     1.910
GBR_NP  2008   46    1962     1.912
GBR_NP  2008   47    1961     1.914
GBR_NP  2008   48    1960     1.914
GBR_NP  2008   49    1959     1.915
GBR_NP  2008   50    1958     1.915
GBR_NP  2008   51    1957     1.915
GBR_NP  2008   52    1956     1.915
GBR_NP  2008   53    1955     1.915
GBR_NP  2008   54    1954     1.915
GBR_NP  2008   55    1953     1.915
GBR_NP  2009   12    1997     0.000
GBR_NP  2009   13    1996     0.000
GBR_NP  2009   14    1995     0.000
GBR_NP  2009   15    1994     0.000
GBR_NP  2009   16    1993     0.002
GBR_NP  2009   17    1992     0.007
GBR_NP  2009   18    1991     0.023
GBR_NP  2009   19    1990     0.052
GBR_NP  2009   20    1989     0.095
GBR_NP  2009   21    1988     0.152
GBR_NP  2009   22    1987     0.217
GBR_NP  2009   23    1986     0.287
GBR_NP  2009   24    1985     0.363
GBR_NP  2009   25    1984     0.443
GBR_NP  2009   26    1983     0.529
GBR_NP  2009   27    1982     0.623
GBR_NP  2009   28    1981     0.722
GBR_NP  2009   29    1980     0.827
GBR_NP  2009   30    1979     0.939
GBR_NP  2009   31    1978     1.054
GBR_NP  2009   32    1977     1.169
GBR_NP  2009   33    1976     1.284
GBR_NP  2009   34    1975     1.393
GBR_NP  2009   35    1974     1.493
GBR_NP  2009   36    1973     1.583
GBR_NP  2009   37    1972     1.660
GBR_NP  2009   38    1971     1.725
GBR_NP  2009   39    1970     1.776
GBR_NP  2009   40    1969     1.816
GBR_NP  2009   41    1968     1.846
GBR_NP  2009   42    1967     1.866
GBR_NP  2009   43    1966     1.879
GBR_NP  2009   44    1965     1.887
GBR_NP  2009   45    1964     1.891
GBR_NP  2009   46    1963     1.893
GBR_NP  2009   47    1962     1.895
GBR_NP  2009   48    1961     1.895
GBR_NP  2009   49    1960     1.896
GBR_NP  2009   50    1959     1.896
GBR_NP  2009   51    1958     1.896
GBR_NP  2009   52    1957     1.896
GBR_NP  2009   53    1956     1.896
GBR_NP  2009   54    1955     1.896
GBR_NP  2009   55    1954     1.896
GBR_NP  2010   12    1998     0.000
GBR_NP  2010   13    1997     0.000
GBR_NP  2010   14    1996     0.000
GBR_NP  2010   15    1995     0.000
GBR_NP  2010   16    1994     0.002
GBR_NP  2010   17    1993     0.007
GBR_NP  2010   18    1992     0.021
GBR_NP  2010   19    1991     0.048
GBR_NP  2010   20    1990     0.089
GBR_NP  2010   21    1989     0.143
GBR_NP  2010   22    1988     0.206
GBR_NP  2010   23    1987     0.276
GBR_NP  2010   24    1986     0.352
GBR_NP  2010   25    1985     0.434
GBR_NP  2010   26    1984     0.521
GBR_NP  2010   27    1983     0.615
GBR_NP  2010   28    1982     0.716
GBR_NP  2010   29    1981     0.823
GBR_NP  2010   30    1980     0.936
GBR_NP  2010   31    1979     1.054
GBR_NP  2010   32    1978     1.172
GBR_NP  2010   33    1977     1.290
GBR_NP  2010   34    1976     1.402
GBR_NP  2010   35    1975     1.506
GBR_NP  2010   36    1974     1.600
GBR_NP  2010   37    1973     1.682
GBR_NP  2010   38    1972     1.749
GBR_NP  2010   39    1971     1.802
GBR_NP  2010   40    1970     1.843
GBR_NP  2010   41    1969     1.874
GBR_NP  2010   42    1968     1.895
GBR_NP  2010   43    1967     1.908
GBR_NP  2010   44    1966     1.916
GBR_NP  2010   45    1965     1.921
GBR_NP  2010   46    1964     1.923
GBR_NP  2010   47    1963     1.925
GBR_NP  2010   48    1962     1.925
GBR_NP  2010   49    1961     1.926
GBR_NP  2010   50    1960     1.926
GBR_NP  2010   51    1959     1.926
GBR_NP  2010   52    1958     1.926
GBR_NP  2010   53    1957     1.926
GBR_NP  2010   54    1956     1.926
GBR_NP  2010   55    1955     1.926
GBR_NP  2011   12    1999     0.000
GBR_NP  2011   13    1998     0.000
GBR_NP  2011   14    1997     0.000
GBR_NP  2011   15    1996     0.000
GBR_NP  2011   16    1995     0.001
GBR_NP  2011   17    1994     0.006
GBR_NP  2011   18    1993     0.019
GBR_NP  2011   19    1992     0.043
GBR_NP  2011   20    1991     0.081
GBR_NP  2011   21    1990     0.131
GBR_NP  2011   22    1989     0.190
GBR_NP  2011   23    1988     0.258
GBR_NP  2011   24    1987     0.334
GBR_NP  2011   25    1986     0.416
GBR_NP  2011   26    1985     0.505
GBR_NP  2011   27    1984     0.600
GBR_NP  2011   28    1983     0.701
GBR_NP  2011   29    1982     0.807
GBR_NP  2011   30    1981     0.920
GBR_NP  2011   31    1980     1.037
GBR_NP  2011   32    1979     1.156
GBR_NP  2011   33    1978     1.273
GBR_NP  2011   34    1977     1.385
GBR_NP  2011   35    1976     1.490
GBR_NP  2011   36    1975     1.584
GBR_NP  2011   37    1974     1.667
GBR_NP  2011   38    1973     1.736
GBR_NP  2011   39    1972     1.791
GBR_NP  2011   40    1971     1.834
GBR_NP  2011   41    1970     1.867
GBR_NP  2011   42    1969     1.889
GBR_NP  2011   43    1968     1.903
GBR_NP  2011   44    1967     1.912
GBR_NP  2011   45    1966     1.917
GBR_NP  2011   46    1965     1.919
GBR_NP  2011   47    1964     1.921
GBR_NP  2011   48    1963     1.921
GBR_NP  2011   49    1962     1.922
GBR_NP  2011   50    1961     1.922
GBR_NP  2011   51    1960     1.922
GBR_NP  2011   52    1959     1.922
GBR_NP  2011   53    1958     1.922
GBR_NP  2011   54    1957     1.922
GBR_NP  2011   55    1956     1.922
GBRTENW  1938   12    1926     0.000
GBRTENW  1938   13    1925     0.000
GBRTENW  1938   14    1924     0.000
GBRTENW  1938   15    1923     0.000
GBRTENW  1938   16    1922     0.000
GBRTENW  1938   17    1921     0.001
GBRTENW  1938   18    1920     0.007
GBRTENW  1938   19    1919     0.025
GBRTENW  1938   20    1918     0.057
GBRTENW  1938   21    1917     0.103
GBRTENW  1938   22    1916     0.169
GBRTENW  1938   23    1915     0.255
GBRTENW  1938   24    1914     0.357
GBRTENW  1938   25    1913     0.471
GBRTENW  1938   26    1912     0.588
GBRTENW  1938   27    1911     0.705
GBRTENW  1938   28    1910     0.820
GBRTENW  1938   29    1909     0.933
GBRTENW  1938   30    1908     1.042
GBRTENW  1938   31    1907     1.146
GBRTENW  1938   32    1906     1.240
GBRTENW  1938   33    1905     1.325
GBRTENW  1938   34    1904     1.404
GBRTENW  1938   35    1903     1.475
GBRTENW  1938   36    1902     1.539
GBRTENW  1938   37    1901     1.596
GBRTENW  1938   38    1900     1.645
GBRTENW  1938   39    1899     1.691
GBRTENW  1938   40    1898     1.729
GBRTENW  1938   41    1897     1.757
GBRTENW  1938   42    1896     1.780
GBRTENW  1938   43    1895     1.799
GBRTENW  1938   44    1894     1.812
GBRTENW  1938   45    1893     1.820
GBRTENW  1938   46    1892     1.825
GBRTENW  1938   47    1891     1.828
GBRTENW  1938   48    1890     1.830
GBRTENW  1938   49    1889     1.830
GBRTENW  1938   50    1888     1.830
GBRTENW  1938   51    1887     1.831
GBRTENW  1938   52    1886     1.831
GBRTENW  1938   53    1885     1.831
GBRTENW  1938   54    1884     1.831
GBRTENW  1938   55    1883     1.831
GBRTENW  1939   12    1927     0.000
GBRTENW  1939   13    1926     0.000
GBRTENW  1939   14    1925     0.000
GBRTENW  1939   15    1924     0.000
GBRTENW  1939   16    1923     0.000
GBRTENW  1939   17    1922     0.001
GBRTENW  1939   18    1921     0.007
GBRTENW  1939   19    1920     0.022
GBRTENW  1939   20    1919     0.056
GBRTENW  1939   21    1918     0.106
GBRTENW  1939   22    1917     0.170
GBRTENW  1939   23    1916     0.255
GBRTENW  1939   24    1915     0.357
GBRTENW  1939   25    1914     0.469
GBRTENW  1939   26    1913     0.589
GBRTENW  1939   27    1912     0.709
GBRTENW  1939   28    1911     0.823
GBRTENW  1939   29    1910     0.935
GBRTENW  1939   30    1909     1.043
GBRTENW  1939   31    1908     1.146
GBRTENW  1939   32    1907     1.239
GBRTENW  1939   33    1906     1.323
GBRTENW  1939   34    1905     1.400
GBRTENW  1939   35    1904     1.469
GBRTENW  1939   36    1903     1.532
GBRTENW  1939   37    1902     1.587
GBRTENW  1939   38    1901     1.634
GBRTENW  1939   39    1900     1.678
GBRTENW  1939   40    1899     1.717
GBRTENW  1939   41    1898     1.747
GBRTENW  1939   42    1897     1.768
GBRTENW  1939   43    1896     1.786
GBRTENW  1939   44    1895     1.798
GBRTENW  1939   45    1894     1.807
GBRTENW  1939   46    1893     1.811
GBRTENW  1939   47    1892     1.814
GBRTENW  1939   48    1891     1.816
GBRTENW  1939   49    1890     1.816
GBRTENW  1939   50    1889     1.817
GBRTENW  1939   51    1888     1.817
GBRTENW  1939   52    1887     1.817
GBRTENW  1939   53    1886     1.817
GBRTENW  1939   54    1885     1.817
GBRTENW  1939   55    1884     1.817
GBRTENW  1940   12    1928     0.000
GBRTENW  1940   13    1927     0.000
GBRTENW  1940   14    1926     0.000
GBRTENW  1940   15    1925     0.000
GBRTENW  1940   16    1924     0.000
GBRTENW  1940   17    1923     0.001
GBRTENW  1940   18    1922     0.006
GBRTENW  1940   19    1921     0.020
GBRTENW  1940   20    1920     0.050
GBRTENW  1940   21    1919     0.103
GBRTENW  1940   22    1918     0.174
GBRTENW  1940   23    1917     0.256
GBRTENW  1940   24    1916     0.358
GBRTENW  1940   25    1915     0.471
GBRTENW  1940   26    1914     0.590
GBRTENW  1940   27    1913     0.708
GBRTENW  1940   28    1912     0.820
GBRTENW  1940   29    1911     0.927
GBRTENW  1940   30    1910     1.028
GBRTENW  1940   31    1909     1.123
GBRTENW  1940   32    1908     1.209
GBRTENW  1940   33    1907     1.287
GBRTENW  1940   34    1906     1.358
GBRTENW  1940   35    1905     1.422
GBRTENW  1940   36    1904     1.481
GBRTENW  1940   37    1903     1.533
GBRTENW  1940   38    1902     1.577
GBRTENW  1940   39    1901     1.616
GBRTENW  1940   40    1900     1.651
GBRTENW  1940   41    1899     1.680
GBRTENW  1940   42    1898     1.702
GBRTENW  1940   43    1897     1.718
GBRTENW  1940   44    1896     1.730
GBRTENW  1940   45    1895     1.737
GBRTENW  1940   46    1894     1.742
GBRTENW  1940   47    1893     1.744
GBRTENW  1940   48    1892     1.746
GBRTENW  1940   49    1891     1.746
GBRTENW  1940   50    1890     1.747
GBRTENW  1940   51    1889     1.747
GBRTENW  1940   52    1888     1.747
GBRTENW  1940   53    1887     1.747
GBRTENW  1940   54    1886     1.747
GBRTENW  1940   55    1885     1.747
GBRTENW  1941   12    1929     0.000
GBRTENW  1941   13    1928     0.000
GBRTENW  1941   14    1927     0.000
GBRTENW  1941   15    1926     0.000
GBRTENW  1941   16    1925     0.000
GBRTENW  1941   17    1924     0.002
GBRTENW  1941   18    1923     0.007
GBRTENW  1941   19    1922     0.020
GBRTENW  1941   20    1921     0.049
GBRTENW  1941   21    1920     0.099
GBRTENW  1941   22    1919     0.179
GBRTENW  1941   23    1918     0.273
GBRTENW  1941   24    1917     0.369
GBRTENW  1941   25    1916     0.476
GBRTENW  1941   26    1915     0.590
GBRTENW  1941   27    1914     0.705
GBRTENW  1941   28    1913     0.815
GBRTENW  1941   29    1912     0.919
GBRTENW  1941   30    1911     1.015
GBRTENW  1941   31    1910     1.104
GBRTENW  1941   32    1909     1.186
GBRTENW  1941   33    1908     1.261
GBRTENW  1941   34    1907     1.329
GBRTENW  1941   35    1906     1.391
GBRTENW  1941   36    1905     1.447
GBRTENW  1941   37    1904     1.499
GBRTENW  1941   38    1903     1.544
GBRTENW  1941   39    1902     1.584
GBRTENW  1941   40    1901     1.619
GBRTENW  1941   41    1900     1.648
GBRTENW  1941   42    1899     1.671
GBRTENW  1941   43    1898     1.688
GBRTENW  1941   44    1897     1.700
GBRTENW  1941   45    1896     1.708
GBRTENW  1941   46    1895     1.712
GBRTENW  1941   47    1894     1.715
GBRTENW  1941   48    1893     1.716
GBRTENW  1941   49    1892     1.717
GBRTENW  1941   50    1891     1.717
GBRTENW  1941   51    1890     1.717
GBRTENW  1941   52    1889     1.717
GBRTENW  1941   53    1888     1.717
GBRTENW  1941   54    1887     1.717
GBRTENW  1941   55    1886     1.717
GBRTENW  1942   12    1930     0.000
GBRTENW  1942   13    1929     0.000
GBRTENW  1942   14    1928     0.000
GBRTENW  1942   15    1927     0.000
GBRTENW  1942   16    1926     0.000
GBRTENW  1942   17    1925     0.002
GBRTENW  1942   18    1924     0.007
GBRTENW  1942   19    1923     0.021
GBRTENW  1942   20    1922     0.051
GBRTENW  1942   21    1921     0.103
GBRTENW  1942   22    1920     0.181
GBRTENW  1942   23    1919     0.289
GBRTENW  1942   24    1918     0.402
GBRTENW  1942   25    1917     0.512
GBRTENW  1942   26    1916     0.633
GBRTENW  1942   27    1915     0.760
GBRTENW  1942   28    1914     0.885
GBRTENW  1942   29    1913     1.006
GBRTENW  1942   30    1912     1.121
GBRTENW  1942   31    1911     1.227
GBRTENW  1942   32    1910     1.324
GBRTENW  1942   33    1909     1.414
GBRTENW  1942   34    1908     1.495
GBRTENW  1942   35    1907     1.566
GBRTENW  1942   36    1906     1.632
GBRTENW  1942   37    1905     1.691
GBRTENW  1942   38    1904     1.742
GBRTENW  1942   39    1903     1.786
GBRTENW  1942   40    1902     1.825
GBRTENW  1942   41    1901     1.857
GBRTENW  1942   42    1900     1.881
GBRTENW  1942   43    1899     1.900
GBRTENW  1942   44    1898     1.914
GBRTENW  1942   45    1897     1.922
GBRTENW  1942   46    1896     1.926
GBRTENW  1942   47    1895     1.929
GBRTENW  1942   48    1894     1.930
GBRTENW  1942   49    1893     1.931
GBRTENW  1942   50    1892     1.931
GBRTENW  1942   51    1891     1.931
GBRTENW  1942   52    1890     1.931
GBRTENW  1942   53    1889     1.931
GBRTENW  1942   54    1888     1.931
GBRTENW  1942   55    1887     1.931
GBRTENW  1943   12    1931     0.000
GBRTENW  1943   13    1930     0.000
GBRTENW  1943   14    1929     0.000
GBRTENW  1943   15    1928     0.000
GBRTENW  1943   16    1927     0.000
GBRTENW  1943   17    1926     0.002
GBRTENW  1943   18    1925     0.007
GBRTENW  1943   19    1924     0.022
GBRTENW  1943   20    1923     0.053
GBRTENW  1943   21    1922     0.105
GBRTENW  1943   22    1921     0.181
GBRTENW  1943   23    1920     0.282
GBRTENW  1943   24    1919     0.405
GBRTENW  1943   25    1918     0.527
GBRTENW  1943   26    1917     0.642
GBRTENW  1943   27    1916     0.765
GBRTENW  1943   28    1915     0.891
GBRTENW  1943   29    1914     1.016
GBRTENW  1943   30    1913     1.140
GBRTENW  1943   31    1912     1.255
GBRTENW  1943   32    1911     1.358
GBRTENW  1943   33    1910     1.456
GBRTENW  1943   34    1909     1.547
GBRTENW  1943   35    1908     1.627
GBRTENW  1943   36    1907     1.701
GBRTENW  1943   37    1906     1.767
GBRTENW  1943   38    1905     1.824
GBRTENW  1943   39    1904     1.873
GBRTENW  1943   40    1903     1.915
GBRTENW  1943   41    1902     1.949
GBRTENW  1943   42    1901     1.974
GBRTENW  1943   43    1900     1.995
GBRTENW  1943   44    1899     2.010
GBRTENW  1943   45    1898     2.019
GBRTENW  1943   46    1897     2.023
GBRTENW  1943   47    1896     2.026
GBRTENW  1943   48    1895     2.027
GBRTENW  1943   49    1894     2.028
GBRTENW  1943   50    1893     2.028
GBRTENW  1943   51    1892     2.028
GBRTENW  1943   52    1891     2.028
GBRTENW  1943   53    1890     2.028
GBRTENW  1943   54    1889     2.028
GBRTENW  1943   55    1888     2.028
GBRTENW  1944   12    1932     0.000
GBRTENW  1944   13    1931     0.000
GBRTENW  1944   14    1930     0.000
GBRTENW  1944   15    1929     0.000
GBRTENW  1944   16    1928     0.000
GBRTENW  1944   17    1927     0.002
GBRTENW  1944   18    1926     0.008
GBRTENW  1944   19    1925     0.024
GBRTENW  1944   20    1924     0.055
GBRTENW  1944   21    1923     0.109
GBRTENW  1944   22    1922     0.188
GBRTENW  1944   23    1921     0.290
GBRTENW  1944   24    1920     0.410
GBRTENW  1944   25    1919     0.551
GBRTENW  1944   26    1918     0.687
GBRTENW  1944   27    1917     0.813
GBRTENW  1944   28    1916     0.946
GBRTENW  1944   29    1915     1.082
GBRTENW  1944   30    1914     1.216
GBRTENW  1944   31    1913     1.346
GBRTENW  1944   32    1912     1.464
GBRTENW  1944   33    1911     1.574
GBRTENW  1944   34    1910     1.677
GBRTENW  1944   35    1909     1.771
GBRTENW  1944   36    1908     1.858
GBRTENW  1944   37    1907     1.935
GBRTENW  1944   38    1906     2.002
GBRTENW  1944   39    1905     2.060
GBRTENW  1944   40    1904     2.110
GBRTENW  1944   41    1903     2.150
GBRTENW  1944   42    1902     2.178
GBRTENW  1944   43    1901     2.199
GBRTENW  1944   44    1900     2.215
GBRTENW  1944   45    1899     2.225
GBRTENW  1944   46    1898     2.230
GBRTENW  1944   47    1897     2.233
GBRTENW  1944   48    1896     2.234
GBRTENW  1944   49    1895     2.235
GBRTENW  1944   50    1894     2.235
GBRTENW  1944   51    1893     2.235
GBRTENW  1944   52    1892     2.235
GBRTENW  1944   53    1891     2.235
GBRTENW  1944   54    1890     2.235
GBRTENW  1944   55    1889     2.235
GBRTENW  1945   12    1933     0.000
GBRTENW  1945   13    1932     0.000
GBRTENW  1945   14    1931     0.000
GBRTENW  1945   15    1930     0.000
GBRTENW  1945   16    1929     0.000
GBRTENW  1945   17    1928     0.002
GBRTENW  1945   18    1927     0.010
GBRTENW  1945   19    1926     0.027
GBRTENW  1945   20    1925     0.059
GBRTENW  1945   21    1924     0.112
GBRTENW  1945   22    1923     0.190
GBRTENW  1945   23    1922     0.290
GBRTENW  1945   24    1921     0.402
GBRTENW  1945   25    1920     0.524
GBRTENW  1945   26    1919     0.657
GBRTENW  1945   27    1918     0.780
GBRTENW  1945   28    1917     0.890
GBRTENW  1945   29    1916     1.003
GBRTENW  1945   30    1915     1.118
GBRTENW  1945   31    1914     1.230
GBRTENW  1945   32    1913     1.334
GBRTENW  1945   33    1912     1.431
GBRTENW  1945   34    1911     1.521
GBRTENW  1945   35    1910     1.604
GBRTENW  1945   36    1909     1.683
GBRTENW  1945   37    1908     1.753
GBRTENW  1945   38    1907     1.814
GBRTENW  1945   39    1906     1.867
GBRTENW  1945   40    1905     1.913
GBRTENW  1945   41    1904     1.950
GBRTENW  1945   42    1903     1.977
GBRTENW  1945   43    1902     1.998
GBRTENW  1945   44    1901     2.013
GBRTENW  1945   45    1900     2.022
GBRTENW  1945   46    1899     2.027
GBRTENW  1945   47    1898     2.030
GBRTENW  1945   48    1897     2.031
GBRTENW  1945   49    1896     2.032
GBRTENW  1945   50    1895     2.032
GBRTENW  1945   51    1894     2.032
GBRTENW  1945   52    1893     2.032
GBRTENW  1945   53    1892     2.032
