Cumulative cohort fertility rates (horizontal parallelograms
Last modified: 25/09/2014
Code Cohort  Age     CCFR
EST  1949    19     0.053
EST  1949    20     0.135
EST  1949    21     0.272
EST  1949    22     0.441
EST  1949    23     0.627
EST  1949    24     0.796
EST  1949    25     0.959
EST  1949    26     1.105
EST  1949    27     1.243
EST  1949    28     1.361
EST  1949    29     1.461
EST  1949    30     1.549
EST  1949    31     1.621
EST  1949    32     1.682
EST  1949    33     1.738
EST  1949    34     1.788
EST  1949    35     1.835
EST  1949    36     1.875
EST  1949    37     1.905
EST  1949    38     1.931
EST  1949    39     1.950
EST  1949    40     1.966
EST  1949    41     1.975
EST  1949    42     1.981
EST  1949    43     1.984
EST  1949    44     1.986
EST  1949    45     1.987
EST  1949    46     1.987
EST  1949    47     1.987
EST  1949    48     1.988
EST  1949    49     1.988
EST  1949    50     1.988
EST  1949    51     1.988
EST  1949    52     1.988
EST  1949    53     1.988
EST  1949    54     1.988
EST  1949    55     1.988
EST  1950    12     0.000
EST  1950    13     0.000
EST  1950    14     0.000
EST  1950    15     0.000
EST  1950    16     0.001
EST  1950    17     0.003
EST  1950    18     0.015
EST  1950    19     0.053
EST  1950    20     0.140
EST  1950    21     0.280
EST  1950    22     0.450
EST  1950    23     0.629
EST  1950    24     0.795
EST  1950    25     0.956
EST  1950    26     1.103
EST  1950    27     1.236
EST  1950    28     1.347
EST  1950    29     1.438
EST  1950    30     1.521
EST  1950    31     1.596
EST  1950    32     1.661
EST  1950    33     1.718
EST  1950    34     1.770
EST  1950    35     1.813
EST  1950    36     1.853
EST  1950    37     1.883
EST  1950    38     1.910
EST  1950    39     1.929
EST  1950    40     1.943
EST  1950    41     1.952
EST  1950    42     1.958
EST  1950    43     1.961
EST  1950    44     1.963
EST  1950    45     1.964
EST  1950    46     1.964
EST  1950    47     1.964
EST  1950    48     1.964
EST  1950    49     1.964
EST  1950    50     1.964
EST  1950    51     1.964
EST  1950    52     1.964
EST  1950    53     1.964
EST  1950    54     1.964
EST  1950    55     1.964
EST  1951    12     0.000
EST  1951    13     0.000
EST  1951    14     0.000
EST  1951    15     0.000
EST  1951    16     0.000
EST  1951    17     0.004
EST  1951    18     0.016
EST  1951    19     0.062
EST  1951    20     0.162
EST  1951    21     0.306
EST  1951    22     0.473
EST  1951    23     0.652
EST  1951    24     0.828
EST  1951    25     0.989
EST  1951    26     1.132
EST  1951    27     1.263
EST  1951    28     1.373
EST  1951    29     1.469
EST  1951    30     1.555
EST  1951    31     1.632
EST  1951    32     1.703
EST  1951    33     1.763
EST  1951    34     1.814
EST  1951    35     1.857
EST  1951    36     1.897
EST  1951    37     1.928
EST  1951    38     1.952
EST  1951    39     1.971
EST  1951    40     1.984
EST  1951    41     1.992
EST  1951    42     1.997
EST  1951    43     2.000
EST  1951    44     2.001
EST  1951    45     2.002
EST  1951    46     2.002
EST  1951    47     2.002
EST  1951    48     2.002
EST  1951    49     2.002
EST  1951    50     2.002
EST  1951    51     2.002
EST  1951    52     2.002
EST  1951    53     2.002
EST  1951    54     2.002
EST  1951    55     2.002
EST  1952    12     0.000
EST  1952    13     0.000
EST  1952    14     0.000
EST  1952    15     0.000
EST  1952    16     0.000
EST  1952    17     0.003
EST  1952    18     0.016
EST  1952    19     0.062
EST  1952    20     0.155
EST  1952    21     0.293
EST  1952    22     0.463
EST  1952    23     0.632
EST  1952    24     0.799
EST  1952    25     0.957
EST  1952    26     1.099
EST  1952    27     1.219
EST  1952    28     1.325
EST  1952    29     1.420
EST  1952    30     1.506
EST  1952    31     1.585
EST  1952    32     1.657
EST  1952    33     1.714
EST  1952    34     1.765
EST  1952    35     1.811
EST  1952    36     1.851
EST  1952    37     1.882
EST  1952    38     1.907
EST  1952    39     1.924
EST  1952    40     1.935
EST  1952    41     1.942
EST  1952    42     1.946
EST  1952    43     1.947
EST  1952    44     1.949
EST  1952    45     1.950
EST  1952    46     1.950
EST  1952    47     1.950
EST  1952    48     1.951
EST  1952    49     1.951
EST  1952    50     1.951
EST  1952    51     1.951
EST  1952    52     1.951
EST  1952    53     1.951
EST  1952    54     1.951
EST  1952    55     1.951
EST  1953    12     0.000
EST  1953    13     0.000
EST  1953    14     0.000
EST  1953    15     0.000
EST  1953    16     0.001
EST  1953    17     0.005
EST  1953    18     0.022
EST  1953    19     0.071
EST  1953    20     0.165
EST  1953    21     0.307
EST  1953    22     0.477
EST  1953    23     0.645
EST  1953    24     0.811
EST  1953    25     0.965
EST  1953    26     1.112
EST  1953    27     1.239
EST  1953    28     1.348
EST  1953    29     1.449
EST  1953    30     1.535
EST  1953    31     1.616
EST  1953    32     1.682
EST  1953    33     1.739
EST  1953    34     1.792
EST  1953    35     1.837
EST  1953    36     1.874
EST  1953    37     1.904
EST  1953    38     1.922
EST  1953    39     1.936
EST  1953    40     1.947
EST  1953    41     1.952
EST  1953    42     1.957
EST  1953    43     1.959
EST  1953    44     1.961
EST  1953    45     1.962
EST  1953    46     1.962
EST  1953    47     1.962
EST  1953    48     1.963
EST  1953    49     1.963
EST  1953    50     1.963
EST  1953    51     1.963
EST  1953    52     1.963
EST  1953    53     1.963
EST  1953    54     1.963
EST  1953    55     1.963
EST  1954    12     0.000
EST  1954    13     0.000
EST  1954    14     0.000
EST  1954    15     0.000
EST  1954    16     0.000
EST  1954    17     0.004
EST  1954    18     0.022
EST  1954    19     0.068
EST  1954    20     0.157
EST  1954    21     0.301
EST  1954    22     0.471
EST  1954    23     0.645
EST  1954    24     0.814
EST  1954    25     0.967
EST  1954    26     1.104
EST  1954    27     1.231
EST  1954    28     1.345
EST  1954    29     1.451
EST  1954    30     1.543
EST  1954    31     1.623
EST  1954    32     1.691
EST  1954    33     1.748
EST  1954    34     1.803
EST  1954    35     1.850
EST  1954    36     1.887
EST  1954    37     1.913
EST  1954    38     1.932
EST  1954    39     1.946
EST  1954    40     1.955
EST  1954    41     1.961
EST  1954    42     1.965
EST  1954    43     1.968
EST  1954    44     1.970
EST  1954    45     1.972
EST  1954    46     1.972
EST  1954    47     1.973
EST  1954    48     1.973
EST  1954    49     1.973
EST  1954    50     1.973
EST  1954    51     1.973
EST  1954    52     1.973
EST  1954    53     1.973
EST  1954    54     1.973
EST  1954    55     1.973
EST  1955    12     0.000
EST  1955    13     0.000
EST  1955    14     0.000
EST  1955    15     0.000
EST  1955    16     0.001
EST  1955    17     0.006
EST  1955    18     0.021
EST  1955    19     0.068
EST  1955    20     0.166
EST  1955    21     0.316
EST  1955    22     0.482
EST  1955    23     0.651
EST  1955    24     0.811
EST  1955    25     0.963
EST  1955    26     1.107
EST  1955    27     1.237
EST  1955    28     1.357
EST  1955    29     1.461
EST  1955    30     1.553
EST  1955    31     1.633
EST  1955    32     1.707
EST  1955    33     1.765
EST  1955    34     1.820
EST  1955    35     1.862
EST  1955    36     1.893
EST  1955    37     1.915
EST  1955    38     1.932
EST  1955    39     1.943
EST  1955    40     1.950
EST  1955    41     1.957
EST  1955    42     1.963
EST  1955    43     1.966
EST  1955    44     1.968
EST  1955    45     1.969
EST  1955    46     1.969
EST  1955    47     1.969
EST  1955    48     1.969
EST  1955    49     1.969
EST  1955    50     1.969
EST  1955    51     1.969
EST  1955    52     1.969
EST  1955    53     1.969
EST  1955    54     1.969
EST  1955    55     1.969
EST  1956    12     0.000
EST  1956    13     0.000
EST  1956    14     0.000
EST  1956    15     0.000
EST  1956    16     0.001
EST  1956    17     0.005
EST  1956    18     0.022
EST  1956    19     0.069
EST  1956    20     0.170
EST  1956    21     0.323
EST  1956    22     0.499
EST  1956    23     0.675
EST  1956    24     0.849
EST  1956    25     1.008
EST  1956    26     1.156
EST  1956    27     1.293
EST  1956    28     1.416
EST  1956    29     1.521
EST  1956    30     1.613
EST  1956    31     1.698
EST  1956    32     1.775
EST  1956    33     1.836
EST  1956    34     1.888
EST  1956    35     1.924
EST  1956    36     1.952
EST  1956    37     1.971
EST  1956    38     1.986
EST  1956    39     1.995
EST  1956    40     2.003
EST  1956    41     2.010
EST  1956    42     2.015
EST  1956    43     2.017
EST  1956    44     2.019
EST  1956    45     2.020
EST  1956    46     2.020
EST  1956    47     2.020
EST  1956    48     2.020
EST  1956    49     2.021
EST  1956    50     2.021
EST  1956    51     2.021
EST  1956    52     2.021
EST  1956    53     2.021
EST  1956    54     2.021
EST  1956    55     2.021
EST  1957    12     0.000
EST  1957    13     0.000
EST  1957    14     0.000
EST  1957    15     0.000
EST  1957    16     0.001
EST  1957    17     0.005
EST  1957    18     0.021
EST  1957    19     0.070
EST  1957    20     0.177
EST  1957    21     0.330
EST  1957    22     0.506
EST  1957    23     0.688
EST  1957    24     0.859
EST  1957    25     1.021
EST  1957    26     1.174
EST  1957    27     1.318
EST  1957    28     1.437
EST  1957    29     1.545
EST  1957    30     1.641
EST  1957    31     1.730
EST  1957    32     1.802
EST  1957    33     1.860
EST  1957    34     1.903
EST  1957    35     1.933
EST  1957    36     1.954
EST  1957    37     1.971
EST  1957    38     1.985
EST  1957    39     1.997
EST  1957    40     2.005
EST  1957    41     2.011
EST  1957    42     2.016
EST  1957    43     2.021
EST  1957    44     2.024
EST  1957    45     2.025
EST  1957    46     2.025
EST  1957    47     2.026
EST  1957    48     2.026
EST  1957    49     2.026
EST  1957    50     2.026
EST  1957    51     2.026
EST  1957    52     2.026
EST  1957    53     2.026
EST  1957    54     2.026
EST  1957    55     2.026
EST  1958    12     0.000
EST  1958    13     0.000
EST  1958    14     0.000
EST  1958    15     0.000
EST  1958    16     0.001
EST  1958    17     0.006
EST  1958    18     0.023
EST  1958    19     0.075
EST  1958    20     0.186
EST  1958    21     0.349
EST  1958    22     0.526
EST  1958    23     0.714
EST  1958    24     0.888
EST  1958    25     1.058
EST  1958    26     1.214
EST  1958    27     1.353
EST  1958    28     1.469
EST  1958    29     1.574
EST  1958    30     1.671
EST  1958    31     1.757
EST  1958    32     1.826
EST  1958    33     1.875
EST  1958    34     1.912
EST  1958    35     1.940
EST  1958    36     1.961
EST  1958    37     1.977
EST  1958    38     1.991
EST  1958    39     2.004
EST  1958    40     2.013
EST  1958    41     2.019
EST  1958    42     2.024
EST  1958    43     2.028
EST  1958    44     2.030
EST  1958    45     2.032
EST  1958    46     2.033
EST  1958    47     2.033
EST  1958    48     2.033
EST  1958    49     2.033
EST  1958    50     2.033
EST  1958    51     2.033
EST  1958    52     2.033
EST  1958    53     2.033
EST  1958    54     2.033
EST  1958    55         .
EST  1959    12     0.000
EST  1959    13     0.000
EST  1959    14     0.000
EST  1959    15     0.000
EST  1959    16     0.001
EST  1959    17     0.006
EST  1959    18     0.027
EST  1959    19     0.083
EST  1959    20     0.197
EST  1959    21     0.364
EST  1959    22     0.552
EST  1959    23     0.746
EST  1959    24     0.931
EST  1959    25     1.108
EST  1959    26     1.262
EST  1959    27     1.397
EST  1959    28     1.522
EST  1959    29     1.631
EST  1959    30     1.729
EST  1959    31     1.803
EST  1959    32     1.859
EST  1959    33     1.903
EST  1959    34     1.937
EST  1959    35     1.961
EST  1959    36     1.981
EST  1959    37     1.999
EST  1959    38     2.013
EST  1959    39     2.024
EST  1959    40     2.035
EST  1959    41     2.043
EST  1959    42     2.049
EST  1959    43     2.053
EST  1959    44     2.055
EST  1959    45     2.056
EST  1959    46     2.057
EST  1959    47     2.057
EST  1959    48     2.057
EST  1959    49     2.057
EST  1959    50     2.057
EST  1959    51     2.057
EST  1959    52     2.057
EST  1959    53     2.057
EST  1959    54         .
EST  1959    55         .
EST  1960    12     0.000
EST  1960    13     0.000
EST  1960    14     0.000
EST  1960    15     0.000
EST  1960    16     0.002
EST  1960    17     0.007
EST  1960    18     0.026
EST  1960    19     0.084
EST  1960    20     0.206
EST  1960    21     0.375
EST  1960    22     0.564
EST  1960    23     0.761
EST  1960    24     0.951
EST  1960    25     1.127
EST  1960    26     1.283
EST  1960    27     1.421
EST  1960    28     1.552
EST  1960    29     1.661
EST  1960    30     1.750
EST  1960    31     1.816
EST  1960    32     1.868
EST  1960    33     1.904
EST  1960    34     1.932
EST  1960    35     1.958
EST  1960    36     1.979
EST  1960    37     1.998
EST  1960    38     2.013
EST  1960    39     2.025
EST  1960    40     2.035
EST  1960    41     2.044
EST  1960    42     2.050
EST  1960    43     2.053
EST  1960    44     2.055
EST  1960    45     2.057
EST  1960    46     2.058
EST  1960    47     2.058
EST  1960    48     2.058
EST  1960    49     2.059
EST  1960    50     2.059
EST  1960    51     2.059
EST  1960    52     2.059
EST  1960    53         .
EST  1960    54         .
EST  1960    55         .
EST  1961    12     0.000
EST  1961    13     0.000
EST  1961    14     0.000
EST  1961    15     0.000
EST  1961    16     0.001
EST  1961    17     0.007
EST  1961    18     0.028
EST  1961    19     0.084
EST  1961    20     0.206
EST  1961    21     0.369
EST  1961    22     0.551
EST  1961    23     0.744
