Conditional fertility rates by calendar year, age and birth order (based on parity distribution from population census)
Last modified: 25/09/2014
Code Year  Age       m1x       m2x       m3x       m4x      m5px
CZE  1961   27   0.15722   0.16075   0.06265   0.06792   0.15029
CZE  1961   28   0.13608   0.14591   0.05274   0.06055   0.11384
CZE  1961   29   0.11501   0.13009   0.04722   0.04906   0.10695
CZE  1961   30   0.09118   0.11551   0.04488   0.04459   0.08759
CZE  1961   31   0.07527   0.09190   0.03648   0.03871   0.08175
CZE  1961   32   0.06612   0.07380   0.03256   0.03552   0.07231
CZE  1961   33   0.05396   0.06302   0.02781   0.02854   0.06703
CZE  1961   34   0.03727   0.05086   0.02109   0.02437   0.05860
CZE  1961   35   0.03214   0.03958   0.01789   0.02199   0.05271
CZE  1961   36   0.02555   0.02995   0.01604   0.01660   0.04505
CZE  1961   37   0.02072   0.02467   0.01015   0.01335   0.03962
CZE  1961   38   0.01847   0.01499   0.00921   0.01213   0.02985
CZE  1961   39   0.01285   0.01258   0.00699   0.00903   0.02646
CZE  1961   40   0.00805   0.00989   0.00477   0.00758   0.02139
CZE  1961   41   0.00503   0.00528   0.00294   0.00428   0.01567
CZE  1961   42   0.00455   0.00237   0.00197   0.00265   0.01192
CZE  1961   43   0.00191   0.00115   0.00101   0.00241   0.00671
CZE  1961   44   0.00192   0.00077   0.00088   0.00029   0.00562
CZE  1961   45   0.00014   0.00016   0.00007   0.00055   0.00220
CZE  1961   46   0.00009   0.00010   0.00004   0.00046   0.00073
CZE  1961   47   0.00010   0.00010   0.00004   0.00024   0.00028
CZE  1961   48   0.00016   0.00010   0.00005   0.00008   0.00009
CZE  1961   49   0.00021   0.00006   0.00004   0.00001   0.00002
CZE  1961   50   0.00022   0.00003   0.00002   0.00000   0.00000
CZE  1961   51   0.00015   0.00002   0.00001   0.00000   0.00000
CZE  1961   52   0.00007   0.00001   0.00001   0.00000   0.00000
CZE  1961   53   0.00003   0.00001   0.00000   0.00000   0.00000
CZE  1961   54   0.00001   0.00000   0.00000   0.00000   0.00000
CZE  1961   55+  0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1970   12-  0.00000         .         .         .         .
CZE  1970   13   0.00002         .         .         .         .
CZE  1970   14   0.00030   0.00000         .         .         .
CZE  1970   15   0.00136   0.03393         .         .         .
CZE  1970   16   0.00805   0.05790   0.00000   0.00000         .
CZE  1970   17   0.02607   0.09028   0.08889   0.00000   0.00000
CZE  1970   18   0.06767   0.09088   0.09869   0.18376   0.08287
CZE  1970   19   0.13627   0.10459   0.12819   0.18020   0.04918
CZE  1970   20   0.19290   0.12781   0.10986   0.27540   0.28376
CZE  1970   21   0.22957   0.13311   0.09117   0.15439   0.39217
CZE  1970   22   0.24203   0.14888   0.07913   0.13410   0.32703
CZE  1970   23   0.23913   0.16057   0.06824   0.11729   0.24191
CZE  1970   24   0.21373   0.16454   0.06206   0.10116   0.23624
CZE  1970   25   0.19512   0.16324   0.05326   0.07133   0.16595
CZE  1970   26   0.18246   0.16604   0.05103   0.06644   0.17047
CZE  1970   27   0.14544   0.15302   0.04354   0.06206   0.12852
CZE  1970   28   0.12672   0.14109   0.04007   0.04473   0.10586
CZE  1970   29   0.10554   0.12551   0.03467   0.03590   0.11503
CZE  1970   30   0.09933   0.10846   0.03251   0.03847   0.10883
CZE  1970   31   0.06730   0.08630   0.02653   0.02979   0.08130
CZE  1970   32   0.05826   0.06519   0.02302   0.02997   0.08257
CZE  1970   33   0.04984   0.05782   0.01975   0.02499   0.07224
CZE  1970   34   0.03708   0.03802   0.01462   0.01834   0.05863
CZE  1970   35   0.02987   0.02962   0.01138   0.01607   0.05686
CZE  1970   36   0.02420   0.02044   0.00919   0.01376   0.04956
CZE  1970   37   0.01757   0.01322   0.00700   0.01082   0.03517
CZE  1970   38   0.01502   0.01122   0.00547   0.00891   0.03213
CZE  1970   39   0.01217   0.00737   0.00399   0.00773   0.02423
CZE  1970   40   0.00878   0.00501   0.00271   0.00489   0.02034
CZE  1970   41   0.00542   0.00314   0.00205   0.00283   0.01265
CZE  1970   42   0.00255   0.00143   0.00107   0.00171   0.00782
CZE  1970   43   0.00125   0.00128   0.00065   0.00188   0.00460
CZE  1970   44   0.00090   0.00058   0.00029   0.00045   0.00363
CZE  1970   45   0.00018   0.00012   0.00010   0.00024   0.00124
CZE  1970   46   0.00012   0.00008   0.00007   0.00013   0.00043
CZE  1970   47   0.00010   0.00007   0.00006   0.00005   0.00011
CZE  1970   48   0.00007   0.00005   0.00004   0.00001   0.00002
CZE  1970   49   0.00005   0.00003   0.00003   0.00000   0.00000
CZE  1970   50   0.00005   0.00003   0.00002   0.00000   0.00000
CZE  1970   51   0.00003   0.00002   0.00001   0.00000   0.00000
CZE  1970   52   0.00002   0.00002   0.00001   0.00000   0.00000
CZE  1970   53   0.00001   0.00001   0.00000   0.00000   0.00000
CZE  1970   54   0.00001   0.00000   0.00000   0.00000   0.00000
CZE  1970   55+  0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1980   12-  0.00000         .         .         .         .
CZE  1980   13   0.00002         .         .         .         .
CZE  1980   14   0.00022   0.00000         .         .         .
CZE  1980   15   0.00100   0.00000   0.00000         .         .
CZE  1980   16   0.00709   0.04379   0.03482   0.00000         .
CZE  1980   17   0.03043   0.08923   0.05216   0.00000   0.00000
CZE  1980   18   0.08636   0.10426   0.10602   0.06031   0.00000
CZE  1980   19   0.16187   0.13552   0.08808   0.13944   0.00000
CZE  1980   20   0.22078   0.18383   0.08292   0.16898   0.10765
CZE  1980   21   0.25061   0.22174   0.07586   0.14476   0.18717
CZE  1980   22   0.25002   0.24207   0.06711   0.08073   0.25650
CZE  1980   23   0.24358   0.25316   0.06358   0.09222   0.16062
CZE  1980   24   0.23678   0.24754   0.05592   0.06608   0.13359
CZE  1980   25   0.22558   0.24397   0.05132   0.06001   0.15225
CZE  1980   26   0.20724   0.23213   0.04940   0.04907   0.10967
CZE  1980   27   0.17382   0.22430   0.04377   0.04251   0.10502
CZE  1980   28   0.14052   0.18944   0.04111   0.03998   0.10031
CZE  1980   29   0.11728   0.16835   0.03942   0.03211   0.07727
CZE  1980   30   0.09150   0.14286   0.03261   0.03129   0.07801
CZE  1980   31   0.08076   0.11544   0.02770   0.02784   0.05438
CZE  1980   32   0.07096   0.08616   0.02470   0.02470   0.06479
CZE  1980   33   0.06022   0.07083   0.02141   0.02130   0.05423
CZE  1980   34   0.05241   0.05527   0.01722   0.01785   0.04809
CZE  1980   35   0.03797   0.03511   0.01252   0.01554   0.03641
CZE  1980   36   0.03338   0.02730   0.01056   0.01239   0.03203
CZE  1980   37   0.02417   0.01817   0.00722   0.00861   0.03107
CZE  1980   38   0.01965   0.01094   0.00513   0.00908   0.02377
CZE  1980   39   0.01308   0.00840   0.00385   0.00443   0.01554
CZE  1980   40   0.00781   0.00389   0.00252   0.00445   0.01645
CZE  1980   41   0.00354   0.00238   0.00152   0.00355   0.01277
CZE  1980   42   0.00450   0.00093   0.00075   0.00118   0.00647
CZE  1980   43   0.00173   0.00086   0.00044   0.00122   0.00608
CZE  1980   44   0.00142   0.00048   0.00032   0.00071   0.00246
CZE  1980   45   0.00062   0.00003   0.00008   0.00037   0.00108
CZE  1980   46   0.00035   0.00002   0.00003   0.00015   0.00035
CZE  1980   47   0.00021   0.00001   0.00002   0.00005   0.00009
CZE  1980   48   0.00011   0.00001   0.00001   0.00001   0.00002
CZE  1980   49   0.00004   0.00001   0.00000   0.00000   0.00000
CZE  1980   50   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1980   51   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1980   52   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1980   53   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1980   54   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1980   55+  0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1991   12-  0.00000         .         .         .         .
CZE  1991   13   0.00005         .         .         .         .
CZE  1991   14   0.00017   0.00000         .         .         .
CZE  1991   15   0.00116   0.03100         .         .         .
CZE  1991   16   0.00625   0.03160   0.06402         .         .
CZE  1991   17   0.02637   0.03734   0.01392         .         .
CZE  1991   18   0.07938   0.05690   0.04460   0.14493         .
CZE  1991   19   0.15297   0.08212   0.04908   0.13887         .
CZE  1991   20   0.20435   0.12114   0.04554   0.04575   0.23337
CZE  1991   21   0.21620   0.15461   0.04865   0.08382   0.20780
CZE  1991   22   0.21360   0.18046   0.04946   0.10017   0.17123
CZE  1991   23   0.20623   0.19371   0.04767   0.11124   0.11132
CZE  1991   24   0.21381   0.19214   0.04505   0.07893   0.12240
CZE  1991   25   0.20415   0.19192   0.04159   0.06445   0.12442
CZE  1991   26   0.17978   0.19342   0.03829   0.05377   0.15259
CZE  1991   27   0.15641   0.17829   0.03601   0.04539   0.08725
CZE  1991   28   0.12814   0.16513   0.03277   0.03959   0.08607
CZE  1991   29   0.11217   0.13590   0.03148   0.03791   0.09237
CZE  1991   30   0.09512   0.11320   0.02904   0.03474   0.08287
CZE  1991   31   0.07176   0.10060   0.02272   0.02936   0.07965
CZE  1991   32   0.06022   0.07474   0.02043   0.02549   0.06643
CZE  1991   33   0.05518   0.05638   0.01735   0.02143   0.05257
CZE  1991   34   0.04621   0.04335   0.01549   0.01713   0.05256
CZE  1991   35   0.03398   0.03114   0.01188   0.01496   0.04062
CZE  1991   36   0.03068   0.02239   0.00844   0.01511   0.02950
CZE  1991   37   0.02485   0.01767   0.00638   0.00991   0.02881
CZE  1991   38   0.01559   0.01033   0.00444   0.00905   0.01927
CZE  1991   39   0.01473   0.00910   0.00344   0.00581   0.01845
CZE  1991   40   0.00775   0.00349   0.00248   0.00386   0.01672
CZE  1991   41   0.00551   0.00208   0.00157   0.00313   0.01036
CZE  1991   42   0.00245   0.00065   0.00089   0.00140   0.00636
CZE  1991   43   0.00132   0.00058   0.00052   0.00079   0.00256
CZE  1991   44   0.00055   0.00028   0.00034   0.00031   0.00117
CZE  1991   45   0.00039   0.00015   0.00007   0.00014   0.00051
CZE  1991   46   0.00000   0.00000   0.00003   0.00023   0.00027
CZE  1991   47   0.00020   0.00000   0.00000   0.00015   0.00026
CZE  1991   48   0.00000   0.00000   0.00000   0.00008   0.00026
CZE  1991   49   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1991   50   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1991   51   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1991   52   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1991   53   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1991   54   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  1991   55+  0.00000   0.00000   0.00000   0.00000   0.00000
CZE  2001   12-  0.00002         .         .         .         .
CZE  2001   13   0.00003         .         .         .         .
CZE  2001   14   0.00022   0.00000         .         .         .
CZE  2001   15   0.00096   0.01827         .         .         .
CZE  2001   16   0.00331   0.02145   0.00000         .         .
CZE  2001   17   0.00722   0.07768   0.02933         .         .
CZE  2001   18   0.01466   0.08623   0.08814   0.00000         .
CZE  2001   19   0.02508   0.08512   0.11070   0.11434         .
CZE  2001   20   0.03627   0.08472   0.10032   0.16964   0.00000
CZE  2001   21   0.04377   0.09111   0.09343   0.19545   0.39876
CZE  2001   22   0.05088   0.09569   0.06762   0.14968   0.27226
CZE  2001   23   0.06085   0.11260   0.04991   0.12806   0.21058
CZE  2001   24   0.07507   0.11967   0.03692   0.11657   0.19119
CZE  2001   25   0.09194   0.12848   0.03573   0.10719   0.20793
CZE  2001   26   0.10629   0.13014   0.03235   0.07597   0.19226
CZE  2001   27   0.11556   0.12678   0.02978   0.05521   0.14611
CZE  2001   28   0.11749   0.12599   0.02647   0.05396   0.12020
CZE  2001   29   0.11590   0.12151   0.02512   0.03981   0.11442
CZE  2001   30   0.10630   0.11314   0.02367   0.03530   0.10917
CZE  2001   31   0.09659   0.10272   0.02295   0.03649   0.09572
CZE  2001   32   0.07404   0.08310   0.01920   0.02969   0.07432
CZE  2001   33   0.05730   0.07049   0.01834   0.02520   0.07430
CZE  2001   34   0.05331   0.05255   0.01531   0.02299   0.05070
CZE  2001   35   0.04021   0.04307   0.01360   0.01761   0.04079
CZE  2001   36   0.03411   0.03442   0.01145   0.01706   0.03351
CZE  2001   37   0.02501   0.02352   0.00861   0.01366   0.03751
CZE  2001   38   0.02052   0.01326   0.00634   0.00939   0.03052
CZE  2001   39   0.01320   0.01155   0.00522   0.00915   0.02675
CZE  2001   40   0.01123   0.00840   0.00297   0.00618   0.01930
CZE  2001   41   0.00579   0.00488   0.00225   0.00423   0.01130
CZE  2001   42   0.00491   0.00252   0.00137   0.00176   0.00548
CZE  2001   43   0.00106   0.00121   0.00048   0.00152   0.00500
CZE  2001   44   0.00105   0.00064   0.00029   0.00082   0.00279
CZE  2001   45   0.00020   0.00027   0.00012   0.00043   0.00162
CZE  2001   46   0.00000   0.00000   0.00002   0.00000   0.00026
CZE  2001   47   0.00000   0.00009   0.00005   0.00000   0.00026
CZE  2001   48   0.00000   0.00000   0.00002   0.00000   0.00000
CZE  2001   49   0.00000   0.00000   0.00000   0.00000   0.00023
CZE  2001   50   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  2001   51   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  2001   52   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  2001   53   0.00000   0.00000   0.00000   0.00000   0.00000
CZE  2001   54   0.00000   0.00000   0.00002   0.00000   0.00000
CZE  2001   55+  0.00000   0.00000   0.00000   0.00000   0.00000
EST  1979   12-  0.00000         .         .         .         .
EST  1979   13   0.00000         .         .         .         .
EST  1979   14   0.00021         .         .         .         .
EST  1979   15   0.00123   0.00000         .         .         .
EST  1979   16   0.00664   0.04296         .         .         .
EST  1979   17   0.02191   0.02917   0.00000         .         .
EST  1979   18   0.05816   0.06409   0.07656   0.00000         .
EST  1979   19   0.12627   0.07929   0.08461   0.00000         .
EST  1979   20   0.17590   0.12306   0.05905   0.08651         .
EST  1979   21   0.19926   0.12809   0.08250   0.13988         .
EST  1979   22   0.24326   0.12883   0.06532   0.10391   0.10817
EST  1979   23   0.24187   0.13638   0.06515   0.11518   0.22495
EST  1979   24   0.20552   0.13777   0.06167   0.08037   0.18381
EST  1979   25   0.19611   0.14855   0.05309   0.10686   0.15128
EST  1979   26   0.19683   0.12627   0.05251   0.10966   0.25562
EST  1979   27   0.17965   0.12700   0.04527   0.07290   0.24174
EST  1979   28   0.13951   0.12510   0.03985   0.05916   0.22666
EST  1979   29   0.13467   0.11824   0.04114   0.06681   0.13585
EST  1979   30   0.11940   0.10393   0.03201   0.05345   0.16862
EST  1979   31   0.07928   0.08419   0.02957   0.04593   0.17687
EST  1979   32   0.06390   0.07819   0.02819   0.03850   0.12598
EST  1979   33   0.07157   0.05808   0.02292   0.03901   0.09276
EST  1979   34   0.06067   0.04944   0.02374   0.01986   0.10220
EST  1979   35   0.03868   0.04715   0.01865   0.03154   0.08975
EST  1979   36   0.03240   0.03485   0.01999   0.02379   0.06698
EST  1979   37   0.02405   0.02827   0.01563   0.02040   0.09529
EST  1979   38   0.03259   0.02157   0.01170   0.01790   0.05736
EST  1979   39   0.01946   0.01486   0.00594   0.01680   0.05661
EST  1979   40   0.00920   0.01044   0.00643   0.00800   0.05093
EST  1979   41   0.01015   0.00598   0.00319   0.00849   0.03359
EST  1979   42   0.00730   0.00333   0.00243   0.00511   0.01799
EST  1979   43   0.00083   0.00260   0.00179   0.00000   0.01738
EST  1979   44   0.00169   0.00104   0.00096   0.00000   0.00725
EST  1979   45   0.00254   0.00070   0.00000   0.00000   0.00000
EST  1979   46   0.00000   0.00000   0.00023   0.00159   0.00417
EST  1979   47   0.00000   0.00000   0.00023   0.00000   0.00134
EST  1979   48   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1979   49   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1979   50   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1979   51   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1979   52   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1979   53   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1979   54   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1979   55+  0.00000   0.00000   0.00000   0.00000   0.00000
EST  1989   12-  0.00000         .         .         .         .
EST  1989   13   0.00018         .         .         .         .
EST  1989   14   0.00009         .         .         .         .
EST  1989   15   0.00206   0.00000         .         .         .
EST  1989   16   0.01202   0.02914   0.00000         .         .
EST  1989   17   0.03375   0.03632   0.06091         .         .
EST  1989   18   0.08571   0.07579   0.03827         .         .
EST  1989   19   0.14369   0.10300   0.09152   0.00000         .
EST  1989   20   0.19381   0.13702   0.06458   0.03382         .
EST  1989   21   0.21371   0.17449   0.06752   0.10439   0.00000
EST  1989   22   0.21958   0.16002   0.06886   0.11181   0.00000
EST  1989   23   0.22473   0.17898   0.08272   0.09157   0.17990
EST  1989   24   0.22522   0.18553   0.08540   0.09700   0.05289
EST  1989   25   0.20253   0.17663   0.07389   0.06939   0.06725
EST  1989   26   0.18689   0.16472   0.06826   0.07980   0.12555
EST  1989   27   0.15599   0.15941   0.06667   0.08641   0.19674
EST  1989   28   0.15280   0.14777   0.06131   0.08098   0.11314
EST  1989   29   0.13042   0.13528   0.05815   0.06287   0.16128
EST  1989   30   0.10432   0.12301   0.04865   0.06984   0.10880
EST  1989   31   0.08670   0.09498   0.04480   0.04461   0.12965
EST  1989   32   0.07047   0.07942   0.03936   0.04944   0.09740
EST  1989   33   0.06366   0.06980   0.03148   0.04955   0.11659
EST  1989   34   0.05946   0.05816   0.02877   0.03739   0.11091
EST  1989   35   0.03781   0.04148   0.02575   0.04276   0.10703
EST  1989   36   0.04820   0.03470   0.01802   0.02846   0.10741
EST  1989   37   0.02607   0.02646   0.01819   0.02688   0.07875
EST  1989   38   0.02239   0.01886   0.00960   0.02688   0.07889
EST  1989   39   0.02005   0.01770   0.00641   0.01675   0.07554
EST  1989   40   0.01241   0.00810   0.00563   0.01025   0.03208
EST  1989   41   0.01059   0.00511   0.00366   0.00702   0.02530
EST  1989   42   0.00646   0.00236   0.00245   0.00869   0.02791
EST  1989   43   0.00130   0.00243   0.00070   0.00081   0.00989
