Cumulative period fertility rates by birth order (Lexis squares)
Last modified: 25/09/2014
Code Year    Age     CPFR     CPFR1     CPFR2     CPFR3     CPFR4    CPFR5p
USA  1967    23     0.854     0.512     0.238     0.073     0.022     0.008
USA  1967    24     1.042     0.578     0.306     0.106     0.036     0.016
USA  1967    25     1.219     0.631     0.369     0.141     0.051     0.026
USA  1967    26     1.388     0.674     0.425     0.179     0.069     0.040
USA  1967    27     1.545     0.706     0.473     0.217     0.090     0.059
USA  1967    28     1.685     0.730     0.512     0.252     0.111     0.081
USA  1967    29     1.810     0.747     0.542     0.284     0.132     0.105
USA  1967    30     1.923     0.761     0.566     0.312     0.153     0.132
USA  1967    31     2.020     0.771     0.585     0.335     0.171     0.159
USA  1967    32     2.108     0.778     0.599     0.355     0.188     0.188
USA  1967    33     2.186     0.784     0.610     0.372     0.203     0.217
USA  1967    34     2.255     0.789     0.620     0.385     0.217     0.244
USA  1967    35     2.315     0.793     0.627     0.396     0.228     0.271
USA  1967    36     2.367     0.796     0.633     0.405     0.238     0.295
USA  1967    37     2.411     0.799     0.637     0.413     0.246     0.317
USA  1967    38     2.450     0.801     0.641     0.418     0.252     0.337
USA  1967    39     2.482     0.803     0.644     0.423     0.258     0.355
USA  1967    40     2.507     0.804     0.646     0.427     0.262     0.369
USA  1967    41     2.527     0.805     0.647     0.429     0.265     0.380
USA  1967    42     2.540     0.806     0.648     0.431     0.267     0.389
USA  1967    43     2.551     0.806     0.649     0.432     0.268     0.395
USA  1967    44     2.557     0.806     0.650     0.433     0.269     0.399
USA  1967    45     2.560     0.806     0.650     0.433     0.269     0.402
USA  1967    46     2.562     0.806     0.650     0.433     0.270     0.403
USA  1967    47     2.563     0.806     0.650     0.433     0.270     0.404
USA  1967    48     2.564     0.806     0.650     0.433     0.270     0.404
USA  1967    49     2.564     0.807     0.650     0.433     0.270     0.404
USA  1967    50     2.564     0.807     0.650     0.433     0.270     0.404
USA  1967    51     2.564     0.807     0.650     0.433     0.270     0.404
USA  1967    52     2.564     0.807     0.650     0.433     0.270     0.404
USA  1967    53     2.564     0.807     0.650     0.433     0.270     0.404
USA  1967    54     2.564     0.807     0.650     0.433     0.270     0.404
USA  1967    55     2.564     0.807     0.650     0.433     0.270     0.404
USA  1968    12     0.000     0.000     0.000     0.000     0.000     0.000
USA  1968    13     0.000     0.000     0.000     0.000     0.000     0.000
USA  1968    14     0.001     0.001     0.000     0.000     0.000     0.000
USA  1968    15     0.005     0.005     0.000     0.000     0.000     0.000
USA  1968    16     0.018     0.017     0.001     0.000     0.000     0.000
USA  1968    17     0.051     0.046     0.004     0.000     0.000     0.000
USA  1968    18     0.111     0.096     0.014     0.002     0.000     0.000
USA  1968    19     0.207     0.168     0.032     0.005     0.001     0.000
USA  1968    20     0.338     0.261     0.063     0.012     0.002     0.000
USA  1968    21     0.487     0.352     0.105     0.024     0.005     0.001
USA  1968    22     0.652     0.439     0.160     0.041     0.010     0.003
USA  1968    23     0.826     0.515     0.222     0.065     0.018     0.006
USA  1968    24     1.003     0.580     0.287     0.094     0.030     0.013
USA  1968    25     1.176     0.635     0.349     0.127     0.044     0.021
USA  1968    26     1.343     0.681     0.407     0.163     0.060     0.032
USA  1968    27     1.498     0.717     0.457     0.199     0.078     0.047
USA  1968    28     1.637     0.744     0.497     0.233     0.098     0.066
USA  1968    29     1.761     0.764     0.529     0.264     0.117     0.087
USA  1968    30     1.870     0.779     0.553     0.292     0.136     0.110
USA  1968    31     1.963     0.789     0.572     0.314     0.153     0.133
USA  1968    32     2.045     0.798     0.587     0.333     0.169     0.158
USA  1968    33     2.119     0.805     0.599     0.349     0.183     0.183
USA  1968    34     2.182     0.810     0.608     0.362     0.195     0.207
USA  1968    35     2.238     0.815     0.615     0.372     0.206     0.231
USA  1968    36     2.287     0.818     0.620     0.381     0.215     0.253
USA  1968    37     2.328     0.821     0.625     0.387     0.222     0.273
USA  1968    38     2.363     0.824     0.628     0.393     0.228     0.291
USA  1968    39     2.393     0.825     0.631     0.397     0.233     0.307
USA  1968    40     2.416     0.827     0.633     0.400     0.236     0.320
USA  1968    41     2.434     0.828     0.634     0.402     0.239     0.330
USA  1968    42     2.446     0.829     0.635     0.404     0.241     0.338
USA  1968    43     2.455     0.829     0.636     0.404     0.242     0.344
USA  1968    44     2.461     0.830     0.636     0.405     0.243     0.348
USA  1968    45     2.464     0.830     0.636     0.405     0.243     0.350
USA  1968    46     2.466     0.830     0.637     0.406     0.244     0.351
USA  1968    47     2.467     0.830     0.637     0.406     0.244     0.351
USA  1968    48     2.467     0.830     0.637     0.406     0.244     0.352
USA  1968    49     2.467     0.830     0.637     0.406     0.244     0.352
USA  1968    50     2.467     0.830     0.637     0.406     0.244     0.352
USA  1968    51     2.467     0.830     0.637     0.406     0.244     0.352
USA  1968    52     2.467     0.830     0.637     0.406     0.244     0.352
USA  1968    53     2.467     0.830     0.637     0.406     0.244     0.352
USA  1968    54     2.467     0.830     0.637     0.406     0.244     0.352
USA  1968    55     2.467     0.830     0.637     0.406     0.244     0.352
USA  1969    12     0.000     0.000     0.000     0.000     0.000     0.000
USA  1969    13     0.000     0.000     0.000     0.000     0.000     0.000
USA  1969    14     0.001     0.001     0.000     0.000     0.000     0.000
USA  1969    15     0.005     0.005     0.000     0.000     0.000     0.000
USA  1969    16     0.019     0.018     0.001     0.000     0.000     0.000
USA  1969    17     0.053     0.048     0.004     0.000     0.000     0.000
USA  1969    18     0.114     0.099     0.013     0.001     0.000     0.000
USA  1969    19     0.209     0.172     0.032     0.005     0.001     0.000
USA  1969    20     0.338     0.263     0.061     0.011     0.002     0.001
USA  1969    21     0.484     0.353     0.103     0.022     0.005     0.001
USA  1969    22     0.648     0.440     0.157     0.039     0.009     0.003
USA  1969    23     0.821     0.518     0.220     0.061     0.016     0.006
USA  1969    24     1.000     0.586     0.285     0.090     0.027     0.011
USA  1969    25     1.170     0.641     0.348     0.122     0.040     0.019
USA  1969    26     1.338     0.687     0.407     0.158     0.056     0.030
USA  1969    27     1.498     0.725     0.461     0.196     0.073     0.043
USA  1969    28     1.640     0.753     0.505     0.232     0.093     0.059
USA  1969    29     1.768     0.773     0.540     0.264     0.113     0.078
USA  1969    30     1.879     0.788     0.567     0.293     0.132     0.100
USA  1969    31     1.972     0.799     0.587     0.317     0.149     0.122
USA  1969    32     2.055     0.807     0.602     0.337     0.164     0.145
USA  1969    33     2.128     0.814     0.614     0.353     0.179     0.168
USA  1969    34     2.190     0.818     0.623     0.366     0.191     0.191
USA  1969    35     2.244     0.822     0.631     0.377     0.201     0.213
USA  1969    36     2.291     0.826     0.636     0.385     0.210     0.234
USA  1969    37     2.329     0.828     0.640     0.391     0.217     0.253
USA  1969    38     2.361     0.830     0.644     0.396     0.222     0.269
USA  1969    39     2.388     0.832     0.646     0.400     0.227     0.284
USA  1969    40     2.410     0.833     0.648     0.403     0.230     0.296
USA  1969    41     2.427     0.834     0.650     0.405     0.233     0.305
USA  1969    42     2.438     0.835     0.651     0.406     0.234     0.312
USA  1969    43     2.446     0.835     0.651     0.407     0.235     0.317
USA  1969    44     2.451     0.835     0.652     0.408     0.236     0.321
USA  1969    45     2.454     0.835     0.652     0.408     0.236     0.323
USA  1969    46     2.456     0.835     0.652     0.408     0.237     0.324
USA  1969    47     2.457     0.835     0.652     0.408     0.237     0.324
USA  1969    48     2.457     0.835     0.652     0.408     0.237     0.324
USA  1969    49     2.457     0.835     0.652     0.408     0.237     0.325
USA  1969    50     2.457     0.835     0.652     0.408     0.237     0.325
USA  1969    51     2.457     0.835     0.652     0.408     0.237     0.325
USA  1969    52     2.457     0.835     0.652     0.408     0.237     0.325
USA  1969    53     2.457     0.835     0.652     0.408     0.237     0.325
USA  1969    54     2.457     0.835     0.652     0.408     0.237     0.325
USA  1969    55     2.457     0.835     0.652     0.408     0.237     0.325
USA  1970    12     0.000     0.000     0.000     0.000     0.000     0.000
USA  1970    13     0.000     0.000     0.000     0.000     0.000     0.000
USA  1970    14     0.001     0.001     0.000     0.000     0.000     0.000
USA  1970    15     0.006     0.006     0.000     0.000     0.000     0.000
USA  1970    16     0.021     0.020     0.001     0.000     0.000     0.000
USA  1970    17     0.058     0.053     0.005     0.000     0.000     0.000
USA  1970    18     0.123     0.107     0.014     0.001     0.000     0.000
USA  1970    19     0.221     0.183     0.032     0.004     0.001     0.000
USA  1970    20     0.350     0.276     0.062     0.011     0.002     0.000
USA  1970    21     0.496     0.366     0.104     0.021     0.004     0.001
USA  1970    22     0.659     0.452     0.158     0.038     0.009     0.002
USA  1970    23     0.831     0.531     0.220     0.060     0.015     0.005
USA  1970    24     1.008     0.601     0.286     0.088     0.025     0.009
USA  1970    25     1.181     0.658     0.350     0.119     0.037     0.016
USA  1970    26     1.349     0.706     0.409     0.155     0.052     0.026
USA  1970    27     1.509     0.745     0.464     0.193     0.069     0.038
USA  1970    28     1.654     0.774     0.511     0.229     0.088     0.053
USA  1970    29     1.784     0.796     0.549     0.263     0.107     0.070
USA  1970    30     1.898     0.812     0.578     0.293     0.126     0.090
USA  1970    31     1.992     0.823     0.599     0.318     0.143     0.110
USA  1970    32     2.075     0.832     0.615     0.338     0.159     0.132
USA  1970    33     2.147     0.838     0.627     0.355     0.173     0.154
USA  1970    34     2.207     0.843     0.636     0.368     0.185     0.175
USA  1970    35     2.259     0.847     0.643     0.378     0.194     0.196
USA  1970    36     2.304     0.851     0.649     0.386     0.203     0.215
USA  1970    37     2.341     0.853     0.653     0.392     0.209     0.233
USA  1970    38     2.371     0.855     0.656     0.397     0.215     0.248
USA  1970    39     2.397     0.857     0.659     0.401     0.219     0.262
USA  1970    40     2.417     0.858     0.661     0.403     0.222     0.273
USA  1970    41     2.433     0.859     0.662     0.405     0.225     0.283
USA  1970    42     2.443     0.859     0.663     0.407     0.226     0.289
USA  1970    43     2.451     0.859     0.663     0.407     0.227     0.294
USA  1970    44     2.456     0.860     0.664     0.408     0.228     0.297
USA  1970    45     2.458     0.860     0.664     0.408     0.228     0.298
USA  1970    46     2.460     0.860     0.664     0.408     0.228     0.299
USA  1970    47     2.460     0.860     0.664     0.408     0.228     0.300
USA  1970    48     2.461     0.860     0.664     0.408     0.228     0.300
USA  1970    49     2.461     0.860     0.664     0.408     0.228     0.300
USA  1970    50     2.461     0.860     0.664     0.408     0.228     0.300
USA  1970    51     2.461     0.860     0.664     0.408     0.228     0.300
USA  1970    52     2.461     0.860     0.664     0.408     0.228     0.300
USA  1970    53     2.461     0.860     0.664     0.408     0.228     0.300
USA  1970    54     2.461     0.860     0.664     0.408     0.228     0.300
USA  1970    55     2.461     0.860     0.664     0.408     0.228     0.300
USA  1971    12     0.000     0.000     0.000     0.000     0.000     0.000
USA  1971    13     0.000     0.000     0.000     0.000     0.000     0.000
USA  1971    14     0.001     0.001     0.000     0.000     0.000     0.000
USA  1971    15     0.006     0.005     0.000     0.000     0.000     0.000
USA  1971    16     0.021     0.020     0.001     0.000     0.000     0.000
USA  1971    17     0.058     0.053     0.004     0.000     0.000     0.000
USA  1971    18     0.121     0.106     0.013     0.001     0.000     0.000
USA  1971    19     0.213     0.178     0.031     0.004     0.000     0.000
USA  1971    20     0.332     0.262     0.059     0.010     0.001     0.000
USA  1971    21     0.464     0.342     0.098     0.019     0.004     0.001
USA  1971    22     0.611     0.419     0.148     0.035     0.007     0.002
USA  1971    23     0.767     0.489     0.206     0.054     0.013     0.004
USA  1971    24     0.931     0.554     0.268     0.080     0.022     0.008
USA  1971    25     1.088     0.608     0.327     0.108     0.032     0.013
USA  1971    26     1.245     0.655     0.384     0.140     0.045     0.021
USA  1971    27     1.392     0.692     0.435     0.173     0.060     0.031
USA  1971    28     1.527     0.721     0.480     0.206     0.076     0.044
USA  1971    29     1.648     0.742     0.517     0.237     0.093     0.058
USA  1971    30     1.754     0.758     0.546     0.265     0.110     0.074
USA  1971    31     1.842     0.769     0.567     0.288     0.126     0.092
USA  1971    32     1.919     0.778     0.583     0.306     0.140     0.111
USA  1971    33     1.985     0.784     0.596     0.322     0.153     0.131
USA  1971    34     2.041     0.789     0.605     0.334     0.164     0.150
USA  1971    35     2.087     0.793     0.611     0.343     0.173     0.168
USA  1971    36     2.128     0.796     0.617     0.350     0.180     0.185
USA  1971    37     2.162     0.798     0.621     0.356     0.186     0.201
USA  1971    38     2.189     0.800     0.624     0.360     0.191     0.215
USA  1971    39     2.213     0.801     0.626     0.363     0.195     0.228
USA  1971    40     2.230     0.802     0.627     0.366     0.197     0.238
USA  1971    41     2.244     0.803     0.629     0.367     0.199     0.246
USA  1971    42     2.253     0.803     0.629     0.368     0.201     0.251
USA  1971    43     2.260     0.804     0.630     0.369     0.201     0.256
USA  1971    44     2.264     0.804     0.630     0.370     0.202     0.258
USA  1971    45     2.266     0.804     0.630     0.370     0.202     0.260
USA  1971    46     2.267     0.804     0.630     0.370     0.202     0.261
USA  1971    47     2.268     0.804     0.630     0.370     0.202     0.261
USA  1971    48     2.268     0.804     0.630     0.370     0.202     0.261
USA  1971    49     2.268     0.804     0.630     0.370     0.202     0.261
USA  1971    50     2.268     0.804     0.630     0.370     0.202     0.261
USA  1971    51     2.268     0.804     0.630     0.370     0.202     0.261
USA  1971    52     2.268     0.804     0.630     0.370     0.202     0.261
USA  1971    53     2.268     0.804     0.630     0.370     0.202     0.261
USA  1971    54     2.268     0.804     0.630     0.370     0.202     0.261
USA  1971    55     2.268     0.804     0.630     0.370     0.202     0.261
USA  1972    12     0.000     0.000     0.000     0.000     0.000     0.000
USA  1972    13     0.000     0.000     0.000     0.000     0.000     0.000
USA  1972    14     0.001     0.001     0.000     0.000     0.000     0.000
USA  1972    15     0.006     0.006     0.000     0.000     0.000     0.000
USA  1972    16     0.022     0.021     0.001     0.000     0.000     0.000
USA  1972    17     0.060     0.056     0.004     0.000     0.000     0.000
USA  1972    18     0.124     0.110     0.012     0.001     0.000     0.000
USA  1972    19     0.212     0.179     0.029     0.004     0.000     0.000
USA  1972    20     0.318     0.254     0.054     0.008     0.001     0.000
USA  1972    21     0.434     0.325     0.088     0.017     0.003     0.001
USA  1972    22     0.559     0.391     0.132     0.029     0.006     0.002
USA  1972    23     0.692     0.451     0.182     0.045     0.011     0.003
USA  1972    24     0.832     0.507     0.236     0.065     0.018     0.006
USA  1972    25     0.969     0.556     0.289     0.088     0.026     0.010
USA  1972    26     1.106     0.600     0.342     0.114     0.035     0.015
USA  1972    27     1.238     0.636     0.391     0.141     0.047     0.023
USA  1972    28     1.356     0.664     0.432     0.168     0.060     0.032
USA  1972    29     1.463     0.684     0.469     0.194     0.073     0.043
USA  1972    30     1.557     0.700     0.498     0.218     0.087     0.055
USA  1972    31     1.635     0.711     0.519     0.238     0.099     0.068
USA  1972    32     1.703     0.719     0.536     0.254     0.111     0.083
USA  1972    33     1.762     0.725     0.548     0.268     0.122     0.098
USA  1972    34     1.811     0.730     0.557     0.279     0.131     0.113
USA  1972    35     1.851     0.734     0.564     0.287     0.139     0.128
USA  1972    36     1.885     0.736     0.569     0.294     0.145     0.142
USA  1972    37     1.915     0.739     0.572     0.299     0.150     0.155
USA  1972    38     1.940     0.740     0.575     0.303     0.155     0.167
USA  1972    39     1.960     0.742     0.577     0.305     0.158     0.177
USA  1972    40     1.975     0.743     0.579     0.308     0.160     0.186
USA  1972    41     1.987     0.743     0.580     0.309     0.162     0.192
USA  1972    42     1.995     0.744     0.581     0.310     0.163     0.197
USA  1972    43     2.001     0.744     0.581     0.311     0.164     0.201
USA  1972    44     2.004     0.744     0.582     0.311     0.164     0.203
USA  1972    45     2.006     0.744     0.582     0.311     0.164     0.205
USA  1972    46     2.007     0.744     0.582     0.311     0.165     0.206
USA  1972    47     2.008     0.744     0.582     0.311     0.165     0.206
USA  1972    48     2.008     0.744     0.582     0.311     0.165     0.206
USA  1972    49     2.008     0.744     0.582     0.311     0.165     0.206
USA  1972    50     2.008     0.744     0.582     0.311     0.165     0.206
USA  1972    51     2.008     0.744     0.582     0.311     0.165     0.206
USA  1972    52     2.008     0.744     0.582     0.311     0.165     0.206
USA  1972    53     2.008     0.744     0.582     0.311     0.165     0.206
USA  1972    54     2.008     0.744     0.582     0.311     0.165     0.206
USA  1972    55     2.008     0.744     0.582     0.311     0.165     0.206
USA  1973    12     0.000     0.000     0.000     0.000     0.000     0.000
USA  1973    13     0.000     0.000     0.000     0.000     0.000     0.000
USA  1973    14     0.001     0.001     0.000     0.000     0.000     0.000
USA  1973    15     0.006     0.006     0.000     0.000     0.000     0.000
USA  1973    16     0.023     0.022     0.001     0.000     0.000     0.000
USA  1973    17     0.060     0.056     0.004     0.000     0.000     0.000
USA  1973    18     0.123     0.109     0.012     0.001     0.000     0.000
USA  1973    19     0.207     0.175     0.028     0.003     0.000     0.000
USA  1973    20     0.305     0.245     0.052     0.008     0.001     0.000
USA  1973    21     0.412     0.310     0.084     0.015     0.003     0.000
USA  1973    22     0.528     0.371     0.125     0.026     0.005     0.001
USA  1973    23     0.650     0.426     0.171     0.041     0.009     0.003
USA  1973    24     0.779     0.478     0.222     0.059     0.015     0.005
USA  1973    25     0.905     0.524     0.273     0.079     0.021     0.008
USA  1973    26     1.033     0.566     0.323     0.101     0.030     0.012
USA  1973    27     1.157     0.603     0.372     0.125     0.039     0.018
USA  1973    28     1.270     0.631     0.415     0.150     0.049     0.025
USA  1973    29     1.372     0.653     0.452     0.174     0.061     0.034
USA  1973    30     1.460     0.668     0.481     0.195     0.072     0.043
USA  1973    31     1.533     0.680     0.502     0.214     0.083     0.054
USA  1973    32     1.597     0.689     0.519     0.230     0.094     0.065
USA  1973    33     1.650     0.695     0.531     0.243     0.103     0.078
USA  1973    34     1.696     0.700     0.541     0.253     0.111     0.091
USA  1973    35     1.732     0.703     0.548     0.261     0.118     0.103
USA  1973    36     1.763     0.706     0.553     0.267     0.123     0.114
USA  1973    37     1.789     0.708     0.556     0.272     0.128     0.125
USA  1973    38     1.811     0.710     0.559     0.275     0.132     0.135
USA  1973    39     1.828     0.711     0.561     0.278     0.134     0.144
USA  1973    40     1.842     0.712     0.563     0.280     0.137     0.151
USA  1973    41     1.852     0.712     0.564     0.281     0.138     0.157
USA  1973    42     1.859     0.713     0.564     0.282     0.139     0.162
USA  1973    43     1.865     0.713     0.565     0.282     0.140     0.165
USA  1973    44     1.868     0.713     0.565     0.283     0.140     0.167
USA  1973    45     1.869     0.713     0.565     0.283     0.140     0.168
USA  1973    46     1.870     0.714     0.565     0.283     0.140     0.169
USA  1973    47     1.871     0.714     0.565     0.283     0.140     0.169
USA  1973    48     1.871     0.714     0.565     0.283     0.140     0.169
USA  1973    49     1.871     0.714     0.565     0.283     0.140     0.169
USA  1973    50     1.871     0.714     0.565     0.283     0.140     0.169
USA  1973    51     1.871     0.714     0.565     0.283     0.140     0.169
USA  1973    52     1.871     0.714     0.565     0.283     0.140     0.169
USA  1973    53     1.871     0.714     0.565     0.283     0.140     0.169
USA  1973    54     1.871     0.714     0.565     0.283     0.140     0.169
USA  1973    55     1.871     0.714     0.565     0.283     0.140     0.169
USA  1974    12     0.000     0.000     0.000     0.000     0.000     0.000
USA  1974    13     0.000     0.000     0.000     0.000     0.000     0.000
USA  1974    14     0.001     0.001     0.000     0.000     0.000     0.000
USA  1974    15     0.006     0.006     0.000     0.000     0.000     0.000
USA  1974    16     0.022     0.021     0.001     0.000     0.000     0.000
USA  1974    17     0.058     0.054     0.004     0.000     0.000     0.000
USA  1974    18     0.118     0.105     0.012     0.001     0.000     0.000
USA  1974    19     0.199     0.168     0.028     0.003     0.000     0.000
USA  1974    20     0.295     0.235     0.052     0.007     0.001     0.000
USA  1974    21     0.400     0.298     0.085     0.015     0.002     0.000
USA  1974    22     0.514     0.358     0.125     0.025     0.005     0.001
USA  1974    23     0.635     0.415     0.171     0.039     0.008     0.002
USA  1974    24     0.761     0.466     0.221     0.056     0.013     0.004
USA  1974    25     0.885     0.513     0.271     0.075     0.019     0.007
USA  1974    26     1.011     0.556     0.321     0.097     0.027     0.010
USA  1974    27     1.134     0.595     0.370     0.120     0.035     0.015
USA  1974    28     1.247     0.625     0.415     0.143     0.044     0.020
USA  1974    29     1.351     0.649     0.453     0.166     0.054     0.028
USA  1974    30     1.436     0.666     0.483     0.186     0.064     0.036
USA  1974    31     1.508     0.679     0.506     0.204     0.074     0.045
USA  1974    32     1.570     0.688     0.524     0.220     0.083     0.054
USA  1974    33     1.623     0.695     0.538     0.233     0.092     0.064
USA  1974    34     1.666     0.700     0.548     0.244     0.100     0.075
USA  1974    35     1.701     0.704     0.554     0.251     0.106     0.085
USA  1974    36     1.730     0.707     0.560     0.257     0.111     0.095
USA  1974    37     1.754     0.709     0.563     0.262     0.115     0.104
USA  1974    38     1.773     0.711     0.566     0.265     0.119     0.113
USA  1974    39     1.789     0.712     0.568     0.267     0.121     0.121
USA  1974    40     1.802     0.713     0.569     0.269     0.123     0.127
USA  1974    41     1.811     0.714     0.570     0.270     0.124     0.132
USA  1974    42     1.817     0.714     0.571     0.271     0.125     0.136
USA  1974    43     1.822     0.714     0.571     0.271     0.126     0.139
USA  1974    44     1.824     0.714     0.571     0.272     0.126     0.141
USA  1974    45     1.826     0.714     0.571     0.272     0.126     0.142
USA  1974    46     1.827     0.715     0.571     0.272     0.127     0.142
USA  1974    47     1.827     0.715     0.571     0.272     0.127     0.143
USA  1974    48     1.827     0.715     0.571     0.272     0.127     0.143
USA  1974    49     1.827     0.715     0.572     0.272     0.127     0.143
USA  1974    50     1.827     0.715     0.572     0.272     0.127     0.143
USA  1974    51     1.827     0.715     0.572     0.272     0.127     0.143
USA  1974    52     1.827     0.715     0.572     0.272     0.127     0.143
USA  1974    53     1.827     0.715     0.572     0.272     0.127     0.143
USA  1974    54     1.827     0.715     0.572     0.272     0.127     0.143
USA  1974    55     1.827     0.715     0.572     0.272     0.127     0.143
USA  1975    12     0.000     0.000     0.000     0.000     0.000     0.000
USA  1975    13     0.000     0.000     0.000     0.000     0.000     0.000
USA  1975    14     0.001     0.001     0.000     0.000     0.000     0.000
USA  1975    15     0.006     0.006     0.000     0.000     0.000     0.000
USA  1975    16     0.022     0.021     0.001     0.000     0.000     0.000
USA  1975    17     0.057     0.053     0.004     0.000     0.000     0.000
USA  1975    18     0.114     0.102     0.012     0.001     0.000     0.000
USA  1975    19     0.192     0.162     0.027     0.003     0.000     0.000
USA  1975    20     0.284     0.226     0.051     0.007     0.001     0.000
USA  1975    21     0.386     0.286     0.082     0.014     0.002     0.000
USA  1975    22     0.495     0.344     0.121     0.025     0.005     0.001
USA  1975    23     0.611     0.398     0.166     0.038     0.008     0.002
USA  1975    24     0.732     0.449     0.213     0.054     0.012     0.003
USA  1975    25     0.852     0.495     0.260     0.073     0.018     0.006
USA  1975    26     0.973     0.538     0.308     0.093     0.025     0.009
USA  1975    27     1.091     0.575     0.354     0.115     0.033     0.013
USA  1975    28     1.201     0.607     0.397     0.138     0.041     0.018
USA  1975    29     1.302     0.632     0.436     0.160     0.050     0.024
USA  1975    30     1.388     0.650     0.467     0.181     0.060     0.031
USA  1975    31     1.459     0.663     0.490     0.198     0.069     0.039
USA  1975    32     1.520     0.673     0.509     0.214     0.077     0.047
USA  1975    33     1.571     0.680     0.523     0.227     0.086     0.056
USA  1975    34     1.614     0.685     0.533     0.237     0.093     0.065
USA  1975    35     1.648     0.690     0.540     0.245     0.099     0.074
USA  1975    36     1.677     0.693     0.545     0.251     0.104     0.084
USA  1975    37     1.699     0.695     0.549     0.256     0.108     0.092
USA  1975    38     1.718     0.697     0.552     0.259     0.111     0.100
USA  1975    39     1.733     0.698     0.554     0.262     0.113     0.107
USA  1975    40     1.744     0.699     0.555     0.263     0.115     0.112
USA  1975    41     1.753     0.699     0.556     0.264     0.116     0.117
USA  1975    42     1.759     0.700     0.557     0.265     0.117     0.121
USA  1975    43     1.763     0.700     0.557     0.265     0.118     0.123
USA  1975    44     1.766     0.700     0.557     0.266     0.118     0.125
USA  1975    45     1.767     0.700     0.557     0.266     0.118     0.126
USA  1975    46     1.768     0.700     0.557     0.266     0.118     0.127
USA  1975    47     1.769     0.700     0.557     0.266     0.118     0.127
USA  1975    48     1.769     0.700     0.557     0.266     0.118     0.127
USA  1975    49     1.769     0.700     0.557     0.266     0.118     0.127
USA  1975    50     1.769     0.700     0.557     0.266     0.118     0.127
USA  1975    51     1.769     0.700     0.557     0.266     0.118     0.127
USA  1975    52     1.769     0.700     0.557     0.266     0.118     0.127
USA  1975    53     1.769     0.700     0.557     0.266     0.118     0.127
USA  1975    54     1.769     0.700     0.557     0.266     0.118     0.127
USA  1975    55     1.769     0.700     0.557     0.266     0.118     0.127
USA  1976    12     0.000     0.000     0.000     0.000     0.000     0.000
USA  1976    13     0.000     0.000     0.000     0.000     0.000     0.000
USA  1976    14     0.001     0.001     0.000     0.000     0.000     0.000
USA  1976    15     0.006     0.006     0.000     0.000     0.000     0.000
USA  1976    16     0.021     0.020     0.001     0.000     0.000     0.000
USA  1976    17     0.055     0.051     0.004     0.000     0.000     0.000
USA  1976    18     0.108     0.096     0.011     0.001     0.000     0.000
USA  1976    19     0.182     0.152     0.026     0.003     0.000     0.000
USA  1976    20     0.270     0.213     0.049     0.007     0.001     0.000
USA  1976    21     0.367     0.271     0.080     0.014     0.002     0.000
USA  1976    22     0.474     0.327     0.117     0.024     0.004     0.001
USA  1976    23     0.587     0.380     0.160     0.037     0.008     0.002
USA  1976    24     0.705     0.430     0.206     0.053     0.012     0.003
USA  1976    25     0.822     0.477     0.252     0.071     0.017     0.005
USA  1976    26     0.941     0.520     0.298     0.091     0.024     0.008
USA  1976    27     1.058     0.558     0.343     0.113     0.031     0.012
USA  1976    28     1.167     0.590     0.385     0.136     0.039     0.017
USA  1976    29     1.270     0.617     0.425     0.158     0.048     0.022
USA  1976    30     1.357     0.637     0.457     0.178     0.057     0.028
USA  1976    31     1.432     0.652     0.483     0.197     0.065     0.035
USA  1976    32     1.494     0.662     0.502     0.213     0.074     0.043
USA  1976    33     1.546     0.670     0.517     0.227     0.081     0.051
USA  1976    34     1.588     0.676     0.528     0.237     0.088     0.059
USA  1976    35     1.622     0.680     0.536     0.246     0.094     0.067
USA  1976    36     1.650     0.683     0.541     0.252     0.099     0.075
USA  1976    37     1.673     0.685     0.545     0.257     0.103     0.083
USA  1976    38     1.691     0.687     0.548     0.260     0.106     0.090
USA  1976    39     1.706     0.689     0.550     0.262     0.108     0.097
USA  1976    40     1.716     0.689     0.551     0.264     0.110     0.102
USA  1976    41     1.724     0.690     0.552     0.265     0.111     0.106
USA  1976    42     1.730     0.690     0.553     0.266     0.112     0.109
USA  1976    43     1.734     0.691     0.553     0.266     0.112     0.112
USA  1976    44     1.736     0.691     0.553     0.266     0.112     0.113
USA  1976    45     1.738     0.691     0.553     0.267     0.113     0.114
USA  1976    46     1.738     0.691     0.553     0.267     0.113     0.115
USA  1976    47     1.739     0.691     0.554     0.267     0.113     0.115
USA  1976    48     1.739     0.691     0.554     0.267     0.113     0.115
USA  1976    49     1.739     0.691     0.554     0.267     0.113     0.115
USA  1976    50     1.739     0.691     0.554     0.267     0.113     0.115
USA  1976    51     1.739     0.691     0.554     0.267     0.113     0.115
USA  1976    52     1.739     0.691     0.554     0.267     0.113     0.115
USA  1976    53     1.739     0.691     0.554     0.267     0.113     0.115
USA  1976    54     1.739     0.691     0.554     0.267     0.113     0.115
USA  1976    55     1.739     0.691     0.554     0.267     0.113     0.115
USA  1977    12     0.000     0.000     0.000     0.000     0.000     0.000
USA  1977    13     0.000     0.000     0.000     0.000     0.000     0.000
USA  1977    14     0.001     0.001     0.000     0.000     0.000     0.000
USA  1977    15     0.006     0.005     0.000     0.000     0.000     0.000
USA  1977    16     0.020     0.020     0.001     0.000     0.000     0.000
