Cumulative period fertility rates by birth order (Lexis squares)
Last modified: 25/09/2014
Code Year    Age     CPFR     CPFR1     CPFR2     CPFR3     CPFR4    CPFR5p
CZE  1962    22     0.615     0.482     0.116     0.015     0.002     0.000
CZE  1962    23     0.822     0.602     0.188     0.028     0.004     0.001
CZE  1962    24     1.011     0.693     0.263     0.046     0.007     0.002
CZE  1962    25     1.193     0.769     0.341     0.068     0.012     0.004
CZE  1962    26     1.352     0.822     0.413     0.093     0.018     0.006
CZE  1962    27     1.491     0.861     0.480     0.117     0.024     0.010
CZE  1962    28     1.610     0.888     0.536     0.142     0.031     0.014
CZE  1962    29     1.709     0.908     0.581     0.164     0.037     0.018
CZE  1962    30     1.793     0.922     0.619     0.186     0.043     0.023
CZE  1962    31     1.863     0.933     0.648     0.203     0.050     0.028
CZE  1962    32     1.918     0.941     0.671     0.218     0.055     0.034
CZE  1962    33     1.968     0.948     0.688     0.230     0.061     0.040
CZE  1962    34     2.007     0.953     0.702     0.241     0.066     0.046
CZE  1962    35     2.039     0.958     0.712     0.250     0.070     0.051
CZE  1962    36     2.067     0.962     0.720     0.257     0.073     0.056
CZE  1962    37     2.090     0.964     0.725     0.262     0.076     0.061
CZE  1962    38     2.107     0.966     0.730     0.266     0.079     0.065
CZE  1962    39     2.120     0.968     0.733     0.269     0.081     0.069
CZE  1962    40     2.131     0.970     0.735     0.271     0.082     0.072
CZE  1962    41     2.139     0.971     0.737     0.273     0.084     0.075
CZE  1962    42     2.144     0.972     0.737     0.274     0.084     0.077
CZE  1962    43     2.148     0.972     0.738     0.274     0.085     0.079
CZE  1962    44     2.150     0.972     0.738     0.275     0.085     0.080
CZE  1962    45     2.151     0.972     0.738     0.275     0.085     0.080
CZE  1962    46     2.152     0.973     0.738     0.275     0.086     0.081
CZE  1962    47     2.152     0.973     0.738     0.275     0.086     0.081
CZE  1962    48     2.152     0.973     0.738     0.275     0.086     0.081
CZE  1962    49     2.152     0.973     0.738     0.275     0.086     0.081
CZE  1962    50     2.152     0.973     0.738     0.275     0.086     0.081
CZE  1962    51     2.152     0.973     0.738     0.275     0.086     0.081
CZE  1962    52     2.152     0.973     0.738     0.275     0.086     0.081
CZE  1962    53     2.152     0.973     0.738     0.275     0.086     0.081
CZE  1962    54     2.152     0.973     0.738     0.275     0.086     0.081
CZE  1962    55     2.152     0.973     0.738     0.275     0.086     0.081
CZE  1963    12     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1963    13     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1963    14     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1963    15     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1963    16     0.001     0.001     0.000     0.000     0.000     0.000
CZE  1963    17     0.008     0.007     0.000     0.000     0.000     0.000
CZE  1963    18     0.036     0.034     0.002     0.000     0.000     0.000
CZE  1963    19     0.112     0.104     0.008     0.000     0.000     0.000
CZE  1963    20     0.255     0.227     0.026     0.002     0.000     0.000
CZE  1963    21     0.443     0.373     0.063     0.006     0.001     0.000
CZE  1963    22     0.654     0.517     0.121     0.015     0.002     0.000
CZE  1963    23     0.871     0.638     0.198     0.030     0.004     0.001
CZE  1963    24     1.081     0.734     0.286     0.051     0.008     0.002
CZE  1963    25     1.268     0.806     0.370     0.076     0.013     0.004
CZE  1963    26     1.445     0.863     0.453     0.103     0.019     0.007
CZE  1963    27     1.598     0.904     0.528     0.130     0.026     0.011
CZE  1963    28     1.730     0.931     0.593     0.158     0.033     0.015
CZE  1963    29     1.844     0.952     0.647     0.184     0.041     0.020
CZE  1963    30     1.940     0.967     0.690     0.208     0.049     0.026
CZE  1963    31     2.021     0.978     0.725     0.230     0.056     0.032
CZE  1963    32     2.088     0.987     0.752     0.248     0.063     0.039
CZE  1963    33     2.144     0.993     0.772     0.263     0.070     0.046
CZE  1963    34     2.190     0.999     0.787     0.276     0.075     0.053
CZE  1963    35     2.228     1.004     0.799     0.287     0.080     0.059
CZE  1963    36     2.258     1.007     0.807     0.295     0.085     0.065
CZE  1963    37     2.284     1.010     0.814     0.302     0.088     0.070
CZE  1963    38     2.305     1.013     0.819     0.307     0.091     0.076
CZE  1963    39     2.320     1.015     0.822     0.310     0.093     0.080
CZE  1963    40     2.331     1.016     0.825     0.313     0.094     0.083
CZE  1963    41     2.339     1.017     0.826     0.315     0.096     0.086
CZE  1963    42     2.344     1.018     0.827     0.315     0.096     0.088
CZE  1963    43     2.348     1.018     0.827     0.316     0.097     0.090
CZE  1963    44     2.350     1.018     0.828     0.317     0.097     0.091
CZE  1963    45     2.352     1.018     0.828     0.317     0.097     0.091
CZE  1963    46     2.352     1.018     0.828     0.317     0.097     0.092
CZE  1963    47     2.353     1.018     0.828     0.317     0.097     0.092
CZE  1963    48     2.353     1.018     0.828     0.317     0.097     0.092
CZE  1963    49     2.353     1.018     0.828     0.317     0.097     0.092
CZE  1963    50     2.353     1.018     0.828     0.317     0.097     0.092
CZE  1963    51     2.353     1.018     0.828     0.317     0.097     0.092
CZE  1963    52     2.353     1.018     0.828     0.317     0.097     0.092
CZE  1963    53     2.353     1.018     0.828     0.317     0.097     0.092
CZE  1963    54     2.353     1.018     0.828     0.317     0.097     0.092
CZE  1963    55     2.353     1.018     0.828     0.317     0.097     0.092
CZE  1964    12     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1964    13     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1964    14     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1964    15     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1964    16     0.001     0.001     0.000     0.000     0.000     0.000
CZE  1964    17     0.008     0.008     0.000     0.000     0.000     0.000
CZE  1964    18     0.035     0.033     0.002     0.000     0.000     0.000
CZE  1964    19     0.110     0.102     0.008     0.000     0.000     0.000
CZE  1964    20     0.252     0.225     0.025     0.002     0.000     0.000
CZE  1964    21     0.447     0.376     0.063     0.006     0.001     0.000
CZE  1964    22     0.657     0.516     0.124     0.015     0.002     0.000
CZE  1964    23     0.868     0.634     0.199     0.029     0.004     0.001
CZE  1964    24     1.071     0.727     0.284     0.050     0.008     0.002
CZE  1964    25     1.261     0.797     0.370     0.077     0.014     0.004
CZE  1964    26     1.433     0.849     0.452     0.105     0.020     0.007
CZE  1964    27     1.588     0.887     0.527     0.136     0.027     0.011
CZE  1964    28     1.725     0.916     0.593     0.165     0.036     0.016
CZE  1964    29     1.844     0.936     0.649     0.194     0.044     0.021
CZE  1964    30     1.943     0.951     0.693     0.220     0.053     0.027
CZE  1964    31     2.028     0.962     0.729     0.243     0.060     0.033
CZE  1964    32     2.098     0.970     0.758     0.263     0.068     0.040
CZE  1964    33     2.159     0.977     0.780     0.280     0.074     0.047
CZE  1964    34     2.208     0.982     0.795     0.296     0.081     0.054
CZE  1964    35     2.250     0.987     0.808     0.308     0.087     0.060
CZE  1964    36     2.283     0.990     0.817     0.318     0.092     0.067
CZE  1964    37     2.310     0.993     0.824     0.326     0.095     0.072
CZE  1964    38     2.332     0.996     0.829     0.331     0.099     0.077
CZE  1964    39     2.347     0.997     0.833     0.335     0.101     0.082
CZE  1964    40     2.359     0.999     0.835     0.337     0.103     0.085
CZE  1964    41     2.368     1.000     0.837     0.339     0.104     0.088
CZE  1964    42     2.374     1.001     0.838     0.341     0.105     0.091
CZE  1964    43     2.379     1.001     0.838     0.341     0.105     0.092
CZE  1964    44     2.381     1.002     0.839     0.342     0.106     0.094
CZE  1964    45     2.383     1.002     0.839     0.342     0.106     0.094
CZE  1964    46     2.383     1.002     0.839     0.342     0.106     0.095
CZE  1964    47     2.384     1.002     0.839     0.342     0.106     0.095
CZE  1964    48     2.384     1.002     0.839     0.342     0.106     0.095
CZE  1964    49     2.384     1.002     0.839     0.342     0.106     0.095
CZE  1964    50     2.384     1.002     0.839     0.342     0.106     0.095
CZE  1964    51     2.384     1.002     0.839     0.342     0.106     0.095
CZE  1964    52     2.384     1.002     0.839     0.342     0.106     0.095
CZE  1964    53     2.384     1.002     0.839     0.342     0.106     0.095
CZE  1964    54     2.384     1.002     0.839     0.342     0.106     0.095
CZE  1964    55     2.384     1.002     0.839     0.342     0.106     0.095
CZE  1965    12     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1965    13     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1965    14     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1965    15     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1965    16     0.002     0.001     0.000     0.000     0.000     0.000
CZE  1965    17     0.009     0.008     0.000     0.000     0.000     0.000
CZE  1965    18     0.035     0.033     0.002     0.000     0.000     0.000
CZE  1965    19     0.106     0.098     0.007     0.000     0.000     0.000
CZE  1965    20     0.240     0.214     0.024     0.002     0.000     0.000
CZE  1965    21     0.418     0.351     0.061     0.005     0.001     0.000
CZE  1965    22     0.621     0.488     0.118     0.013     0.002     0.000
CZE  1965    23     0.816     0.598     0.189     0.026     0.004     0.001
CZE  1965    24     1.003     0.684     0.268     0.044     0.007     0.002
CZE  1965    25     1.178     0.747     0.349     0.066     0.012     0.003
CZE  1965    26     1.334     0.794     0.425     0.091     0.018     0.006
CZE  1965    27     1.471     0.826     0.493     0.117     0.024     0.010
CZE  1965    28     1.598     0.853     0.555     0.144     0.032     0.016
CZE  1965    29     1.707     0.871     0.606     0.169     0.040     0.021
CZE  1965    30     1.800     0.885     0.647     0.192     0.049     0.027
CZE  1965    31     1.878     0.896     0.679     0.213     0.057     0.033
CZE  1965    32     1.945     0.904     0.705     0.232     0.065     0.040
CZE  1965    33     2.001     0.910     0.724     0.248     0.072     0.046
CZE  1965    34     2.046     0.915     0.739     0.261     0.077     0.053
CZE  1965    35     2.083     0.919     0.750     0.272     0.082     0.059
CZE  1965    36     2.115     0.923     0.759     0.281     0.087     0.066
CZE  1965    37     2.139     0.925     0.764     0.287     0.091     0.071
CZE  1965    38     2.158     0.927     0.769     0.292     0.094     0.076
CZE  1965    39     2.173     0.929     0.772     0.296     0.097     0.080
CZE  1965    40     2.185     0.931     0.774     0.298     0.098     0.084
CZE  1965    41     2.194     0.932     0.775     0.300     0.100     0.087
CZE  1965    42     2.200     0.932     0.776     0.301     0.101     0.089
CZE  1965    43     2.204     0.933     0.777     0.302     0.101     0.091
CZE  1965    44     2.206     0.933     0.777     0.302     0.102     0.092
CZE  1965    45     2.208     0.933     0.777     0.302     0.102     0.093
CZE  1965    46     2.208     0.933     0.777     0.302     0.102     0.093
CZE  1965    47     2.209     0.933     0.777     0.302     0.102     0.093
CZE  1965    48     2.209     0.933     0.777     0.302     0.102     0.093
CZE  1965    49     2.209     0.933     0.777     0.303     0.102     0.094
CZE  1965    50     2.209     0.933     0.777     0.303     0.102     0.094
CZE  1965    51     2.209     0.933     0.777     0.303     0.102     0.094
CZE  1965    52     2.209     0.933     0.777     0.303     0.102     0.094
CZE  1965    53     2.209     0.933     0.777     0.303     0.102     0.094
CZE  1965    54     2.209     0.933     0.777     0.303     0.102     0.094
CZE  1965    55     2.209     0.933     0.777     0.303     0.102     0.094
CZE  1966    12     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1966    13     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1966    14     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1966    15     0.000     0.000     0.000     0.000     0.000     0.000
CZE  1966    16     0.001     0.001     0.000     0.000     0.000     0.000
CZE  1966    17     0.009     0.008     0.000     0.000     0.000     0.000
